pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77
MT2.141698	0.104218057219	0.099932815045	-0.07523526812	0.0303273976306	-0.0054819721581	0.0086810695064	-0.0162799393849	0.0352929120068	0.00395231616182	-0.0041103806638	0.011882491117	-0.029105306806	0.00203530993237	-0.0271950163229	0.0140452590617	-0.0219741392673	0.0207002659389	-0.00629709765208	0.0270620827778	-0.00637830082648	-0.00600823345505	0.00242359818384	0.00728197236121	-0.0257723819958	0.000939957643883	0.0124603048314	-0.0124561827846	0.0202801523011	-0.018587548138	-0.00713427067764	-0.00642203856243	-0.00816554844489	0.00217637192742	0.00993866865018	0.0172493591968	-0.0170956969448	-0.00329966570831	0.00437097007685	-0.00526955144155	-0.0216718886112	-0.0108478436462	-0.00635715073824	0.0200669853622	0.0131241313313	0.000460500622323	0.000458480831865	-0.0208195951946	-0.00223689533295	0.0173379095118	-0.0101274301583	-0.00351328452104	-0.00216710229209	-0.001066087749	-0.0132527500348	-0.00277356777145	-0.00263651573218	0.0139904936844	0.0096199922864	0.015180654938	0.00452884114319	-0.00116887908732	-0.00646737139841	-0.00246107549404	-0.00236819074143	-0.00469363899569	-0.00498586115817	-0.00145361978615	0.00069685501501	-0.00282212626359	-0.00289993046996	-0.00125519435271	0.00134940955922	0.00265113723213	-0.0018785646932	0.00211808287367	2.22990559806e-06	3.3528805341e-09
CA1.141704	0.162919530136	-0.123670062654	-0.0248905254793	0.080899305636	0.020176728765	0.0092127714934	0.0169674434877	0.0338920919106	0.0162291331334	0.00387758877877	0.0448772895474	0.00986961489797	0.0441299186134	0.012452289008	0.0235229470925	0.00948579631832	-0.0412603554809	0.0207253520793	-0.0152206877652	0.0209940891785	0.0291005982819	-0.0273528632367	-0.0139308068456	-0.0044840564066	-0.0201767025774	-0.0132371536884	-0.00835108279436	0.0147300008222	-0.00650299670498	0.00439100027442	-0.0184764302964	0.0105267569988	-0.0025472435852	0.00741742869324	-0.0141562822521	-0.00196291526694	0.000271905362163	-0.0107229389803	-0.00980232071853	0.0075148597773	0.00483173845794	0.0138585246971	0.00512260887502	0.00280037256092	0.00845861332008	-0.0123138218028	0.00620743289458	-0.0151474886327	0.0108735221011	0.00749712384785	0.0134146488886	0.00312950938927	-0.012350354149	-0.00798341555627	0.0123805445276	0.000133767145397	0.00326709338508	-0.00104069881327	-0.00307066042616	0.00146688370829	-0.00679503185366	0.00468970324758	0.00532100464762	-0.00422380469426	-0.00965415947075	0.00215511874858	-0.00711118472018	-0.00040938528726	0.000764030803358	0.00187827622777	-0.00105820591988	0.00375240355353	0.00188874326395	0.00160638927385	0.00155114725142	3.17371443393e-05	3.35288053384e-09
BB2.141659	-0.219389495894	-0.0538293927772	-0.00931044863258	0.00853690024882	0.0279132526891	-0.0308760092056	0.0142862998529	0.0177121543721	-0.0195933026061	-0.0149744490705	0.027705847413	-0.00115756412529	-0.0391391977431	0.0236599166104	-0.00671902098267	0.00510279876486	-0.00533950088586	-0.0818468442567	-0.00909089238455	-0.0222061470311	-0.00144224721015	-0.0111964405853	-0.0235449649556	0.0121373963719	-0.0240412566005	0.00464963755504	0.00393187225557	-0.0241938783814	0.0152364847855	-0.0097190538431	-0.00745486575023	-0.0251823626087	0.0169748060764	-0.000452426599522	-0.0107073276903	0.0124775264323	-0.011548780081	-0.0100030368622	0.00568153827497	0.00381653583497	-0.00854776847789	0.00687602199007	-0.000681804644167	-0.00841298315949	-0.0036398435131	-0.000826966513947	-0.00884623293661	-0.011665308924	0.00539294125148	0.000163992707735	0.00475159177959	0.00606423134018	-0.0185804555022	-0.00608328897248	-0.00684825627171	0.00825891081067	-0.000130892570208	-0.0044114822362	0.0100816764682	-0.00147511877136	-0.00483174878766	-0.000554357734749	-0.0051532039056	0.00146137176282	0.00433455692346	-0.00137525122072	-0.0027954368938	0.000434640719883	-0.000306178019997	-0.00358121917207	-0.00640493617604	-0.00324446106466	-0.000141701528107	-0.00126940126892	0.000739812198602	9.16925285444e-06	3.35288053404e-09
CO2.141657	0.0471871280694	0.00576819071361	-0.0661513400769	0.0471923355587	-0.0384146663014	0.0505724025145	0.0315953935746	-0.00841555508732	0.0292306382306	0.0131684667158	0.0150558210623	0.0220937184057	-0.0249315763635	-0.0214241978191	0.0239721553214	0.0133302472125	0.0131298669367	0.00427115530599	-0.0273499703682	0.0262396186103	-0.0121653525342	0.0150380281684	-0.00982285014731	0.0146476158497	0.0158178394967	0.0156219411098	-0.0107928129578	0.00139771894608	0.016328236523	-0.012186343129	0.00220034791244	0.017196178859	0.00340325094449	0.00685018080582	0.00541295883383	-0.00380369421931	0.0160941928792	0.00681116921013	-0.0115907065824	-0.00327148806531	-0.0138364540484	0.0179028003158	-0.00373854153121	-0.00844016338226	0.0136150915149	0.00281281824986	0.00637950835356	-0.0138161441592	0.000702606820296	0.00280931439256	-0.00230569720919	0.0119939509257	0.0140231303297	-0.00054771843025	-0.0192872025779	-0.00434540664305	-0.00722267279444	0.00439435168109	-0.00233432478061	0.00629555686718	-0.0111237305233	0.00193164257587	0.00946976856537	-0.000922114232421	0.00688812144567	-0.00615218586566	-0.00132097903818	0.00382482653784	-0.00240491695341	0.000654271499561	-0.00279846672566	-0.00294774719649	-0.00210784665242	-0.00317840432957	0.00235091380982	-7.46507231499e-05	3.35288053478e-09
TL3.141709	-0.174672198255	-0.00513421392238	-0.0041813244639	0.0404130044971	-0.0328056789963	0.0262123155654	-0.0108033830525	-0.0434334715376	-0.000625303087958	-0.026022022936	-0.0405792782074	0.020270305861	-0.0117017611005	-0.036956216581	-0.00213166850488	-0.00297847750067	-0.01183600566	0.022950710904	0.0197137922108	0.0279282702105	0.00564617900287	0.0080278717361	0.000339336468188	0.0045504507145	-0.00799262492414	0.0112373499177	-0.00852015395998	0.00559736198314	-0.013216413365	-0.0193744153911	0.0114124311129	-0.00678598371161	0.0134282911315	0.00744125084886	-0.0102036867876	0.017670816198	-0.00317519117608	0.00491865911515	0.00320315973685	-0.00159648752119	-0.00146871567527	-0.00174344638728	-1.82342081363e-05	0.00292589388553	-0.00276854451931	-0.00319541461934	-0.0168578988857	-0.0114811262706	0.00399717170726	0.000705153087536	-0.00268358443013	0.00313397088665	-0.0043343035226	-0.00275223655874	0.00641571257722	0.00103952698934	-0.00470873905819	0.00166542044773	-0.013753128292	-0.0157886689896	0.0114267743073	-0.0114014198725	0.00830330697108	-0.00802300950312	0.00781530794873	0.010683354265	-0.00464000213913	-0.00520949703581	0.00133730485688	-0.000143296292243	-0.00223396925494	-0.00513049198267	0.00316956579292	0.000326611732167	0.00154455749248	2.25679161339e-05	3.35288053392e-09
SN3.141650	0.110265557115	0.0344140870051	-0.00445636503066	0.100916705928	-0.0369995330275	-0.0500171604644	0.037875678069	-0.0443942049398	-0.0425384006495	0.030126487015	0.00018713542696	-0.0277328998878	0.0291617622325	0.0145845718686	-0.015988738016	-0.00483141401263	0.0109393357297	-0.0307448071793	-0.00845772707647	0.0317673991031	-0.0196787258626	0.00222174881397	0.011859019652	-0.00943227202633	0.000420259768936	0.00435835373075	0.0170997888302	-0.00800040057814	-0.00743141747491	-0.0216371115946	0.0188676870847	-0.0116000021586	-0.00705666254607	-0.00113237148629	0.0165462911365	0.00728759068403	-0.0147613075842	0.0140966895307	-0.00236846829418	0.00453356759485	0.0131001168559	-3.95770493187e-05	-0.0110485761689	-0.000129884575116	-0.0132404544503	-0.0188758367001	-0.00904738522583	0.000428450648508	-0.00917594521434	0.00150237328194	0.0048541198253	0.0132888667664	-0.00703571028008	-0.00484190993627	-0.00150122598406	-0.01117138359	-0.0059100994387	0.0082128925955	-0.00417276784859	0.00562349940079	0.00913140374943	0.00985758952676	0.00414246326299	0.00839000863498	-0.00474821030377	-0.00295262465648	0.000717304891829	0.00175266977115	0.000843499957249	0.0029584968055	-0.00024676744536	0.00396301264979	0.00215327197299	-0.000191766432915	0.00127517872814	-7.45629599222e-05	3.35288053477e-09
SK2.141662	0.0606752643527	-0.000769835341122	-0.0760523955302	-0.0486987212531	0.0696698335115	0.00674453055843	0.0616522312049	0.000851992576003	-0.0286467230301	0.013386697669	-0.017339479197	0.0176706033231	-0.0505646654773	-0.0193309811995	0.00954853572205	-0.0504485358239	-0.0232953543213	0.0286663738721	-0.0307945136798	-0.0245667750652	-0.0378356055856	-0.0167634442557	-0.0380123902497	-0.00498532611823	-0.00446961913823	0.00305963082362	0.000687279032896	-0.0106695040263	-0.00886575219367	-0.0177306594486	-0.0129894684598	0.000168938398433	0.0230194278034	0.0170451090269	-0.0116114627659	-0.013325567031	0.0045572547423	0.00108487180014	-0.019233449332	-0.00608121884841	0.0064020082278	0.00277789707301	-0.0107534630415	0.00444886915549	-0.0133055114142	0.00178033468534	-0.00520378001251	0.00203082223801	0.00508856760861	0.0116192608457	-0.0010558543122	0.00129417065449	0.00534029117506	0.00477314775091	0.00837727207727	0.000130661388058	0.00182979330896	-0.00168352273839	0.00306886098898	-0.000803678287716	0.00675153946258	-0.000213871782178	-0.000466415172922	0.00893667418071	-0.00343786788416	0.00101568852356	0.00283327851074	0.00236214056015	-0.00031549559264	0.00330210550964	0.00571112676213	-0.00181756606582	-0.000233096933179	0.0014893388348	0.000475375718709	-6.27349029937e-05	3.35288053466e-09
CR1.141682	0.120445651584	-0.149358502649	0.0106057808404	-0.0239683250821	-0.0108720535713	0.0186917650554	-0.00267995622275	0.0142346282228	0.0363362268006	-0.00315262348277	0.00308826358567	-0.0250266220331	0.0342479990047	-0.00154242951444	-0.00256898713076	0.00947917900121	0.0237058426645	-0.0138367879084	0.00928375648076	0.0193892753727	-0.0186776969939	-0.0012178657313	-0.00155401635316	0.0173851117842	0.0238989859779	0.016588581444	-0.00697283778505	-0.0321655680547	-0.0079449830557	-0.00215974142749	-0.00497746038821	-0.0176213716396	-0.0101128364926	-0.000720655203304	-0.00487127980721	-0.0034027857495	-0.000214763471506	-0.0166697801698	-0.015714236764	0.00095877486465	0.00115066114292	0.000826092860923	-0.00409422738169	0.00368891422887	-0.00804218094922	-0.0109994321186	0.00967828686167	0.000327292674146	-0.00417294220734	0.0144332363577	-0.00991099577335	0.0172530267016	0.0125523793304	-0.00165349149356	0.00173585038756	-0.00823641290572	0.00739811362565	-0.00106883813255	0.015901553441	-0.0113286204983	0.000748111286693	0.000920204663633	-0.00455237732492	-0.0140424929655	-0.000648749251715	0.00738779006609	0.00493423022774	-0.000710361949422	-0.00562638106502	0.00208845640975	0.00164406804266	-0.000724608358937	0.000978020677124	-0.000429836698982	-0.00171368522898	7.50483030652e-05	3.35288053346e-09
CF3.141691	-0.311238997769	-0.101173299367	0.030414379956	0.0454374998937	0.0327602255767	-0.0643203048052	0.0179038517278	0.00964341076653	0.0612806520093	-0.0340378109804	0.0573234024	-0.0389229516199	-0.0241450470817	-0.0113948150287	0.0239050911003	-0.029407789812	-0.00482662611627	-0.0124837136705	0.0307286800933	0.00928110848455	-0.00718633100856	-0.0039859074323	-0.00110597274845	0.0040392591759	-0.00969303070936	-0.0189757932536	0.00302566238914	-0.00690522949305	-0.0121328412675	0.0079881230675	0.016901825172	0.00141136986344	0.00115381353393	0.00942684942807	0.00732496474865	0.00676753928074	0.000400718106325	0.0164233885467	0.00514899175482	-0.00365155476156	0.00273648042632	-0.00244232119694	0.00373690756457	-0.00585333382597	0.0104634513517	0.0104179748027	-0.00191708228231	-0.00266131783967	0.00451554422625	0.00385225518934	-0.00135578028733	4.58006834377e-06	0.00829384737694	0.00761994234537	0.00577030327044	-0.0147576288178	-0.00302921820641	-0.00210224064597	0.000139827205576	-0.00305920031975	0.0030950071785	-0.00355676891597	-9.76473976912e-05	-0.00737641995828	-0.00330276681681	-0.006399943952	0.00512843148041	2.40481156681e-05	0.00369767434266	0.0044529302275	-0.00278970715173	0.00265012554249	-0.00575114117141	0.00425281633349	0.000152923632682	-0.000115159373614	3.35288053512e-09
BZ1.141724	-0.0763512371777	0.0427168153895	-0.0768492317041	0.0240341324773	-0.0172370719249	0.0472935587743	0.0318425094854	-0.0441681530941	0.0169920460997	-0.040969452245	-0.0476678820008	0.00697310432476	-0.0132186764394	-0.00518271870004	0.0210430933517	0.0273052296578	-0.016231872043	-0.0188307803285	0.0338047064098	-0.0112808414498	0.00379912722777	-0.00953299379764	0.00348057800435	0.00312279075584	-0.00104830268076	0.0111682094145	-0.0150573530511	-0.016868222241	0.000886988096784	0.0106675499053	-0.0276953451861	-0.00806272747387	-0.00851218734885	0.00485814942663	0.00932506724451	0.0048024527711	-0.0231353733762	0.000374022860503	-0.0152890889937	0.0046257680794	0.00492544322851	0.00559509430832	-0.00898320349438	0.00192454094014	0.00239176872071	-0.00251650681638	0.00229816362133	-0.00367566931207	-0.013549051395	0.0126051683236	-0.00758722243491	-0.0167283467269	0.0118420362083	0.00739144502651	-0.00184005149996	0.0102569076275	-0.0037674640612	-0.00339413777125	0.00374497477773	0.0101040419268	0.00454283956571	-0.00632612881724	0.00773833551786	0.00265187458725	-0.00691131672675	-0.0039384945174	-0.00079302163464	-0.00678831185881	0.00364390347613	-0.00299407253046	-0.0012077241997	0.0074171809496	-0.000340174108445	-0.0011051360802	0.000588073497248	5.15615947843e-05	3.35288053367e-09
