pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115
M9Ekey217.141044	0.183779564549	-0.0482624385385	0.0252249720748	-0.0406437567024	0.00825315593867	-0.0022241066601	-0.0224256728971	0.0151129755545	-0.00569484681083	0.00546591760203	0.0182772666633	-0.00455639647653	0.00377210876298	-0.00433684825064	-0.00578846053263	0.00676897332506	-0.00193796364091	-0.00865423884521	-0.00132990242472	0.000212514772527	0.00620267810482	-0.00561493124366	-0.0118355013458	0.00770841067696	-0.00292666637524	-0.000398972845385	0.00141431870038	0.00998179057641	-0.00360841783209	-0.0143597586211	0.00456825275712	0.0109903392953	-0.0177460610771	-0.00933584559914	0.00366704189176	-0.00617900102385	0.00280492144202	0.00548493516082	-0.0099436555559	0.00931414435159	0.000104071472935	-0.00191769131358	-0.00513937319992	-0.00254359560475	0.0147214165995	-0.00678407299022	0.002293824712	0.00483497834441	0.00701616289164	0.00604113008844	-0.00923795019043	0.00065885383246	0.00732077305254	-0.00817608922686	0.000937168789153	-0.00121324304404	0.00173832811328	0.00267927250764	-0.00468009456631	-0.001214197212	0.00423637769422	0.000996301136738	-0.0053880136436	0.00593647422916	0.00139781803886	-0.00919378147768	0.00591913172444	-0.00751888593422	-0.00662800142797	0.00237895268214	-0.00389594197394	0.00177201913445	0.00387364930499	-0.00154543666446	0.00540983240522	0.00292482546877	0.00617197270228	0.00162448564441	0.00629306350992	-0.00200682694974	0.00276755613387	-0.00470030170754	0.00222903149897	0.00694993091489	-0.00108198605505	-0.00456400594562	-0.00147355308782	-0.0036236454748	-0.000469389989201	-0.000304187032164	-0.00649185403072	-0.000869093114717	-0.00414173956575	-0.00157273962995	-0.00512714300005	-0.000845782900376	-0.000630327671093	-0.00246339201061	0.00114611828414	-0.0043675029521	0.00508568509554	-0.00182449914255	-0.0034109184061	0.00180740061122	-0.00103852495131	0.00152766860738	0.000964001387796	0.000924020044923	0.00178064533333	0.00238998787993	0.00127193925522	0.00151551312386	0.000314937506876	0.00100275491109	2.25083815233e-09
M9Indl217.141066	-0.0904431805165	0.175396556611	0.0891279711666	-0.0998930444445	0.133008852338	0.0782593456531	0.0240316785784	0.0761380882875	-0.00507522860075	0.040658090508	-0.00242211253719	-0.0137033783369	0.0123394608916	-0.0466320164373	0.00893496899577	-0.0150018294766	-0.0267515303477	0.0012952483867	0.0290945178041	-0.00439056559918	0.0153062616168	0.0114711429953	0.000297087982742	0.0147211741337	-0.00757521044261	0.00832298901735	0.00756866479136	-0.000180326242591	0.0028733565309	-0.0238048937127	-0.0285587204693	-0.0158582411846	-0.00278898284735	-0.00188007917686	-0.00471077956682	-0.0112491827677	0.00634968124061	0.0109205379562	-0.00502710425283	-0.00792904726625	-0.00848310027799	-0.0123049217876	0.00105676478417	-0.00450703861536	-0.00443238322219	0.00611339235549	-0.00780521359154	-0.0178382258089	0.00630676630507	-0.00623889009116	0.00163286451468	-0.00217367850684	0.00229345224917	0.00218180610356	0.00449848637831	-0.000976219167736	-0.00731260508791	-0.000572070165292	0.00585710910419	-0.0101944455962	-0.00159200534236	-0.00134663220672	0.00222752212835	0.000933553822368	0.00134825914156	0.000810152647123	0.000966863266215	-0.00679895732657	0.00616561463347	-0.00293641355933	-0.00178920745307	-0.007102921088	-0.000605269512043	0.000536156083048	0.000236602416587	0.0024972327848	0.00291129490329	0.00120504669862	-0.00441199199559	0.000951078482175	-0.000355648489465	-0.000880383474987	9.64482973715e-05	-0.000593453921759	0.00190623068215	0.00133860195438	0.000674557665361	-4.23412832501e-05	-0.00125039242908	0.000443309586131	7.34578485195e-05	-0.00118556285908	-0.000639512765811	-0.0012796005295	0.00168970745981	-0.0011011941721	0.000597776310771	0.000575263607049	-0.000390021058306	-0.00161584745943	-0.000402951079419	9.11810716922e-05	-0.000135373323015	-0.000182699627988	-9.01079311343e-06	0.000262841088779	0.000390415082221	0.000113242075118	-7.07616566286e-05	2.01906363314e-05	-0.000131077639365	-0.00034722578226	-2.08758182252e-05	-0.000172707367175	2.25083815234e-09
M2Tkey217.141054	-0.265759510892	-0.00263626707827	0.0474290754742	0.00796955026434	-0.0128771404374	-0.0231216899218	0.032955200487	0.00669392242096	-0.0184366585147	-0.0186640804082	-0.00151525487049	0.0206676967088	0.00268922642231	0.0371286454794	-0.0072611021982	0.0314744393449	-0.0216801976235	0.00109001492099	0.011209409545	-0.00189268337086	-0.00212270982156	0.0163416697953	-0.0164213722082	0.00310537809692	0.000639148144476	0.00883963513368	0.0270833617973	0.0103003256584	0.00421690773467	-0.00354102428311	0.00350134689998	-0.00710391634709	-0.0225957853957	-0.00269228598464	-0.00293500370231	0.0158480565108	-0.0154667906222	-0.0106497900754	0.000681842583059	-0.0264787841716	0.0261044875878	-0.00675422390421	0.0149674805159	0.00812760891679	0.00815767794529	-0.00308438548682	0.00442851173172	-0.0138900076952	0.000932065227852	0.00339831614947	0.0141661174447	0.0115771696256	0.00346233563051	-0.00352903130464	-0.00196008042042	-0.0016314764245	0.00392781003545	-0.00990525644431	-0.00194162303188	-0.00812424813618	0.00847947247053	0.00117748254443	0.00657900174228	-5.26021233375e-05	-0.0116974047952	-0.000711052908392	0.00368327072672	0.00157202141678	0.000313643222775	-0.0045863367275	0.000123828971823	0.00857808842273	-0.0079620897594	0.000431547718298	0.00310100159612	0.0044987340175	0.00213604655634	-0.00733461742798	-3.03941035603e-06	-0.00045759867617	-0.00204609301607	-0.00288545987968	-0.00402993526237	-0.000932327004491	0.00089537194135	0.00109148712722	0.00484119022874	-0.00100895405992	-0.00213808752685	0.000637962000234	0.000562395993038	-0.000571512518524	-0.00248658669129	0.00243517600962	0.00174747891979	-0.000591703036147	-0.000661343781599	0.000721540443495	-0.00257847806968	-0.000727269254961	-0.000249530486792	0.00101683306773	-0.0025829390735	0.000125928684312	0.000632551450869	-0.000296899868277	-0.000104345009006	0.000248395760606	0.000327703610453	7.15840535528e-05	0.000110005789703	0.000447703328154	-0.000359693720556	-0.000156962979531	2.25083815233e-09
M2Gkey217.141106	-0.348185175678	0.0800031112001	0.027224379244	-0.0805155282399	0.00427943169556	-0.00849387686768	0.0436453647991	-0.00372945282788	-0.0321379432026	0.0291381351587	0.00843276912489	0.0272906116928	-0.00293498570935	-0.00573783171162	-0.0410674731768	0.00516956252054	0.0103585687872	0.0041416921883	-0.0136931847281	0.0166271957321	-0.00376770006605	0.0105663445617	0.0360070341951	0.0129046626141	0.00471971421268	0.0139240990323	0.00354767325487	-0.00838005420545	-0.00322278052833	0.00324592857901	0.0260987562982	-0.00390968261206	0.0150366683714	-0.0242310683067	-0.00934576360723	0.00355325856313	-0.0266213593915	0.0182831944981	0.00385228790109	0.0065673722655	-0.00496542513603	0.013078783446	0.00804087385253	-0.0116579008065	-0.0042058531393	0.00742079370289	-0.00308373822903	0.00822253415951	0.0115163536638	-0.0103922855762	-0.00928290888147	-0.000654736156253	0.0026854173316	-0.00168978819642	-0.0046515332208	0.0144756210928	0.0101311795406	0.00247416384236	0.00366206413691	0.00257961586868	0.00352219604414	0.00971516025416	0.00608864729617	0.000974326552196	0.00567500416157	0.0015833201881	0.00515310593211	0.00454395266394	-0.00652902451182	-0.000885027786342	0.00579946889186	0.00619132394738	-0.00672190490688	-0.00184968009783	-0.00436915423475	0.00274100543497	0.00506349531489	0.00390838809762	-0.00355927225692	0.00459240770726	0.00168528544425	-0.00202571919041	0.000367787551997	-0.00535504403576	0.00350954359192	0.00122850580729	0.00128681524145	-0.00117330130538	-0.00169644215486	-0.000798705240644	-0.00228723985553	-0.000580208420023	-0.000740183189815	-0.00308053181623	-0.000226742744304	-0.000901903008168	0.000881540471364	-0.000859194373005	-0.000174029052805	-0.000393030111027	0.000402158216682	-0.00114150497889	-0.000275028138471	-0.000586203745157	0.000182289242723	0.000432021471241	0.000128463118281	-0.000365771521374	-0.000144709229333	3.20327729521e-05	8.02543505651e-05	0.000132822009144	0.00017600228792	-0.000276987870097	2.25083815234e-09
M2Enter217.141012	-0.239757419772	0.0942574408252	0.00441707642571	-0.0545857500819	-0.00699029444498	0.0202790913328	0.0105411024544	-0.00330919855773	-0.00147794012242	-0.0129101016635	0.00309610664681	-0.00328668716803	-0.040542638794	-0.0152576294202	-0.0141263494115	0.0143463748456	-0.00427099752046	0.00578318893128	-0.00161381313058	0.00628889647653	0.00872951861566	-0.0212238448443	0.015132636096	-0.0284842935868	-0.00153610520514	0.00455229943488	0.0157192205679	-0.000826446932576	-0.00788992190864	0.0186129921888	0.00468392961842	0.00499481294349	0.00432521375282	-0.0190388512709	-0.00324164453915	-0.0078804501684	0.00536056426527	-0.0173339667211	-0.00607621155153	0.00649873680603	-0.00868152939951	-0.027430035456	-0.0089318036116	-0.00193787733672	0.00849561345542	-0.00905808159581	0.00295656426534	-0.00273886286411	-0.00551334293959	0.00825984213984	-0.0132851570629	0.00658746543076	-0.00559816389571	0.0161986841579	0.00651263335048	-0.00303351965868	0.0208018781334	0.00541354153378	0.0108056887418	0.00545394827691	0.00201875117544	0.00355130895993	0.00560872824298	-0.00536546294251	-0.00739327221013	0.00977211117122	-0.00275987862186	-0.00457092621814	0.0038086104795	-0.00262267614219	-0.000806561791705	-0.00372141273542	-0.00186037917497	-0.0015400812445	-0.000382700069387	-0.00199029138752	0.00482251944725	-0.00558985338434	0.00506818334033	-0.00416586138903	-0.00653239852991	0.000432703338963	-0.000135174891587	0.00612520739968	0.00038053801769	0.00210850415359	-0.000148913312647	-0.00297716789044	-8.96757317809e-05	-0.00256204972746	-0.000370402746542	0.00119190192596	0.00208105202936	-0.00163238934294	0.00187406172653	-0.0017817950701	-0.000172913107962	0.00181455759819	-0.00203800618338	-8.72404009336e-06	0.0003059122362	0.000285199483589	0.00094717253742	0.000610834696315	-0.0013094770333	-0.000107225586336	-0.00114359008363	-0.000108075009926	0.000929841200041	0.000718844777249	-0.000153749627124	-0.000606978694558	-6.19908869951e-05	0.00031386252867	2.25083815234e-09
M2Skey217.141089	-0.196236908399	-0.0826019360264	0.0691110298312	0.063844613555	-0.0540030488694	-0.0172889480975	0.0142313113158	0.0215655487228	0.0104850242411	-0.0103245843024	-0.00719492761839	0.0328431345992	-0.00923977278817	0.00101559902564	0.0339815553298	0.0112706037556	-0.00146418809729	0.0101613720727	0.00356312987553	-0.00416815441873	0.00729077626034	0.00792948098806	0.0214661426651	0.0111593733636	-0.00608814563882	0.00675839817407	0.0199060661058	-0.003059138535	0.00767776563201	-0.024862872798	-0.0165692694703	0.0199068047721	0.00729031329432	0.00857080343764	-0.00246300900331	0.00466120119718	0.005346743668	-0.00449766373463	-0.00709161421694	0.0098237205504	-0.0161555548073	-0.00336398363901	0.00499830101768	-0.0188938119218	-0.0126527104987	0.00309534156041	0.0239716106313	0.00952568737432	0.012307725105	0.000597335453206	0.014214943211	0.00868930188723	-0.00840897337698	-0.00328471669946	0.00942078411699	-0.0070530167776	0.00453237564194	0.00180158948825	0.0184712130754	-0.00311987545022	-0.00351945974601	-0.00670629099203	-0.0170597895242	0.00844511412802	-0.00156358581166	-0.00548044469256	-0.000461754417085	0.00233780289525	-0.00312572937307	0.000340591003796	-0.00235390020473	0.0082058092553	-0.00503445416782	-0.00327237335641	-0.00430352302394	-0.00288183632949	0.00299004466038	0.00401689186377	0.00209331026036	0.00311073497968	-0.00158934648995	-0.000240163289324	-0.00186070672769	0.00207610641406	-0.00327763576242	0.00090585783411	-0.000791670633207	0.00116816268079	0.00147133578665	1.24659111361e-05	-0.00217284707147	0.000313706093732	-0.000152885174186	-0.0011177250506	0.000297447871975	-0.00124533062223	-0.000616032852139	0.00107684538122	0.000568933614721	0.00116767388337	-0.000962336012254	0.000860549529413	5.66782118365e-05	-0.000311252964499	0.000465137969666	-0.000344341966946	-0.000953083724186	0.000367140124154	0.000120287717503	-0.000122907391467	-8.94304371622e-05	-0.000147958507489	-0.000210649027362	-2.75438506217e-05	2.25083815234e-09
M2Midr217.141082	-0.216085643617	0.0383210550043	0.115031959611	0.0553376733421	-0.00364859848099	-0.0835066883939	0.0231744335071	-0.00347044999672	0.0150137601844	0.0418060065536	0.0155975766382	-0.00734013800499	-0.00542824382836	0.0216635476785	-0.000716288614844	0.0173043346428	-0.00653901482296	-0.0219965222711	0.000950025855203	0.000896156146095	-0.0123980093985	-0.00668061185046	-0.00756477114761	0.00533996431248	-0.000201375968681	0.0143486606776	-0.00120720389176	-0.0119443126743	0.0134907229951	-0.000880339669011	-0.00663235278542	-0.00276776827806	0.000691516982975	0.00280743434947	-0.00422516287267	-0.00658030238443	0.021259985201	-0.0204710172989	0.00319836909335	0.0142080411545	0.0214654317802	0.00572625298395	0.00852949895419	-0.00558816242578	0.0145271325305	-0.0073771175841	0.00490270842332	-0.0138508085935	-0.00503921583576	0.00283940487027	-0.00795138720503	0.00139859861079	-0.000620041089974	-0.00411240566428	0.00334021886649	0.0181404200366	-0.0110593020598	-0.00450371924568	0.00666567381277	0.00333209850266	-0.00797982615429	-0.0019168682178	0.00577652246178	0.00626792116857	0.00603095430414	0.00630230952972	-0.000402020341109	-0.000674763793852	0.00701953649293	0.003783326295	0.00189584779077	0.00113224365446	0.0105944573552	-0.00670013224499	-0.00438922132504	-0.00579489186587	0.00225052870979	0.0043303559791	0.00174526394	0.00205989605861	0.00163744267678	0.00361103771141	0.00791847367134	-0.0014836234544	0.00223090398526	0.00365253273918	0.00529473362249	-0.00236762288387	0.00241806034427	-0.00184581847407	-0.00286080205856	0.0010562901386	0.00109702601288	-0.00200673305312	0.00124491692448	0.000325136660302	0.00132942497057	-0.000341021303503	-0.000737614089521	-0.000205723707701	-0.000243400136926	0.000720151503308	0.000512208613451	-0.000625050448919	0.000624603124525	0.00160536887465	0.000274243598979	0.000185534821671	0.000549061755968	0.000275719014457	0.000181587186302	-1.13765862933e-05	0.000246951568405	-0.000159806774373	2.25083815234e-09
M2Indl217.141074	-0.21945161446	-0.0660695991256	0.1131708391	0.0867966627293	-0.00778214184702	-0.0143331139072	0.0170276695952	0.0215297133636	0.0222374769236	-0.00570145022482	0.012119692902	0.0266600867133	0.0117966149267	0.010368604579	0.0282314813853	-0.00571303777531	0.0204096113963	-0.00597849442501	-0.00172386908053	0.0174565523347	-0.00107156673167	-0.00240759502972	0.00724968887564	0.0178978332217	-0.0141579884984	0.0164430842123	0.0013531491241	-0.00738735121363	0.00132139320667	-0.00299651696514	0.00314121683276	0.020044881491	-0.00341421444105	0.00735009085828	-0.00524954451438	8.32842280811e-05	0.00488490631323	-0.00239037395649	-0.010305886957	-0.00265887428103	-0.00501458748616	0.00566123517694	-0.00624055870885	0.000482927316877	-0.00881607127289	0.00548868716579	-0.0197698113728	0.00413171157455	-0.022655178137	0.0100039627949	0.00352226411939	-0.00282436641733	0.00403113260353	-0.000296219194401	0.00924682697362	0.0126200241693	0.0099121747274	-0.00403410239233	0.00100980733004	-0.00267293716826	0.0052563975714	0.0187925461289	0.00626067066062	-0.00646289591282	0.00461559559826	-0.00876890627905	0.00398414314218	0.00357665361449	0.00381359196735	-0.00886429496987	-0.00770497301751	-0.00810168333225	0.00548492122786	0.0113383789593	-0.00216365772376	0.00170725981166	-0.00221226504314	-0.0100763333616	-0.00503163029748	0.00275057255912	-0.00139162659272	6.95128797974e-05	0.000226190812689	0.00119472725992	-0.00122559594635	-0.000807494587852	-0.00210172356847	0.00222992228943	0.00204965284394	0.00156398805245	-0.00115593867411	-0.00304654728108	0.000131636726002	-0.000536419671323	-0.00107901751144	-0.000113645238765	-0.00102156553786	0.00236526084603	0.000332408199247	-0.00153153242188	5.52810613322e-05	-0.00124400699026	0.000676570102151	-3.4499851205e-05	-0.000842272070106	0.000735021274786	-1.130037052e-05	-0.000307254528775	-0.0003205031362	0.000423897161562	2.43744435384e-05	5.63209367191e-05	6.88887053052e-06	0.000291234963607	2.25083815234e-09
M3Midr217.141101	0.0860021692533	0.042765713947	-0.0387613598544	0.0523573443192	-0.025127258747	-0.0133545948395	0.00635945435264	0.0344838501313	0.0339786678124	0.0105330773749	-0.00422686865891	-0.0204231302971	0.0184738350758	0.00462368587911	-0.0173025743518	-0.00739913954935	0.00532923672431	0.00226376957842	-0.00699099125762	0.0109656037633	0.0208576140598	-0.0130472862983	0.00178320160936	-0.0110110324593	0.00211987087105	0.00305687165917	0.01848969211	0.0129101943411	-0.000421071561931	-9.3806340933e-05	0.00157573929056	-0.01165535497	-0.00937303506644	0.00488586270808	0.00397082267112	-0.00962463031009	0.00300053048682	-0.0266424402454	0.00221334982214	-0.00308969179597	-0.0130779018769	0.00317629525516	0.00212078378332	0.00278831315368	0.0128477323262	0.0046071132519	0.0057757738874	0.0113883937469	0.00813574512503	-0.00160787770989	-0.00976994192931	0.00361286595438	0.0100427846393	0.0014664450354	0.00416160389691	0.00492217550647	-0.00640263185448	-0.00969906904534	0.00320063988304	0.0051245375722	0.0105474895033	0.00255087704131	-0.00954407137835	-0.00658278137119	0.00354850198708	0.0014427026105	0.00376195710809	0.00945979876201	-0.00165130876626	-0.00204924558017	-0.0056861944388	-0.0112590399682	-0.010772157124	-0.00430545322229	0.00482082498388	0.00127123598037	0.00528245176868	0.00436064659527	-0.00892870644472	0.000624501265904	0.00387798781836	0.00726343442872	-0.00204890772464	0.00189443479806	0.0013156765199	-0.00391672341898	0.00023518930415	0.00552042016475	-0.00108643413363	-0.00307180444957	0.00202939174009	0.00181316683982	-0.00104100161586	0.00290685041919	0.000317468607746	0.000644451835319	0.00239207214513	0.000127084458839	0.000630640745654	-0.00168354034323	-0.000146204855854	-0.00133525082761	-0.000843999340284	-0.00157749176406	0.0011804747271	0.00259141854451	0.000628059618604	-0.00122266401	0.0017545101499	-0.00174619588585	-0.000149562398711	0.000298752848536	-0.000601102409188	-0.000325197443907	2.25083815233e-09
F11Space217.141071	-0.0250721894494	0.117556497003	-0.0774803041743	0.0915857580917	0.0695225130168	-0.0538708446632	-0.00849502712075	0.0371957583928	0.0530332823501	-0.0461463747155	0.00837300088098	-0.0329326469403	0.0260401601503	-0.00531746782276	-0.000279981535676	0.0158381603918	-0.0306181242703	-0.0502756702654	-0.0162274177994	0.0121749049649	-0.0379906988185	0.0108194001093	0.0282449827646	-0.0134806401379	0.00264770053919	-0.0147655303547	-0.00286959864346	-0.0157644344629	-0.00904609688013	-0.0362066722652	-0.00526114520793	-0.00253009420463	0.0105014269636	-0.00636365566084	-0.00344997882746	0.00381453492315	-0.00868530793622	0.00528191711836	0.00726566623438	0.0189591181614	-0.00339617162642	-0.000691397218029	-0.00432798552555	0.0109869129902	0.00518401344913	0.00264004365288	-0.0057164364369	0.00821715337558	-0.00606763884396	0.00370604891254	0.00704435739811	-0.00373129678523	0.00771360925373	-0.00466198263235	0.00236671970928	-0.0101484701261	0.00284373677243	-0.00229876622536	0.00378786813877	0.00153094792308	-0.00313853052013	-0.00381274243458	0.00962953517267	-0.0116618093184	-0.00182874299209	-0.000738243670696	0.000545343208865	0.00369803694125	-0.00154588895873	0.000159178196513	-0.000474260023456	0.00458576645128	0.00043650001338	-0.00144992792229	0.00274901248694	-0.00193890512823	0.00343054856807	0.000997268975374	0.00137902243992	0.000781968682075	-0.00197399218511	-0.0021021601816	-0.00322614474104	0.000847047266629	-0.000192627749315	0.0023771313046	0.00215007460369	-0.00089294318134	-0.00303143382629	-0.000936900019097	0.000747094214904	0.000467160381394	0.000210326540152	0.00120545722164	-0.00128009643593	0.000457070529589	-0.000452673030167	-1.4736048806e-05	-0.000815297307826	-0.000480260017707	0.000171734017409	0.000399850107208	-0.00045578478267	-0.000267103933866	0.000132618660314	-0.000513151635823	0.000163820475075	-0.000368836459823	8.0793354835e-05	0.00030193313684	-0.000230295880796	0.000104424448905	-1.54419418128e-06	-0.000233487268602	2.25083815233e-09
