	M9Ekey217.141044	M9Indl217.141066	M2Tkey217.141054	M2Gkey217.141106	M2Enter217.141012	M2Skey217.141089	M2Midr217.141082	M2Indl217.141074	M3Midr217.141101	F11Space217.141071	F10Space217.141045	M9Pkey217.141096	M9Fkey217.141065	M9Okey217.141076	M9Akey217.141086	M9Indr217.140998	M2Ckey217.141092	M2Ykey217.141095	M2Ukey217.141085	M2Rinr217.141027	M2Nkey217.141052	M2Thml217.141005	M3Pinr217.141057	M3Kkey217.141046	M3Ykey217.141023	M3Lkey217.141097	M3Bkey217.141059	F12Space217.141068	R1Space217.141077	M9Wkey217.141090	M9Nkey217.141010	M9Mkey217.141007	M9Bkey217.141032	M9Midr217.141060	M9Thml217.141021	M2Ikey217.141000	M2Mkey217.141014	M2Thmr217.141087	M11Space217.141008	M3Ckey217.141073	M3Space217.141098	M3Midl217.141103	M9Xkey217.141072	M9Rinl217.141020	M2Vkey217.141022	M2Rkey217.141050	M2Pkey217.141105	M2Lkey217.141048	M2Qkey217.141102	M2Kkey217.141041	M2Pinl217.141003	M2Xkey217.141016	M2Ekey217.141011	M2Fkey217.141078	M2Indr217.141062	M10Space217.141036	M3Jkey217.141017	M3Indr217.140993	M3Indl217.141067	M9Gkey217.141099	M9Vkey217.141018	M9Kkey217.141033	M9Ckey217.141013	M9Rinr217.141080	U1Space217.141075	M2Hkey217.141026	M3Nkey217.141001	M3Akey217.141006	M3Mkey217.141107	M3Zkey217.141083	M3Rinl217.141100	M3Rkey217.141025	M3Qkey217.141051	M9Enter217.141084	M9Dkey217.141053	M9Thmr217.141049	L3Space217.141024	U2Space217.141047	M2Bkey217.141063	M2Pinr217.141039	M2Rinl217.141058	M3Wkey217.141104	M3Xkey217.141055	M3Pinl217.141094	M3Rinr217.141091	M9Space217.141079	M9Ykey217.141029	M9Qkey217.141019	U3Space217.141064	M2Okey217.141061	M2Dkey217.140994	M2Zkey217.141015	M2Space217.140997	M2Lsft217.141056	M2Jkey217.141038	M2Wkey217.141070	M2Akey217.141030	M3Pkey217.141031	M3Ekey217.141042	M3Lsft217.141088	M3Hkey217.141093	M3Rsft217.140995	M3Thmr217.140996	M9Hkey217.140999	M9Skey217.141004	M9Pinr217.141002	M9Midl217.141043	M9Pinl217.141035	L1Space217.141069	M2Rsft217.141034	M2Midl217.141009	M3Gkey217.141037	M3Vkey217.141028	M3Tkey217.141081	M3Thml217.141040
M3Bkey217.141059	0.0470485417965	0.404726700988	0.455802112945	0.545437436897	0.445537366897	0.400343048904	0.435515564653	0.428798613942	0.18040421055	0.34381922902	0.256002015813	0.0594409008094	0.081755459507	0.0456538622449	0.057534042811	0.0541747189592	0.674075620714	0.387907951114	0.431763664697	0.417993264916	0.4396853122	0.536431130481	0.170243086069	0.107836219494	0.105677637899	0.149077333099	0.0	0.186040137546	0.16873744879	0.0706814370039	0.0496880718794	0.0428539586698	0.0620021702536	0.0503488563917	0.090042280753	0.464183119741	0.334986093001	0.493321476319	0.280020331026	0.0706587410631	0.102830904362	0.076682365354	0.0510237989022	0.0418906397562	0.525480698921	0.614556547862	0.505934970472	0.414852104143	0.531619400615	0.375583436006	0.456264254524	0.46736466024	0.703797460792	0.521423241921	0.4292315401	0.0728763385913	0.116410883428	0.170121542937	0.0499432128063	0.0527574820075	0.0559819406405	0.0808077366	0.0534135350833	0.0494695459439	0.439945460784	0.503630911214	0.0614852353676	0.0882072791061	0.0921985990841	0.0815571047456	0.0656876337479	0.169698510726	0.105005678399	0.0701571939676	0.0525904908092	0.0987457197517	0.237697164167	0.127930283267	0.490234426736	0.368725909596	0.396237607716	0.0484560295512	0.0732662847476	0.16352537296	0.300751762715	0.0690634717474	0.0511064418296	0.0757056251528	0.356133986375	0.381543275423	0.663343001125	0.608882913348	0.555167684963	0.375382540006	0.461594657748	0.465386390235	0.547889193857	0.0782763113679	0.05729129528	0.17460516475	0.128328392745	0.100107582783	0.125697506305	0.0571435660138	0.0467021552423	0.0712383090229	0.0492157750954	0.0646484823091	0.202373820461	0.514502637872	0.543018365448	0.0652313012384	0.0519544970055	0.0769557007621	0.0433327022579
F12Space217.141068	0.195692394906	0.332177143342	0.348367478735	0.420249487385	0.336417783502	0.332450787268	0.317991435311	0.357910619074	0.131114903492	0.237553006972	0.250139000119	0.196825146742	0.157490805451	0.196044067285	0.191811585905	0.200823345925	0.622278663019	0.290262189539	0.321220686756	0.350017054884	0.343044785615	0.502617197638	0.138180487678	0.153733238052	0.159215568139	0.142502238547	0.186040137546	0.0	0.163950106916	0.238642782493	0.214367191498	0.184551858692	0.167343306259	0.198968644934	0.153336313242	0.357597025088	0.239048842632	0.365897382445	0.230699220793	0.204865879187	0.140790875208	0.173233159798	0.183790964286	0.185238938992	0.417375982358	0.521895084467	0.387160627791	0.320032680696	0.420993723138	0.271899660019	0.397320580473	0.410858684622	0.659746458052	0.407959444557	0.334458146893	0.233355635649	0.166094701767	0.112071217355	0.172821459334	0.183007400923	0.172440736769	0.221762749065	0.215126103316	0.163597938877	0.320373501312	0.392214380976	0.197650875794	0.188933048828	0.179370862488	0.211481727191	0.230164457356	0.0934410043851	0.16725293619	0.165255856173	0.19076633426	0.12385733128	0.2103232265	0.143395818826	0.388150023873	0.292248525302	0.376376700638	0.192235064584	0.174648351106	0.123944956458	0.220796153556	0.170586864642	0.188627221983	0.242792150354	0.267454798743	0.279491611708	0.607636388922	0.491092390315	0.435475423309	0.257442355994	0.326862363339	0.396130851031	0.447012865715	0.168786905368	0.166691758621	0.176519117329	0.191222781758	0.158598778158	0.128221807643	0.197703668724	0.201471481504	0.16661441844	0.199664432043	0.159734233963	0.0963248472906	0.410897658509	0.513649821771	0.194941547761	0.212508522593	0.18776408116	0.188432157723
R1Space217.141077	0.182947482777	0.40411656267	0.441526166656	0.532106532115	0.424990409683	0.391684026644	0.422682612623	0.421055436117	0.0996391923648	0.242063203621	0.145984296147	0.179074316372	0.162933320061	0.180470998237	0.170340449305	0.190243226945	0.668664049175	0.340313665929	0.418171574356	0.410777680346	0.398629305767	0.531189606302	0.0775535943201	0.152179504018	0.122013034878	0.114390089367	0.16873744879	0.163950106916	0.0	0.209722692658	0.185203521856	0.16890070985	0.161635240642	0.188761068745	0.189854654101	0.402357589952	0.30733207504	0.47835926718	0.226055164429	0.137763870645	0.142385505172	0.163123950584	0.17389480596	0.171073646429	0.513603887583	0.600894376608	0.455818290981	0.335170397502	0.517110405554	0.357171835422	0.45035327377	0.457909005708	0.696376957281	0.499987165571	0.418534547959	0.180791964837	0.0900279230574	0.146655710904	0.159313259106	0.177054700173	0.173485098154	0.144320696372	0.190043234315	0.173325349017	0.400918372557	0.444277543013	0.14504660101	0.137142829229	0.127180487763	0.142584389034	0.193652494023	0.125149218146	0.121900040498	0.160873366486	0.168729113264	0.159187886393	0.115749613645	0.128677028622	0.478246328245	0.350526389902	0.388541561726	0.147244630081	0.134892314617	0.103878591847	0.209967612954	0.178187397315	0.154769386243	0.213244068243	0.252845090878	0.366532677874	0.656898021113	0.593592687043	0.520933885671	0.359270628854	0.391080195296	0.457375246846	0.538356214114	0.130339079577	0.158156185759	0.0684706557296	0.0744097590095	0.109853445413	0.16915983406	0.179578922983	0.171669432929	0.177941003175	0.185542089181	0.161018748603	0.171814927611	0.504657929346	0.538736382459	0.133629150455	0.158194086466	0.122433605181	0.16266189769
M9Wkey217.141090	0.0536601623769	0.437416432516	0.497915155347	0.588131253059	0.495071540105	0.439054710168	0.478843664907	0.467300601972	0.223175825488	0.386654131408	0.284731441845	0.0683318919571	0.105983359539	0.0588739120566	0.075313308705	0.0458344448454	0.710394529138	0.439951769593	0.475367725914	0.456951497689	0.480729037524	0.567458739272	0.213008473781	0.149014017288	0.14741176339	0.190182549879	0.0706814370039	0.238642782493	0.209722692658	0.0	0.0407806256032	0.0719098368051	0.0913915819533	0.0505914291411	0.104586738787	0.517055735882	0.378232647425	0.536294614581	0.314633272728	0.0915946578738	0.142752589008	0.10522439621	0.0675422462181	0.065826316534	0.570117872147	0.656504977198	0.559483695116	0.46351234481	0.578103583247	0.422826471059	0.489262613289	0.504116104321	0.737900845017	0.569620169579	0.472369197875	0.0702532992992	0.168681328178	0.214771164874	0.0902250565175	0.0726492874497	0.0802294711646	0.0881018685245	0.0302978569319	0.0849197606976	0.494026232099	0.550855808782	0.0877887644704	0.121776284647	0.129767263058	0.102769529631	0.0439721801273	0.224361537107	0.148096017892	0.0938891330337	0.0705933312227	0.136282378426	0.270147411159	0.175708597319	0.531482544113	0.417274541195	0.423055874138	0.0811010776167	0.11509620393	0.2118410931	0.350659571176	0.0875200033651	0.0745560132073	0.0254299150658	0.402481327029	0.432979804503	0.696877034459	0.652016558873	0.605300806802	0.425305429418	0.513531196193	0.514256477858	0.590063451073	0.124768933265	0.103535183817	0.215374897746	0.162111611039	0.146499272022	0.167618928658	0.0655967892468	0.0586315732849	0.0923474532315	0.0495645788213	0.0963169626918	0.245478601462	0.563016162327	0.567122957256	0.102733152328	0.0696162625178	0.11954760884	0.0706222254005
M9Nkey217.141010	0.0385128001649	0.425028231722	0.477149204072	0.566057777861	0.468020026373	0.419667967176	0.456597303525	0.447433591688	0.194656369798	0.360275144329	0.265907051362	0.0464066004276	0.0802116165481	0.0420968947149	0.0531931973837	0.0345457144537	0.696115522162	0.41208231787	0.453123713943	0.437786352969	0.454698467885	0.553866318715	0.185563584336	0.124604615642	0.124425875999	0.166558699278	0.0496880718794	0.214367191498	0.185203521856	0.0407806256032	0.0	0.0464019535895	0.0647526338655	0.0413253602968	0.0883746359185	0.48904400514	0.351871450182	0.514985811536	0.288598805116	0.0754561714666	0.118514705703	0.0882328416599	0.0456963197607	0.0441092786766	0.547221470706	0.635829671651	0.529080353163	0.435859760374	0.551078334052	0.39626397419	0.473548207829	0.484436613614	0.722021891828	0.543572275034	0.450501036464	0.0580180031994	0.144329842597	0.185091600317	0.0685373592534	0.0525324301688	0.0587907763827	0.0760475521475	0.0230419405943	0.0630760906356	0.467583383022	0.525315965574	0.0641104682685	0.102412740489	0.10458745296	0.0873040595271	0.0450804994958	0.198961591655	0.121587085678	0.0663810873512	0.0442706475006	0.108544799758	0.244450741661	0.153357185661	0.51072774924	0.388968206551	0.405776175816	0.0600501161757	0.0953919391787	0.186822765688	0.3275786349	0.0703581693631	0.0508309659351	0.0521685974889	0.376124630214	0.404218865968	0.681531321397	0.628307301678	0.578774724311	0.3966398688	0.483761035275	0.489382996015	0.567921937693	0.10059494817	0.0775620269468	0.190921914355	0.140049423822	0.123511613668	0.142833479249	0.0437555925387	0.0371173870286	0.073561805475	0.0367482535411	0.0739464992111	0.221124745143	0.537472768008	0.558253637621	0.0821266064578	0.0540980830921	0.100223466275	0.0509312473099
M9Mkey217.141007	0.0445276334834	0.396456949062	0.443132515881	0.530745689309	0.433778666574	0.38528410881	0.421630325923	0.414029352467	0.165205686075	0.331130222723	0.25898920172	0.0464963182032	0.0573140952161	0.0322517165708	0.0451686959216	0.0398563110299	0.667451410118	0.380728656817	0.41937875921	0.402009598824	0.42186165027	0.530762422294	0.15665991037	0.0991670638979	0.0980390495227	0.148962143882	0.0428539586698	0.184551858692	0.16890070985	0.0719098368051	0.0464019535895	0.0	0.0392614049029	0.0582833592868	0.0604826990424	0.456438458414	0.319357192397	0.481121591633	0.260823267313	0.0738318132773	0.0928390284648	0.077740351443	0.0251254615709	0.0388975280735	0.510824550049	0.602545556778	0.499367923554	0.404137769918	0.519046960506	0.364890259331	0.439288261211	0.450538727762	0.695946594789	0.511003351129	0.414322603288	0.0907290158326	0.127055880531	0.155917170933	0.0469828965452	0.0295266131878	0.0338325652814	0.0781679563562	0.0495874252334	0.0382480063109	0.438076672451	0.492970646305	0.0606871552983	0.0954749074629	0.0949539081053	0.0826999239284	0.0751684379519	0.167613422915	0.105533952437	0.0468807506732	0.0354860383224	0.0791127281013	0.221938334902	0.128426004308	0.475065794565	0.356122266891	0.380350349471	0.0498877340273	0.0830600647047	0.158958946622	0.295959393143	0.0470968168635	0.0365806601698	0.08246232411	0.350343122026	0.373521272648	0.650466579186	0.594766774106	0.54611359545	0.366908395929	0.451161846445	0.457550998295	0.53300423416	0.0811729838521	0.048596969867	0.180261426245	0.129944551462	0.107399416713	0.11302875747	0.0358353433222	0.041182734276	0.0457153642615	0.0442274427789	0.0463747389173	0.19283449422	0.504723044716	0.539859044263	0.0613236533131	0.0627705979727	0.081134492759	0.0499124001754
M9Bkey217.141032	0.0573988787388	0.38712782871	0.439943277612	0.525728181598	0.419300383189	0.383410546778	0.418108255664	0.413398090108	0.152090474987	0.315113028754	0.24213373242	0.0659374573175	0.0381596531799	0.0516395484803	0.0594484128039	0.0576365194111	0.66862717957	0.363604931316	0.41611436572	0.403781647308	0.404941376394	0.538205989394	0.14339285925	0.0854980201153	0.0837759459459	0.140455263324	0.0620021702536	0.167343306259	0.161635240642	0.0913915819533	0.0647526338655	0.0392614049029	0.0	0.0780697347768	0.0523125222598	0.44030800564	0.302424513735	0.475408892081	0.245802185978	0.0679154782875	0.0782190297295	0.073779433193	0.0386228863843	0.0571413701341	0.508117180124	0.597140305556	0.481235276726	0.387254756104	0.51370048736	0.351059249896	0.443469662224	0.448608820449	0.700135072374	0.494165839081	0.410946851252	0.0967556805674	0.117115554071	0.142488642553	0.0487589970886	0.0384631407719	0.0355495841851	0.0759042883551	0.0689444174804	0.0420368062233	0.416857632939	0.475110707203	0.0571740587033	0.0901012078836	0.0892137831031	0.0798539581416	0.0841668681532	0.14789130879	0.101676611668	0.0287529891526	0.050057871236	0.0700618678373	0.209167904266	0.1100669279	0.471426744102	0.342451723394	0.389415704355	0.051113911576	0.0743088712545	0.148973109394	0.279051715502	0.0416447948925	0.04052927908	0.105779197379	0.334756159184	0.366505767809	0.648967169482	0.591680619825	0.529499861276	0.356203031977	0.435681361352	0.450576281638	0.52923949037	0.070843241117	0.0463249943801	0.175113298958	0.119274024081	0.100882051969	0.107366393254	0.0545525439867	0.060692217124	0.0402851504275	0.0594994827988	0.0471543522282	0.168263127853	0.495856558068	0.54966051472	0.0556916951534	0.0671637670782	0.0770671533471	0.0547385696676
M9Midr217.141060	0.0450168222344	0.414379519632	0.466077171852	0.553066202118	0.46288712493	0.418713687323	0.440763031965	0.44541249422	0.198952516056	0.358893928457	0.257533184489	0.060629710115	0.0955285045332	0.0518641389533	0.0631326467808	0.035853958174	0.691898622139	0.406528860737	0.443705009544	0.434967476013	0.454534506621	0.555612556403	0.187977731811	0.133171394049	0.130686196411	0.164275575718	0.0503488563917	0.198968644934	0.188761068745	0.0505914291411	0.0413253602968	0.0582833592868	0.0780697347768	0.0	0.0958621090772	0.486455842114	0.350615995567	0.498977848596	0.29446016089	0.0837443701111	0.126761641528	0.0762778454146	0.0596228466387	0.0374788786553	0.536761683949	0.629488903623	0.530219165724	0.43613790948	0.548156685057	0.391882723799	0.474608499593	0.484489520697	0.722873378499	0.539767202148	0.438231047492	0.0667181757703	0.145119218368	0.191752903391	0.0626270460565	0.0673859270196	0.0665974691279	0.0919966766562	0.0338759886539	0.0551844570641	0.461784757494	0.514715883025	0.0772969412237	0.105167593113	0.114501807033	0.0983848517261	0.0555170627687	0.194450763993	0.12957001001	0.0827136308326	0.0632967137737	0.101993628386	0.257931963822	0.147950007034	0.500365342224	0.387367030885	0.41763549458	0.0646816030869	0.0909212282384	0.177394582688	0.321681548319	0.0818433895648	0.0631255685691	0.0537399125711	0.367703326026	0.404903386446	0.681837782908	0.619573241552	0.572303238245	0.385924862328	0.475373856239	0.494153133143	0.562367918242	0.102565410433	0.0821005004735	0.198656212761	0.147083310366	0.118216447312	0.146506607746	0.0625429587679	0.0482742768693	0.0724863593381	0.0370806066923	0.0690115597077	0.21481833489	0.53692041821	0.562517698443	0.0895935391973	0.061266121558	0.0995994406611	0.0538293935037
M9Thml217.141021	0.0727649529924	0.356963799314	0.413151420062	0.498795949826	0.405176570677	0.366506969325	0.39033503219	0.393344059265	0.152010468942	0.301325891393	0.273513527462	0.0837884020841	0.0511763658702	0.0724383496967	0.082482511825	0.0680283213342	0.663196565782	0.352287135617	0.385509300649	0.373853746838	0.393111675257	0.534499282797	0.166384353579	0.101647867235	0.0998805540558	0.171738615813	0.090042280753	0.153336313242	0.189854654101	0.104586738787	0.0883746359185	0.0604826990424	0.0523125222598	0.0958621090772	0.0	0.429781407248	0.291199571661	0.4480131667	0.235309774743	0.101250171684	0.0812361993122	0.099031268587	0.0551982150606	0.0782111511773	0.483204928088	0.579644889626	0.472133835326	0.37827770544	0.492406870664	0.33528554959	0.423060916655	0.445176692985	0.699566517449	0.482883749237	0.382949548312	0.131706244576	0.147225832289	0.132707347969	0.0790756636536	0.060193166734	0.0515216442817	0.110691331943	0.0841314168253	0.0601522673327	0.406103234021	0.46376958055	0.0933053968233	0.119996794213	0.119905694335	0.107815029012	0.11576057548	0.138019651185	0.129935712639	0.0533215724858	0.0745757647409	0.0643541928145	0.222527015074	0.141550099164	0.443842906307	0.330354098033	0.384202632522	0.0861373757472	0.105817828308	0.174137796437	0.271113625512	0.052094949688	0.0730301088115	0.119008811924	0.352480771158	0.344534362076	0.644999894312	0.563542563437	0.517011575812	0.33515243022	0.42252104286	0.446308144316	0.503735857919	0.101427427347	0.0658283402001	0.204713506355	0.144272067708	0.128425018412	0.0891829299168	0.0743984166693	0.0817324391545	0.0433131273461	0.0731209744726	0.0561345296616	0.159686814934	0.476329711346	0.544017979585	0.0858810682978	0.102180644042	0.104092865221	0.0884232088584
M2Ikey217.141000	0.475845071691	0.351110779882	0.149460865854	0.176672149918	0.133803993013	0.22683648887	0.203294741398	0.247389575225	0.345828840494	0.312220736914	0.439877134347	0.471344706117	0.424308770528	0.467304889485	0.458621021775	0.48084373294	0.436096968246	0.133023149243	0.169947396542	0.221869108709	0.131441238836	0.366490868055	0.362029528472	0.402333972668	0.392277363977	0.384461381205	0.464183119741	0.357597025088	0.402357589952	0.517055735882	0.48904400514	0.456438458414	0.44030800564	0.486455842114	0.429781407248	0.0	0.205630929863	0.21345438813	0.2780767511	0.443615279323	0.395372159186	0.451253724965	0.458751203679	0.465685501425	0.192486462871	0.325660645131	0.12590480186	0.126898532951	0.171692976631	0.181266989338	0.239207713367	0.239660380706	0.473473975119	0.198741479519	0.199324363998	0.483550479224	0.402588103913	0.333541107956	0.443631929912	0.453809500931	0.446805497955	0.460836952156	0.493878792333	0.447215477817	0.286677534211	0.143383073314	0.445401867974	0.428565040879	0.415727684776	0.450099144471	0.500222339372	0.314421404126	0.39701035715	0.434569374915	0.458558274661	0.400948732254	0.39546189724	0.400790893485	0.138789315859	0.191180992297	0.329703264032	0.451831669711	0.427921876479	0.343800565179	0.268717772539	0.451114320934	0.453458035199	0.523602148058	0.349815124938	0.178117767559	0.419023291425	0.276972887538	0.183289656562	0.154315987041	0.12241863762	0.214715620412	0.201262600661	0.416672887372	0.430441353131	0.410097117101	0.428116827964	0.396909530569	0.375051900896	0.465321777751	0.468941441244	0.442638464764	0.479256170301	0.438712745445	0.320306019844	0.165339341618	0.403754133428	0.432325428925	0.462775028726	0.420841328896	0.460953645597
M2Mkey217.141014	0.33620226479	0.255129380701	0.254886323919	0.27296451537	0.186278773785	0.28686744246	0.222886958127	0.289886025532	0.245960324489	0.225561500108	0.334104632994	0.335901609277	0.286566087197	0.328605740473	0.330338659368	0.342004033611	0.572748531622	0.15588877198	0.176555844264	0.26530304683	0.181005756996	0.451615821275	0.259948881491	0.273240294931	0.287290079539	0.272326911843	0.334986093001	0.239048842632	0.30733207504	0.378232647425	0.351871450182	0.319357192397	0.302424513735	0.350615995567	0.291199571661	0.205630929863	0.0	0.232978381272	0.173618363428	0.336372656635	0.269470950647	0.316212206664	0.322041056495	0.328854108172	0.30587959768	0.459075145812	0.263596787479	0.191438472294	0.29949087244	0.121927171946	0.299915022786	0.346705466226	0.607307110097	0.306434935957	0.198144060012	0.37676947263	0.315950582869	0.203579626539	0.3087999536	0.31539900766	0.312300263097	0.352445337525	0.354917780825	0.309497239493	0.251524982548	0.214010863781	0.32838151611	0.325747122138	0.303358193871	0.342618277098	0.364326919386	0.210245557399	0.283508637627	0.298422193343	0.323077218601	0.26749308328	0.295538571582	0.313004067486	0.261229780758	0.173178383311	0.34776441077	0.325336050523	0.318848847297	0.251819941633	0.167407886678	0.314710630356	0.319728014118	0.386484108658	0.283917602752	0.119301547779	0.553268942502	0.395915218466	0.299507339619	0.134967593269	0.174357529261	0.329191065248	0.323243953466	0.296145759157	0.299190527712	0.318040423988	0.322337487128	0.30343470456	0.240280109378	0.326187231911	0.340025463337	0.307231164724	0.340832306161	0.306497611557	0.198633593686	0.279470222891	0.46560909114	0.322494806898	0.341818606995	0.313132161938	0.324356555667
M2Thmr217.141087	0.495931838563	0.314142904001	0.204827468667	0.193392328183	0.20120573646	0.275827352448	0.127295229764	0.24019015334	0.413108185715	0.373296886163	0.503691293198	0.495714446796	0.45831927789	0.490346858063	0.489583624668	0.498060792816	0.502417094901	0.248842457502	0.190465449718	0.211548242257	0.221194139472	0.388112517607	0.435499736178	0.446701008404	0.462217409673	0.447427401529	0.493321476319	0.365897382445	0.47835926718	0.536294614581	0.514985811536	0.481121591633	0.475408892081	0.498977848596	0.4480131667	0.21345438813	0.232978381272	0.0	0.33845630096	0.513661105138	0.449233742336	0.483166839616	0.48266231899	0.487797738124	0.292170831681	0.402972930262	0.257826587297	0.270780117275	0.264118370629	0.185748887998	0.248182847234	0.305750516386	0.541132832795	0.294890104141	0.0960696430801	0.54240782281	0.469598240623	0.376477784978	0.473299447016	0.478192467793	0.469521472203	0.530931647148	0.513375572245	0.467687920175	0.272243735918	0.219644243756	0.505305874185	0.498844697175	0.48010881985	0.51726918141	0.539838802496	0.376946785709	0.462655084413	0.468955120475	0.490491668396	0.424277420216	0.466075741211	0.451965524147	0.212711256917	0.205203643391	0.32971899975	0.498695219543	0.484623827861	0.415736392142	0.309315930398	0.474573278259	0.49627345743	0.543559234913	0.408878200524	0.197602235485	0.485179337852	0.351513249814	0.246447430004	0.226925917808	0.203155541332	0.275932504963	0.24616204373	0.471354083479	0.465492335071	0.480657506987	0.502619475289	0.465879777122	0.404194266793	0.491437311855	0.494799162805	0.463738959905	0.497093091993	0.460146109153	0.345598613461	0.21171836495	0.399608622897	0.498317902098	0.519871651614	0.488928743142	0.498242507705
M11Space217.141008	0.278996852471	0.253331844866	0.306984752655	0.365479527007	0.272451704243	0.314667109185	0.300225109443	0.30874538593	0.170076258614	0.224252699821	0.251355980607	0.282481219578	0.237914140556	0.272733763116	0.281420101354	0.277730035781	0.605245339023	0.190747431133	0.240973472791	0.288078091041	0.228752748756	0.476435868744	0.190363209372	0.223679350615	0.202420061354	0.232492888096	0.280020331026	0.230699220793	0.226055164429	0.314633272728	0.288598805116	0.260823267313	0.245802185978	0.29446016089	0.235309774743	0.2780767511	0.173618363428	0.33845630096	0.0	0.246348828694	0.212050040035	0.268074268434	0.263755491816	0.272953385467	0.376093945558	0.509173178351	0.337267991837	0.237693784336	0.363888989185	0.218883863655	0.286546285585	0.378448704354	0.640144022372	0.392467593796	0.26668295788	0.296903709943	0.232643982669	0.175022002716	0.252963261716	0.264150336977	0.256740779529	0.265385603219	0.293870620578	0.258117050036	0.257068251067	0.269205016183	0.251683058232	0.251151301612	0.240881795303	0.250085556961	0.298101429348	0.168169748943	0.227988816298	0.242565764249	0.268240537073	0.215889532645	0.202188271315	0.239487062485	0.298515177457	0.190680970873	0.365926312544	0.257195867015	0.248057732382	0.200049590185	0.1439738132	0.26078511194	0.255123078918	0.322837495477	0.293198568416	0.212727778167	0.58536436928	0.487296637292	0.380462340671	0.226325413331	0.261170083504	0.365562157013	0.382384341896	0.237951532395	0.23942508768	0.244457497753	0.233625301601	0.226808966076	0.202405220435	0.275549837331	0.281167920045	0.253570684155	0.279801935855	0.255221734553	0.185515625444	0.317415090699	0.486283576173	0.231990541653	0.259520568792	0.225904322181	0.268561925486
M3Ckey217.141073	0.0785698407596	0.431261154124	0.47814420566	0.566976365659	0.46111550414	0.426024773419	0.457195157551	0.456347735575	0.148715444505	0.313507381552	0.214981879102	0.0713553914229	0.0818496789037	0.0726330074664	0.0697029512321	0.0886476276695	0.701003015218	0.374589658694	0.453135455884	0.445142210719	0.425038316714	0.562281317812	0.134426710886	0.102197270781	0.073705803489	0.123622435485	0.0706587410631	0.204865879187	0.137763870645	0.0915946578738	0.0754561714666	0.0738318132773	0.0679154782875	0.0837443701111	0.101250171684	0.443615279323	0.336372656635	0.513661105138	0.246348828694	0.0	0.088290582327	0.0643176924938	0.0772042194099	0.0679635055182	0.548233519956	0.634773895974	0.496906049079	0.391043656813	0.551918390592	0.391201618745	0.483898893092	0.489099276742	0.729552789678	0.533509355199	0.45098425507	0.0743342680173	0.0978933192561	0.167110935722	0.0624717720894	0.0732893393761	0.0791590353549	0.0370836383816	0.0822223065143	0.0808673257936	0.439728428447	0.479979021187	0.0319334232351	0.0552997592139	0.0658410433229	0.0367294649509	0.0774850062444	0.158368403877	0.0811472583416	0.0690728272654	0.0649276771387	0.116399065077	0.210632560361	0.110515969666	0.513073119833	0.384990475366	0.42095809542	0.0471180120999	0.0520502516214	0.137141402937	0.277055935853	0.0824384476543	0.0567272870906	0.104805325	0.330047755859	0.4021983099	0.689167806431	0.62842662699	0.555298585721	0.394088506646	0.44082937175	0.493734166842	0.572467993374	0.0658003181993	0.0714279473111	0.144580584343	0.089758106276	0.0751038506035	0.135421370569	0.0748648295704	0.0699905388297	0.0884490255201	0.0795066912057	0.0839608069967	0.206582490238	0.538356802676	0.565224146797	0.0382221523163	0.035853777612	0.0491445871909	0.0501976182281
M3Space217.141098	0.104095147552	0.368638444947	0.416511484378	0.502558418063	0.395013486214	0.374228070879	0.391619440843	0.405812935123	0.105745506652	0.268052279615	0.232922108676	0.111269669958	0.0671823025229	0.101741754426	0.105122142054	0.11435859699	0.666344384558	0.32015153668	0.387820078392	0.38418356986	0.366381792101	0.537265852406	0.109240395772	0.055470170361	0.0473374347332	0.118341324957	0.102830904362	0.140790875208	0.142385505172	0.142752589008	0.118514705703	0.0928390284648	0.0782190297295	0.126761641528	0.0812361993122	0.395372159186	0.269470950647	0.449233742336	0.212050040035	0.088290582327	0.0	0.0973759461354	0.0949124844783	0.101807274061	0.482983644412	0.580745127428	0.435884903278	0.344816695781	0.487569533207	0.326347084846	0.437540858658	0.440515744445	0.699517163168	0.468579038009	0.384786077412	0.132222094683	0.0994975050852	0.0908965028705	0.0860958060015	0.0929023959261	0.0845392299396	0.108261913235	0.122275601623	0.0913011490539	0.376570695765	0.434545266226	0.0761700354502	0.0874967238651	0.0719684156126	0.0915124565327	0.124854080291	0.100711777795	0.0777111876312	0.072325516902	0.0964541296792	0.0700169364753	0.18978256381	0.102978884369	0.447504746679	0.319999331631	0.388214286706	0.083759567098	0.0824592630565	0.12052872156	0.224312270795	0.0849935728377	0.0842743823496	0.151257806905	0.307460776237	0.335610802383	0.649133072803	0.563305295468	0.487083620124	0.330474384333	0.391585778065	0.444178140353	0.506253764813	0.0609158950547	0.0710683288828	0.150318949057	0.0942727499044	0.0766413064818	0.0630509469084	0.10578235277	0.109251861401	0.084388970703	0.110877106459	0.0828917694907	0.140050373264	0.472468006232	0.545365058985	0.078683168426	0.0928617524665	0.0751884425408	0.0902959333754
