	M13Urin.140575	M64Urin.140764	M44Uric.140688	M12Aptr.140800	M41Kner.140735	F24Plmr.140433	M53Tong.140327	M42Glns.140719	F31Indl.140679	M33Fotl.140701	F21Aptl.140686	F32Mout.140603	M22Mout.140541	F32Knel.140324	F12Navl.140828	F34Tong.140848	M53Fcsw.140426	M44Nost.140343	M33Frhd.140580	M22Fcsp.140527	F11Indr.140809	F14Plmr.140786	M24Plmr.140833	M31Plmr.140505	M23Fotr.140344	F12Forr.140302	M43Ewax.140650	F21Plml.140704	F24Knee.140744	M11Nose.140428	F12Ewxr.140726	M41Pinl.140284	F21Fotr.140485	F24Plml.140452	M64Fotl.140777	F22Kner.140705	M41Aptl.140841	F23Nost.140510	M12Fcsp.140668	M32Frhd.140776	M43Fcsw.140714	M43Knee.140412	F31Labi.140819	F14Tong.140430	F22Fcsp.140783	F34Ewax.140285	M63Fotr.140467	F33Tong.140358	M23Nost.140669	M54Frhd.140695	M31Knel.140873	F31Ewxr.140289	F11Nstl.140539	F32Frhd.140444	M42Nstl.140363	M34Plmr.140826	F23Knee.140816	M54Plml.140636	F22Nstl.140534	M42Indr.140519	M34Urin.140663	M42Urin.140778	M24Uric.140635	F13Urin.140615	F34Uric.140423	F11Urin.140632	M13Uric.140340	F21Urin.140569	F32Pinr.140328	M41Forl.140496	M41Plml.140691	F33Ewax.140872	M42Pinr.140457	M23Frhd.140404	M23Plmr.140648	F33Plml.140709	M12Fotl.140774	M41Fotl.140801	M22Ewxr.140787	M11Pinl.140316	M53Fotl.140376	F12Pinr.140498	F12Fcsw.140400	F34Fotl.140856	F12Indr.140556	M22Nstr.140393	M21Pinl.140313	F13Plml.140601	M31Indl.140291	F32Plml.140737	M22Glns.140314	M41Frhd.140449	M24Plml.140651	M12Plml.140817	F12Tong.140538	M54Fotr.140667	F12Nstl.140831	F11Mout.140583	M11Glns.140664	M32Forl.140592	M44Fotr.140394	F11Frhd.140508	F13Frhd.140649	M21Fcsw.140493	M31Aptr.140474	M11Forl.140337	F12Fotl.140294	F24Frhd.140858	M21Plml.140352	F31Nstl.140789	F21Fcsp.140536	F14Plml.140525	M31Nstl.140392	M41Plmr.140782	M31Kner.140321	F23Fotr.140680	M32Tong.140309	M32Nstl.140853	F22Fotl.140421	M21Fcsp.140319	M42Mout.140653	F14Fcsw.140752	M22Nstl.140860	M14Fotl.140639	F12Aptr.140530	M12Fcsw.140326	M13Frhd.140349	M41Forr.140728	M14Nost.140445	F21Labi.140606	M21Aptr.140329	M53Uric.140515	F23Uric.140274	M24Urin.140388	M22Urin.140805	M11Urin.140484	F24Uric.140658	M63Uric.140617	F34Urin.140432	M14Urin.140599	M21Fotl.140499	M24Fotr.140398	F12Knel.140738	M31Nstr.140461	F22Mout.140788	M41Nstr.140549	M23Ewax.140338	F12Labi.140407	M12Ewxl.140401	F13Fotl.140488	M63Fcsw.140818	M43Fotl.140659	F21Navl.140840	F14Nost.140522	F31Indr.140675	F31Fotl.140715	M14Ewax.140489	M34Nost.140408	M32Plml.140507	M32Fcsw.140646	M63Frhd.140286	F32Hair.140769	F13Nost.140811	M14Frhd.140825	F22Nstr.140671	M22Fcsw.140276	F32Indr.140459	M42Fcsw.140447	M63Plmr.140815	F34Nost.140282	M64Plmr.140356	M31Nose.140415	F33Plmr.140674	F22Plmr.140357	F11Ewxl.140795	M42Frhd.140770	M32Indl.140814	F14Fotr.140665	F11Nstr.140303	F22Ewxl.140693	F22Pinr.140355	M33Tong.140346	F12Fotr.140597	M34Frhd.140638	M42Kner.140502	M32Pinl.140666	M34Fotl.140468	M21Mout.140501	M42Plmr.140511	M11Fcsp.140589	F31Nstr.140608	M41Ewxr.140794	M42Nose.140308	F31Nose.140465	M53Ewax.140448	M14Plmr.140579	F31Forl.140333	F33Knee.140702	F24Fotl.140630	M11Mout.140852	F31Aptr.140458	M12Navl.140334	F11Pinl.140315	M32Mout.140657	F12Urin.140382	M23Urin.140740	F23Urin.140495	F13Uric.140806	F14Uric.140596	M54Urin.140480	F24Urin.140403	M31Fcsp.140824	F12Hair.140386	M43Frhd.140486	M44Plml.140614	M12Mout.140350	F23Plml.140585	M31Tong.140808	F32Navl.140293	M42Aptr.140377	M21Kner.140721	M22Forr.140708	F12Fcsp.140694	M13Nost.140290	M11Navl.140483	F31Plmr.140385	M22Fotl.140555	F32Fotl.140455	M41Pinr.140509	M11Plmr.140866	F11Plmr.140656	M42Hair.140700	M22Plml.140625	F34Plmr.140416	F32Nstl.140804	M12Indl.140438	M32Aptr.140847	M21Fotr.140859	M24Fotl.140320	M11Fotr.140751	M21Indr.140425	F23Fcsw.140551	M33Plmr.140723	F22Indr.140640	M11Indr.140633	M33Plml.140822	F34Frhd.140568	M12Nstr.140690	M12Knel.140275	F12Plmr.140839	F22Nose.140758	F22Aptr.140609	M22Ewxl.140750	F21Forr.140353	F31Kner.140761	M32Aptl.140296	F14Knee.140634	F32Indl.140607	M63Plml.140689	M42Ewxr.140604	M31Fotl.140712	F21Indl.140446	F31Mout.140605	M22Tong.140364	M31Fotr.140572	F21Nose.140573	F22Knel.140720	F11Forr.140422	M42Fotr.140861	M32Fotr.140562	M13Tong.140491	M13Plmr.140301	M21Indl.140576	F31Hair.140753	F21Tong.140655	F31Urin.140602	M43Urin.140463	M14Uric.140532	F32Urin.140725	F33Urin.140518	F33Uric.140793	M12Forr.140849	M43Plmr.140716	F32Kner.140397	F21Knel.140372	M31Plml.140743	F11Pinr.140867	M24Frhd.140442	F22Tong.140837	F21Nstr.140791	M53Plmr.140520	M64Frhd.140834	M21Plmr.140842	M21Tong.140323	M11Knel.140676	M53Plml.140660	M12Pinr.140598	M32Pinr.140389	F21Pinr.140773	F31Tong.140785	M41Hair.140413	M22Indr.140471	M13Ewax.140391	F24Ewax.140807	F24Nost.140792	M64Plml.140628	F21Hair.140524	M54Knee.140481	F32Labi.140727	M12Nose.140763	M21Ewxl.140436	M64Fcsw.140360	M63Tong.140865	M13Plml.140472	F23Plmr.140435	F11Tong.140366	M14Tong.140420	F22Plml.140347	M31Glns.140477	M23Plml.140503	F11Kner.140478	F22Hair.140512	F11Aptl.140780	F11Fotl.140558	M11Indl.140749	M22Navl.140637	F31Knel.140379	M42Knel.140699	F31Fotr.140874	F31Aptl.140409	M31Hair.140713	M22Frhd.140287	F14Ewax.140371	M32Fotl.140843	F21Nstl.140383	M14Fcsw.140443	M21Hair.140504	F14Fotl.140552	F31Fcsw.140492	F22Forl.140279	M41Nstl.140739	F11Nose.140325	M22Fotr.140381	M44Frhd.140730	M31Ewxr.140754	M53Frhd.140768	F12Nose.140365	M14Fotr.140729	F22Ewxr.140747	M32Ewxl.140473	F12Frhd.140469	F13Knee.140670	M21Nstl.140369	F11Navl.140566	F21Aptr.140500	F32Aptr.140339	M54Uric.140775	M41Urin.140696	M23Uric.140523	F22Urin.140306	F14Urin.140297	M33Urin.140845	M34Fotr.140476	M44Knee.140736	F13Tong.140677	F32Tong.140410	M13Knee.140288	M64Knee.140570	M44Fcsw.140418	M32Hair.140734	M21Aptl.140554	M21Nose.140682	M12Aptl.140844	M41Fcsw.140359	M64Nost.140402	F22Labi.140560	F22Indl.140644	M11Plml.140620	M11Aptr.140378	F11Ewxr.140797	F34Knee.140341	M41Indr.140781	M44Tong.140642	M21Frhd.140641	F13Ewax.140760	M41Aptr.140772	M54Plmr.140626	F13Fotr.140798	M44Plmr.140868	F23Tong.140417	M32Fcsp.140470	F22Aptl.140370	F22Forr.140732	M12Hair.140590	M53Knee.140318	F21Plmr.140745	M41Fcsp.140643	F33Fcsw.140662	M11Fcsw.140610	M14Plml.140544	M32Glns.140441	F14Frhd.140741	M34Tong.140540	F11Fotr.140431	M24Ewax.140460	M33Nost.140351	M42Forl.140600	M42Navl.140564	M24Nost.140862	F21Frhd.140623	M31Ewxl.140375	F24Fotr.140273	F32Nstr.140767	M11Kner.140517	M34Knee.140362	M11Hair.140577	F12Plml.140300	M63Ewax.140384	M54Tong.140619	F22Pinl.140717	F12Kner.140545	F12Mout.140450	F23Ewax.140304	F23Frhd.140622	M12Nstl.140399	F12Ewxl.140466	F12Aptl.140591	F32Fcsw.140706	M22Indl.140813	F11Hair.140612	M31Aptl.140756	F24Tong.140829	M42Tong.140857	M64Fotr.140624	M31Frhd.140336	M64Uric.140672	M53Urin.140277	M33Uric.140581	M21Urin.140335	M44Urin.140414	F22Fotr.140698	M11Tong.140453	F31Frhd.140832	M63Nost.140870	M41Fotr.140652	F31Plml.140322	M21Ewxr.140654	F21Forl.140295	F24Fcsw.140765	F13Plmr.140454	M31Indr.140588	F33Fotl.140406	M11Fotl.140711	M64Tong.140427	M13Fcsw.140390	M33Ewax.140613	F22Navl.140838	M12Glns.140683	F34Plml.140846	M24Tong.140439	M41Ewxl.140482	M22Nose.140594	M54Fcsw.140330	F32Forr.140528	M31Navl.140871	M11Pinr.140546	M53Fotr.140451	F21Fcsw.140506	M33Fcsw.140557	M42Aptl.140537	M41Mout.140367	M42Forr.140521	F21Fotl.140348	M43Plml.140405	M21Forr.140361	M64Ewax.140550	M34Ewax.140864	M12Pinl.140722	M63Fotl.140731	F32Fotr.140582	M23Knee.140621	F21Ewxr.140299	F12Nstr.140310	F22Fcsw.140281	M22Plmr.140574	M43Tong.140396	M41Tong.140317	M42Pinl.140354	F32Aptl.140820	M21Glns.140311	M43Nost.140345	F11Plml.140803	M33Knee.140298	M21Nstr.140593	M13Fotr.140755	M31Mout.140342	F11Forl.140437	F34Fcsw.140733	M22Forl.140587	F33Frhd.140757	M32Indr.140748	F21Indr.140440	M12Tong.140559	M31Pinl.140703	F32Forl.140724	M33Fotr.140533	F32Plmr.140529	M31Pinr.140627	M42Nstr.140784	F33Nost.140487	F31Pinr.140799	M63Urin.140645	M31Urin.140563	M21Knel.140490	M41Indl.140854	F21Kner.140678	M41Knel.140855	F31Forr.140586	M14Knee.140681	F32Ewxr.140535	M12Fotr.140278	M11Ewxl.140424	M43Fotr.140475	M12Plmr.140584	M54Ewax.140661	F12Indl.140710	F11Knel.140331	M41Nose.140779	F12Pinl.140479	M32Plmr.140307	M21Forl.140771	F11Fcsw.140616	M32Nstr.140494	M42Fotl.140742	M24Fcsw.140647	M63Knee.140419	F11Labi.140687	F34Fotr.140673	M23Tong.140462	M11Aptl.140830	F32Pinl.140578	M31Forl.140292	M12Indr.140762	M34Plml.140373	M11Nstl.140810	F33Fotr.140629	M53Nost.140611	F23Fotl.140863	M32Nose.140531	M44Fotl.140595	M42Ewxl.140553	M11Nstr.140514	M12Ewxr.140434	M41Navl.140280	F31Pinl.140395	F21Ewxl.140312	F32Fcsp.140464	M13Fotl.140685	F32Ewxl.140542	M23Fotl.140684	M12Forl.140812	M24Knee.140796	F13Fcsw.140387	M42Indl.140869	M42Plml.140513	M54Fotl.140823	M54Nost.140835	F32Nose.140543	M22Pinr.140692	F21Mout.140380	M32Forr.140802	M31Fcsw.140368	F11Indl.140283	M21Pinr.140516	M23Fcsw.140821	M12Frhd.140766	M32Ewxr.140697	M44Ewax.140411	M11Frhd.140548	M22Aptr.140827	F31Fcsp.140571	M22Pinl.140526	M21Navl.140850	F22Frhd.140836	M22Hair.140456
M13Urin.140575	0.0	0.48844932	0.3728303	0.39173952	0.60737294	0.64075486	0.90641264	0.61360616	0.66580414	0.37724192	0.50618692	0.47649998	0.44408824	0.6547378	0.6350255	0.53060128	0.94358586	0.58996774	0.6431328	0.96340744	0.5577779	0.67999448	0.61719552	0.52783874	0.387808	0.5799098	0.45962054	0.64967864	0.4288449	0.68000944	0.49599842	0.68750004	0.37148874	0.69709648	0.49698136	0.56205262	0.6660632	0.64504116	0.89352668	0.73349982	0.84368522	0.44732178	0.4071174	0.60395368	0.99336504	0.67407754	0.43978916	0.52318366	0.41747602	0.7089387	0.6041813	0.68314392	0.4204673	0.73002788	0.6190146	0.66089276	0.5607343	0.59676652	0.63903764	0.52788512	0.69781444	0.44611844	0.38115756	0.59737184	0.40320604	0.43878644	0.29411872	0.40617746	0.72940868	0.59594744	0.64416012	0.6936668	0.68730456	0.6938044	0.5999061	0.62170666	0.42123966	0.36419888	0.442761	0.58356148	0.58273622	0.6879804	0.68663274	0.56974588	0.5870988	0.54042468	0.6435569	0.68459262	0.66532646	0.70122622	0.40932338	0.70913792	0.55553208	0.6765509	0.45508316	0.5114874	0.41331312	0.45597352	0.57166878	0.66080332	0.35994114	0.67784316	0.7208125	0.86616702	0.38895628	0.67717076	0.42815874	0.73896544	0.6135457	0.615157	0.97625672	0.70153966	0.67442844	0.6603785	0.62651338	0.4456399	0.68960178	0.65413936	0.38032888	0.94053406	0.39918412	0.83643702	0.60759816	0.37096664	0.70266916	0.93300538	0.70595802	0.60327466	0.62521676	0.42202642	0.56361528	0.66196956	0.39944818	0.3234509	0.43882526	0.16158528	0.41868588	0.3982559	0.40494506	0.08495604	0.51408608	0.41391906	0.6247246	0.6766076	0.56185186	0.61166638	0.42677782	0.58132664	0.55299202	0.37310812	0.98377864	0.385747	0.42724414	0.5374184	0.68240102	0.47735412	0.4532371	0.63516268	0.66530052	0.89993486	0.70626746	0.74599238	0.50769032	0.71233826	0.62624232	0.93777046	0.72387568	0.88811098	0.65996762	0.63643962	0.64673332	0.73101166	0.67504876	0.7043241	0.48343086	0.66399908	0.70660326	0.40380948	0.45737282	0.45324332	0.7283958	0.74190524	0.49390746	0.69642186	0.65395708	0.54082696	0.3843503	0.42809262	0.5799902	0.8781112	0.60111664	0.44768242	0.6630796	0.71391628	0.4362918	0.70061986	0.69755418	0.48018102	0.4130397	0.44590246	0.69903528	0.64431554	0.60633014	0.59903846	0.45135284	0.28558182	0.4120819	0.53961142	0.51895576	0.87162722	0.42474658	0.96199508	0.71323816	0.66624834	0.54306558	0.53687678	0.6799599	0.67313616	0.65626072	0.63686744	0.40779006	0.55521184	0.79886664	0.55797206	0.6264723	0.67436718	0.63116082	0.50811794	0.65288778	0.70614594	0.52545048	0.66471746	0.59373004	0.6634059	0.5894415	0.7047349	0.35775774	0.49404584	0.41566944	0.40178382	0.46418484	1.07514942	0.67572724	0.65534832	0.68432846	0.69203808	0.68766862	0.65767292	0.63943334	0.58369046	0.71878508	0.42073684	0.42104308	0.63877908	0.63202562	0.3735766	0.64562426	0.68568068	0.6514266	0.49801222	0.4540252	0.6511211	0.4788546	0.42707242	0.48316842	0.72103164	0.53859016	0.62448112	0.3866607	0.52104752	0.6741802	0.66883522	0.53957378	0.68094414	0.65202148	0.4018832	0.36867974	0.41128564	0.40282334	0.40278832	0.40255718	0.6772396	0.5000119	0.59715722	0.42880056	0.65348592	0.66921834	0.6749075	0.66989194	0.59751422	0.65070616	0.7323569	0.54953372	0.56682106	0.63981898	0.71231722	0.6138884	0.70678706	0.71881986	0.48554512	0.68010758	0.45408952	0.47085634	0.45062504	0.62318258	0.62164282	0.69759034	0.60600624	0.40300458	0.72285418	0.39980922	1.0503672	0.71849186	0.69075634	0.54320388	0.43473886	0.64184	0.67595314	0.65478154	0.68182914	0.54422828	0.67709088	0.63857628	0.4237609	0.66131056	0.64138966	0.71825418	0.44037578	0.51232214	0.721569	0.71952108	0.6354468	0.44825166	0.44605832	0.6522227	0.861965	0.57959382	0.37904364	0.87285928	0.62662906	0.63522892	0.69438072	0.6148012	0.68549136	0.60171322	0.67684964	0.69341026	0.38163958	0.47467256	0.50584492	0.70840522	0.59452882	0.58321032	0.60648932	0.45471806	0.66696198	0.52092012	0.3014261	0.46671748	0.39111694	0.4375556	0.67896094	0.39844482	0.55747434	0.65860516	0.41519434	0.67851216	0.61164624	0.87179768	0.70634612	0.56237484	0.57977338	0.4088378	0.85618416	0.64364208	0.49762242	0.63733874	0.68157814	0.41205148	0.48233484	0.5467094	0.65764776	0.61646038	0.59651102	0.44586562	0.66229654	0.59537416	0.3930361	0.59050118	0.7181651	0.98522296	0.4184514	0.63358056	0.712573	0.63702538	0.68224512	1.00980446	0.96012334	0.91913088	0.69221402	0.65511224	0.71342328	0.78548422	0.50066946	0.40451424	0.62782028	0.60663954	0.7017348	0.4355401	0.74265418	0.4527217	0.39481504	0.68407548	0.65659514	0.68136294	0.71397698	0.6558542	0.64404934	0.8274182	0.71624574	0.62482718	0.4851368	0.45369122	0.7431077	0.65562756	0.50551088	0.70083784	0.87507452	0.55724786	0.72135228	0.38142186	0.73913702	0.44860212	0.40607048	0.73707516	0.57832174	0.66158102	0.82505644	0.36169134	0.36322234	0.37343756	0.6089302	0.73371352	0.65513736	0.37494218	0.70060282	0.40147402	0.64052666	1.0703519	0.6405836	0.63278634	0.48005606	0.39843842	0.61964896	0.87495992	0.52649252	0.56594396	0.5935627	0.61047996	0.79905166	0.42665932	0.56988774	0.93703712	0.70394158	0.63088408	0.57540978	0.59575576	0.97278752	0.89058396	0.5855001	0.33705846	0.5998583	0.36356166	0.60208202	0.56326228	0.61613446	0.5793721	0.61932776	0.60580682	0.48731952	0.5627142	0.48511574	0.42579996	0.94062262	0.49773172	0.66972178	0.53002886	0.63089224	0.72429368	0.4348789	0.60750862	0.6369204	0.61185416	0.51800262	0.45517846	0.61676816	0.64383112	0.87613218	0.51520942	0.64663708	0.7100921	0.53912398	0.6212084	0.67403352	0.6957356	0.3905726	0.68774906	0.68264024	0.60628976	0.56881362	0.68133016	0.40090812	0.48481798	0.47240548	0.34700996	0.43910656	0.532722	0.7010796	0.62503846	0.68743612	0.4130574	0.52395138	0.3899078	0.69171822	0.43548592	0.67701354	0.48094578	0.71277618	0.65171362	0.71777346	0.42012922	0.78627734	0.66025692	0.37398628	0.87158094	0.62244144	0.75986234	0.53591666	0.72507108	0.4244101	0.73885064	0.64002788	0.6465426	0.6522476	0.56928166	0.49704564	0.4760058	0.51918104	0.7371163	0.36739238	0.43079152	0.61593322	0.43167568	0.7137297	0.71008366	0.4524003	0.93146932	0.3805067	0.72832738	0.38555166	0.68312442	0.53059744	0.79835264	0.56542268	0.62966562	0.44072484	0.48131966	0.7372438	0.50133936	0.53482634	0.69896954	0.88552698	0.63787762	0.407506	0.89589422	0.70557674	0.61983034	0.46994974	0.71659536	0.62573506	0.94172758	0.59805136	0.63797222	0.73525166	0.63413438
M64Urin.140764	0.48844932	0.0	0.41223862	0.38707392	0.43012658	0.4468631	0.75102972	0.44587332	0.50395178	0.40365648	0.42482792	0.44703222	0.46745332	0.45055224	0.5232991	0.39023712	0.88010898	0.46962198	0.52290444	0.91408892	0.4380817	0.46414768	0.398474	0.4333617	0.38308724	0.43472568	0.41316938	0.51268844	0.36972306	0.55914292	0.3845465	0.57511236	0.4075721	0.53587656	0.2844358	0.42993846	0.48681552	0.51426704	0.78564436	0.61217094	0.74385158	0.3005641	0.4089674	0.52856672	0.9360474	0.47164318	0.33443024	0.40691454	0.38561774	0.5938517	0.42190466	0.50520828	0.40705074	0.59216924	0.49238404	0.493617	0.4388245	0.46312028	0.53340724	0.37438928	0.4582604	0.47443884	0.38034704	0.57697588	0.44434636	0.48396964	0.38660684	0.44105626	0.60738168	0.48030372	0.52164064	0.4829088	0.57452724	0.52492016	0.35997046	0.40202698	0.35578014	0.41446856	0.40178416	0.456358	0.31524954	0.553752	0.67048554	0.3147496	0.43776668	0.48368304	0.5325441	0.49176474	0.52848078	0.53023586	0.3956571	0.595082	0.34097308	0.50998782	0.4518502	0.28357124	0.41402948	0.40233548	0.53322034	0.532847	0.4374161	0.56429776	0.5942407	0.82731606	0.42628992	0.43238012	0.3663789	0.63110092	0.5497499	0.438208	0.92118156	0.5444979	0.5490944	0.52911818	0.47893626	0.36168842	0.52918322	0.52609152	0.39022164	0.90920058	0.55759828	0.74762074	0.5300394	0.41948588	0.53626256	0.83235582	0.55175618	0.45997606	0.47915836	0.4503203	0.38962484	0.45046608	0.4374703	0.46922178	0.46837062	0.48621952	0.45340884	0.40651334	0.44687742	0.46813936	0.30688648	0.33212234	0.44108288	0.50959932	0.60147374	0.49094002	0.4387485	0.55377068	0.44389946	0.4038974	0.90415388	0.37192588	0.38158866	0.39926432	0.51612794	0.37708016	0.45514702	0.45004392	0.4213908	0.84108822	0.59596274	0.6168711	0.39470876	0.50047258	0.5119242	0.89017826	0.57599488	0.81973818	0.43884714	0.43279466	0.47666672	0.62202782	0.43373544	0.54004746	0.39329194	0.54338624	0.4763381	0.37531304	0.39093666	0.44529892	0.62158592	0.59260912	0.3904947	0.58350022	0.44934668	0.41651924	0.38622538	0.4792359	0.4206484	0.782675	0.41853632	0.41356762	0.54527204	0.55962808	0.4319866	0.44829198	0.51914478	0.23734234	0.37102818	0.45065206	0.55701516	0.40609778	0.45885834	0.44729826	0.50089172	0.39490878	0.4535207	0.53273598	0.50682756	0.75436262	0.46430774	0.90559028	0.60235176	0.5412891	0.44912382	0.5223111	0.47288582	0.51516808	0.4544216	0.50319852	0.34409886	0.404596	0.73524132	0.37470314	0.41922386	0.52566118	0.43191514	0.39838778	0.53265794	0.5165323	0.41749488	0.4914505	0.513068	0.43531846	0.41148578	0.56951574	0.43325762	0.33565584	0.3315722	0.3837571	0.43927388	1.01683298	0.52398024	0.51646832	0.51950454	0.52394836	0.50426894	0.47932732	0.45969026	0.42055034	0.60872044	0.43760116	0.40843356	0.51676	0.4252725	0.409559	0.46682442	0.51894596	0.40980496	0.41341574	0.35876564	0.54367914	0.42016612	0.49730218	0.32286062	0.61100196	0.40766628	0.4460268	0.38412946	0.31496924	0.5266996	0.44107002	0.4817895	0.55177882	0.60903536	0.44514804	0.31790322	0.36362348	0.44523322	0.4451982	0.4442877	0.45714432	0.38660578	0.37970562	0.34280276	0.52181108	0.52306866	0.5095497	0.59827022	0.4677377	0.51540736	0.61753558	0.40603372	0.63854954	0.46160142	0.51382494	0.48279016	0.57306194	0.60989386	0.46031008	0.52382398	0.40930312	0.4315541	0.44157796	0.47491262	0.45307778	0.5664721	0.41174792	0.40039502	0.60642762	0.47099482	0.9868858	0.57494538	0.44964606	0.4362318	0.44861962	0.48212652	0.5236829	0.6539975	0.46264402	0.3811284	0.52317172	0.43690488	0.3700135	0.49701552	0.48254082	0.57639858	0.32634126	0.36766162	0.5759368	0.60219724	0.51144972	0.42367114	0.335028	0.53105022	0.77085816	0.4782205	0.3936726	0.82765952	0.47043742	0.51274072	0.5729686	0.42588788	0.55904368	0.4949473	0.5611948	0.57517674	0.41610506	0.43051824	0.4033854	0.59950162	0.44575306	0.56268864	0.48918844	0.44539382	0.48497646	0.32927508	0.50703418	0.47019636	0.44030786	0.50385836	0.44192698	0.4215753	0.35222282	0.61404612	0.38881182	0.43022216	0.4511232	0.77904972	0.57628024	0.366294	0.47303374	0.36613196	0.78436196	0.48799472	0.50292282	0.49939254	0.49674118	0.37409548	0.39928092	0.35107556	0.49664848	0.6284661	0.4808467	0.42411082	0.50594566	0.46897544	0.38645946	0.46675142	0.57203806	0.93353656	0.41881608	0.45868256	0.53235888	0.40378914	0.56919492	0.91497634	0.89261282	0.84057256	0.4432753	0.63595472	0.5950142	0.63396366	0.39138718	0.49293104	0.45976132	0.4515011	0.49642776	0.3608947	0.6355005	0.41398618	0.38485704	0.47699212	0.4628409	0.5538171	0.56186586	0.487196	0.5241605	0.67849636	0.6070235	0.44847338	0.4411282	0.44195246	0.6347615	0.51292564	0.39594888	0.51783444	0.82603332	0.48725434	0.61064812	0.43325698	0.59603282	0.66439764	0.3659142	0.62888608	0.20549934	0.42543966	0.75850024	0.3440023	0.43702066	0.38668176	0.55574276	0.5958918	0.499615	0.39729994	0.53852158	0.48468842	0.47582714	1.01788842	0.42015812	0.50844006	0.27012202	0.39372426	0.44978696	0.7989378	0.41700852	0.43688116	0.53734918	0.41955252	0.66528322	0.43058132	0.45430382	0.88611052	0.52545638	0.521207	0.42977298	0.32364888	0.9181414	0.80995712	0.41755446	0.51077958	0.45799274	0.4239033	0.43398458	0.41106392	0.49914726	0.47201374	0.49870128	0.41060266	0.40764284	0.29486188	0.42139878	0.3983908	0.88660058	0.37377976	0.64850238	0.69123234	0.4547494	0.51104756	0.37149162	0.48140434	0.4777434	0.49205624	0.50862254	0.39472534	0.45371352	0.45203832	0.79506638	0.3947935	0.50050072	0.48762034	0.47376098	0.55481104	0.55398264	0.53978848	0.38324076	0.5052473	0.55815212	0.47933472	0.38458378	0.5398868	0.42561864	0.4578207	0.3244742	0.4191494	0.35749616	0.34626444	0.53463248	0.4793633	0.52943924	0.37054968	0.4238699	0.37674832	0.52141018	0.4313174	0.52437834	0.34217966	0.59122326	0.51219018	0.4653361	0.3620113	0.75480402	0.50176116	0.433594	0.8246539	0.4633536	0.81849254	0.28728002	0.63070212	0.35799246	0.6144828	0.48309592	0.49788836	0.4856052	0.37065098	0.27722084	0.40159668	0.41728784	0.62389342	0.39959794	0.4236754	0.44068654	0.44593812	0.51959174	0.55437114	0.44872734	0.8827712	0.4075967	0.58393322	0.39182626	0.45419998	0.33117076	0.77365068	0.43020128	0.46946778	0.30799148	0.39749502	0.59651448	0.39271132	0.60579186	0.46835586	0.82760022	0.52616874	0.40361304	0.84726054	0.5658117	0.51289714	0.4047973	0.59625104	0.47595206	0.88420734	0.47600364	0.47887574	0.62729774	0.49932506
