pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
Face10.143341	-0.00408398255035	-0.192723539315	0.0386441878471	0.0129325235389	-0.0976843174396	0.000350411744284	-0.0928690666821	0.0636956045442	-0.0197572348129	0.0635967020136	0.0579900273347	0.0179567345019	-0.0159850780628	-0.0230178290929	0.0961539425952	0.0189526411697	-0.0137916358227	0.0206939504805	-0.020745665186	-0.0177528934883	-0.00189043658108	-0.0515305826342	-0.00746526902421	-0.0509227879478	0.00905960433322	-0.0415251722999	0.0563218810256	0.0606719572793	0.0120746556039	-0.0870565177986	-0.0546288947853	-0.000454696586572	0.012645951447	-0.0236969989381	-0.0413818759437	0.00972959243927	-0.0264654758499	-0.019500175126	0.0228516100531	0.00556326846355	0.0134633893898	0.00404350557152	0.0141901475175	-0.0122473504144	0.0177367970224	-2.74759256228e-05	0.0071174833678	-0.0012019780827	-6.82968070209e-09
Face39.143332	0.282999643655	0.0996581088192	-0.220293413285	0.0185903930456	-0.0125309657919	0.00454858126663	0.00436177922	0.105747061038	-0.0222985493962	0.107707252446	-0.075202080879	0.00935638964817	0.0043700522763	-0.00958542442613	0.0740666081669	-0.0102201130302	-0.0617102675697	-0.0498050682362	-0.00364803868629	-0.0020437604377	0.0983091026541	-0.0116689229685	-0.0190976565333	-0.0179843214982	-0.0569476828087	-0.00823067614921	0.0102570413398	-0.0391596562842	-0.00743405037971	0.0116256375776	0.0163626938458	-0.000559909221518	0.0177505174105	0.0581181296807	-0.00483181152347	0.00335466361249	0.0117221730333	-0.0606679286666	-0.0223164585963	0.00219865092044	-0.00634053370794	0.00412757508192	0.00130236529347	-0.0239480689131	0.00174704248942	-0.00822442248774	-0.00313725946576	0.000506942884048	-6.82968070209e-09
Face43.143350	-0.232283537881	0.0215750562887	-0.0634905152224	-0.157079925069	-0.116426442387	-0.0270748039118	0.0218623539763	-0.074713316246	-0.110308699442	-0.00794329854081	0.0464002465686	0.0146729150558	-0.0644331368007	-0.028781884224	-0.114500033984	-0.045234688912	0.0339341701748	-0.0645062138691	0.00330706298226	-0.0487915031193	0.166385636312	-0.0277353431204	0.0385653003501	0.00556640705215	0.0207113530597	0.0111641558993	0.00879447812346	-0.0359434553339	0.0144696346701	-0.0145894139825	-0.02396244528	0.0454091442151	0.0184036815856	-0.0272276737175	-0.0199270468645	0.00458372390682	-0.0143001282575	-0.00347076678616	-0.0111696420202	0.000607352958894	0.00404108015317	0.00739605097469	0.00205752175804	0.0130655735391	-0.0225477083206	0.00735059212109	0.00163935325171	0.000717332797269	-6.82968070209e-09
Face18.143342	0.390088515333	0.0903618159507	0.047492097771	0.0154670124234	-0.0120620821282	-0.0711146058805	-0.00604249075904	-0.0723043692405	0.0067893578481	-0.120531271437	-0.113265089375	-0.0445264800735	-0.0569630217188	-0.0606215326627	-0.0150446799072	0.0309392462912	-0.0337954394016	-0.0863917087698	-0.0621013152033	0.0189286385876	-0.0148126330124	-0.0393618114516	-0.0105624051721	-0.0032587919587	0.040591898863	-0.0026891945418	0.000744283179206	-0.0063936864558	0.0400602437047	-0.034882962092	-0.00188610504428	-0.00781327694348	0.0260545974669	0.0122212147888	0.0301604896128	-0.0488078144055	0.0304541295397	0.0213671064711	0.0181110769104	-0.0115855452494	-0.0167186534134	0.0450912660647	0.0216743806677	-0.00909406890673	-0.00292564777749	0.000942053864455	0.00433742728856	-8.20495483388e-05	-6.82968070209e-09
Face47.143345	-0.101106724762	-0.131247142342	-0.0838444423411	-0.109111110267	0.00843221170496	0.0024410786097	0.0869667784885	-0.0363402190915	-0.101661505328	0.0185065927305	-0.119977457169	-0.112477429358	-0.0258076988854	0.0855420692583	-0.122848751994	0.0226417501572	0.068310452256	0.104930072061	-0.0160475689923	0.0717733223006	0.0333143096177	-0.00834801539191	-0.0271214559279	-0.00423160029825	-0.0121518254623	-0.0290113877767	0.0273786143543	0.019607651382	-0.02078402925	0.0184113241748	0.0169764402444	-0.022421264629	0.0507109276825	-0.00590621877789	0.0134612412196	0.0273218678239	0.0269708309279	0.0103325393195	0.00995540356657	0.0237583661917	-0.00129658220733	-0.000207491991494	-0.00442557020266	-0.00581198439705	0.013473146025	-0.0125414669785	0.00599840810641	-0.00199887382882	-6.82968070209e-09
Face6.143359	0.29316666218	0.0757455632057	0.0630179439087	-0.09171894626	-0.0355056918024	0.125484415541	-0.0228086431908	0.140807049555	0.0738461414694	-0.01859014288	-0.0147191426889	0.000345929330541	-0.0242528741318	0.0307372776923	0.00652455799317	0.0067148077826	0.0947056025606	0.00690499990278	0.205511322881	0.0375385308236	0.0233876664621	0.025909085107	0.0179782256812	-0.0146321415747	0.00683791104926	0.0070095870685	0.0570491352155	-0.00307954263389	0.0438501635073	-0.0237279801541	0.00454650828151	-0.0209383330998	-0.00448167389369	-0.0324451286039	0.0422357207603	0.0044889646567	-0.000128558256043	-0.000652153730316	-0.00326580671043	-0.00633658803441	-0.00146814302658	0.00788084449428	-0.00390977297743	-0.00896401723816	-0.00555659221143	0.00617069347315	-0.0045621232043	-0.00249669885678	-6.82968070209e-09
Face26.143322	0.112228126875	-0.136274892952	0.112390086251	0.029015080907	-0.0514592814553	0.112766239795	-0.00282101981229	0.0416333714915	-0.0910083270516	-0.0514531548745	0.109940312088	0.0246659868833	-0.00752491921032	0.0101443286405	-0.107174332868	0.0405387485495	0.0294772164323	-0.0134833396477	0.0184739915392	-0.0150070460581	-0.0108517494765	-0.00703442118297	0.0233269022816	-0.0314580453008	-0.00890801453402	0.00719808046897	-0.0474444651669	-0.0669800234551	0.0184697595213	0.045998844043	-0.0217405573941	0.0185714754938	-0.0425908058891	0.0334313355716	-0.000583046724017	-0.0213320269238	-0.0289797538228	0.00158786252231	0.0249193416491	-0.0149365620109	0.0239358391899	0.0106487812112	0.00138759231919	-0.0152640657433	0.0171802319563	-0.0213198259823	0.000491605761211	-0.00277197051181	-6.82968070209e-09
Face20.143326	-0.230796314027	0.151162858581	0.137857371779	-0.0829861553239	0.0815504708008	-0.0687812809074	0.203353467249	0.0884886793403	0.0234395793068	0.04612073374	-0.0336901054242	-0.164615138267	0.0455065831369	-0.0836984154047	0.0263607531267	0.0394789983033	-0.0497034233375	0.045825063684	-0.00722222951364	0.00866208017919	0.0317512519868	-0.0323080352355	0.0131228815982	-0.0343132401704	0.0428464356028	0.0435823622478	0.0223597784623	0.0601829107276	0.0243870527306	0.0479855241825	-0.0397013857243	0.0313470272109	-0.0550506456645	0.0129822414749	0.0286308017043	-0.000122675115192	-0.0168488925147	-0.00865193263656	-0.00640668850854	-0.00179350539209	-0.00245452777353	-0.00130750197867	0.00204627647748	-0.00762023890746	-0.00117316151622	0.00121418035825	0.00268830401218	0.00182803204025	-6.82968070209e-09
Face19.143331	-0.0277356142047	-0.172515569902	-0.186159710841	-0.00282532894338	-0.0742351040478	-0.0480744898378	-0.0777600642546	0.106106806017	0.0569639628313	-0.0842883721965	-0.0671759315115	-0.015647647921	-0.00554340868093	0.0551417452692	-0.0936830521757	0.017292970662	0.00492369424016	-0.0367641475264	-0.0273537154692	0.00655044099237	-0.0231302320667	0.0570042292245	-0.0516606244505	0.00105368812674	0.0150382659374	0.0213949446017	-0.0433015444439	0.0870571329644	-0.0194680795615	-0.00987390196987	-0.0239043797607	0.0351948125345	0.00847733233341	-0.0053107782269	0.0091878366839	-0.00682840575604	-0.0360317771401	0.00218360602865	-0.0100970212711	-0.00808665485928	-0.0147298870872	-0.0255653202385	0.0284087895318	-0.0150642261507	-0.0116183184043	-0.00488268993298	-0.00986399485235	-0.000410788745493	-6.82968070209e-09
Face8.143357	-0.201949241707	-0.0803681195845	0.116838429659	0.0503421106376	0.0719859545415	-0.0502962526388	0.0797551187232	0.105610884254	0.0604840225028	-0.0687563930258	0.0390220066541	0.0595583493072	-0.0681209587434	0.0361197460017	-0.0384900817221	-0.110971534572	-0.0543713028404	-0.0705787089448	0.0157161070316	-0.0174054633438	-0.0234383399564	-0.0148781759699	-0.0306305397003	0.0396413280927	-0.0717946702111	0.0737100122852	0.0508107963033	-0.00263082633084	-0.0399450235465	-0.0255573104872	0.0218459714227	0.028231615709	0.013540134279	-0.00967281161155	0.0187234037236	0.0206004173005	0.0054439855604	0.0189619566752	0.00208919442046	0.00433638404046	0.0143976865269	0.0122576127236	-0.0123374314218	-0.0223806582676	0.0106198566716	-0.00269028197246	0.00369893941213	0.00569958700384	-6.82968070208e-09
Face42.143360	0.0825612790836	-0.131677733255	-0.0475257046782	0.0992303904195	-0.0972767272021	-0.051516110032	0.00360747391323	-0.0874951970779	-0.0860912705195	0.106707391227	0.0294128724938	0.0485399189589	0.061043743453	-0.0402419279191	0.0308913332994	0.0205390812705	-0.0640946492647	0.0539763414237	0.0608892283768	-0.0329200765282	0.0526884156779	-0.0114634438762	-0.0637926817933	0.0448247793785	0.0742795916145	0.00329029961479	-0.0231742282129	-0.0204386220554	-0.0194744030747	0.0274670982164	-0.00444378889654	-0.00953627580534	0.0214100921848	-0.0346946863663	0.0253615199101	-0.0257439040348	-0.0123003691151	0.0335560378094	-0.0156304795553	-0.00876860883552	-0.016024929379	9.67799059895e-05	-0.0111504763684	-0.0186572529042	0.0274732888035	0.00690690678253	-0.00421688098554	0.00300734681858	-6.82968070209e-09
Face35.143358	-0.134640085264	0.0938013155403	0.110653636771	0.130576998286	-0.082591335647	0.0660773220184	0.0109848750194	0.0517031216605	-0.0839914853407	-0.0185278405304	-0.0748163330388	0.0614118651104	-0.0318233483076	0.00702309312228	0.0639874659557	-0.0331430691536	0.0346883222967	0.0489966592793	0.0708870762928	-0.00641576862112	-0.0146293753367	0.00929365971348	0.0557341968912	0.00981454846523	-0.0252788614718	-0.0189683447023	-0.0246521037292	0.0119257198897	-0.0383574313398	0.04579490209	-0.0474786627511	1.77121539646e-05	0.0337735540841	0.0483691113541	-0.0318313176205	0.008550651286	0.00667660401777	0.0258834326201	0.0279830350378	-0.0172070986027	-0.0344184473771	-0.0100081186098	0.011967378066	-0.0128195222136	-0.019740103876	0.00795521661903	0.00515522737429	0.00240221373795	-6.82968070209e-09
Face12.143333	-0.167441378214	0.174855205367	0.166206826133	-0.0235033153383	-0.0727619684052	-0.0960790526331	-0.211187612255	-0.0529822060576	-0.00923191424553	-0.0626613268501	0.0487096025636	0.0167864988959	0.0923348343827	-0.0474347308028	-0.0479310160103	-0.0254073027423	-0.0842600638891	0.0247746419474	0.0367776204735	0.0574073516132	0.00424550895986	0.0110447245024	-0.0198478883466	-0.0506936217208	0.00856780872292	0.0122959104971	0.0546735097241	0.00114760730923	-0.089993407669	0.0103214603382	0.0420783854331	0.00580800840647	0.0147593947241	0.0234811708809	0.0200570653644	-0.00364041524396	-0.0236826736275	-0.0192105602012	-0.000412694118519	-0.0057950954914	-0.0144977395066	0.00924919331786	0.0048762301544	0.0174919603227	0.000858262941798	-0.000848873236533	0.00180259097186	-0.00454274452724	-6.82968070209e-09
Face3.143313	0.0258559489829	-0.131945885888	-0.0880010536405	-0.0999983579611	-0.129710880775	-0.0536108500682	0.114421847718	-0.0916591027455	0.0920822049074	0.0529812603422	-0.0340010057347	0.0549265651184	0.108306697589	0.0580651322995	0.0300078022889	0.021813178771	-0.00668719566721	0.0848052819575	-0.0224548505281	0.0421721349233	0.0035253588047	0.0735140404395	-0.009755995487	-0.0074281750059	-0.0189673338085	0.02592215007	-0.00549841498856	-0.0150366716172	0.0102985481786	-0.0250829694721	0.0486359990645	0.0130940651639	-0.0363207454623	0.0218668379761	-0.0348177280323	0.0119182962748	-0.0223965526069	0.0204333048594	0.0160457903113	-0.00606730069191	0.0148768537872	0.0490362324211	0.000493607318595	-0.0123807579272	-0.0168131960073	0.00841631205989	0.000168428706761	-1.32422299495e-05	-6.82968070209e-09
Face49.143338	-0.208100946056	0.00423553635036	0.157005299292	0.0520483933887	-0.0284574189639	-0.0893495028969	0.00114396480315	-0.0263434028557	0.162812188992	0.057387394377	0.0762358990984	0.00471054069821	-0.127259662792	0.0656576372564	0.000798493141576	-0.045543695601	-0.0120882033164	-0.0372086403527	-0.0531773750388	0.022795414882	0.10473550482	0.0611526010566	0.05545689907	-0.000363733729746	0.00187410886311	-0.075968905728	-0.0608048602692	0.0366158890417	-0.00684385903095	-0.00276812542062	0.00773318954699	-0.0646952772234	-0.0206126881292	0.0118967114547	0.0318704165471	0.00179748878787	-0.00330444417115	0.00498232905134	-0.00613907186785	-0.0101413860369	-0.00159573773888	-0.000709842623994	-0.00687628392137	-0.00935377238657	0.00706536943745	0.00181089499232	0.00110283817646	-0.00189787451637	-6.82968070209e-09
Face14.143311	-0.184094763713	0.0550043302456	-8.85146742059e-05	0.0938837430142	0.0503365274057	0.0626877996419	-0.00208620716705	-0.0335130478562	-0.133175929046	-0.0253553580655	-0.0931725923195	0.0729667665887	0.0618631046621	0.0856312022933	0.0610080824753	-0.0416339587087	-0.0291335146644	-0.00160309399521	-0.0592733071183	-0.0305267144609	-0.0149013475016	0.103504144909	0.0853890007055	-0.0472111936512	0.0789857838334	0.0587778621955	0.0182639604754	-0.0356321792256	0.00500831355757	-0.0325663365566	0.00165643180919	-0.00686099625888	-0.00987230138781	-0.0303662448706	0.0257157271337	-0.00474912298121	0.0215130099348	-0.0110875710309	-0.0102146630211	0.00663869065418	0.0120208180992	-0.0233233790989	0.00366240432362	-0.0181359999499	-0.00439249925297	-0.00440410991105	0.00341590040161	-0.00220643080228	-6.82968070209e-09
Face27.143353	0.299463746316	0.139321687982	0.0532809888266	-0.0470425602392	-0.0124023870089	0.0458065962771	-0.053626186458	0.191522480891	0.0440764656669	0.0653642222191	0.0917769326614	-0.0828328480317	0.116813023771	-0.0505510119124	-0.0506473255827	-0.0209540880487	0.0801142716395	-0.0074902394606	-0.0851045773747	0.0254705644184	-0.0251872633704	0.0775361717338	0.0275920859229	0.0611896884914	0.0479215484973	-0.0213074199681	-0.00394540767115	-0.0268062492354	-0.0375453325528	-0.0222638935856	-0.02817705099	0.02059244359	0.0174790728112	-0.00199481585486	-0.024907415578	0.0218423581614	0.0231621167919	0.0135513023084	-0.0304155606854	-0.0171870288504	-0.00587484421265	0.0132346523739	-0.00906225137493	0.00290831926555	0.00651316328086	-0.00233750967118	0.00309574902056	0.00187720603297	-6.82968070209e-09
Face45.143312	-0.209781109534	0.00762412462911	-0.147786291209	-0.175124319659	-0.0384102741491	0.0221526477778	-0.104683295901	-0.0632829311361	0.00843162484866	-0.135143817473	0.0797411737937	-0.018006916039	0.00695478597056	-0.0569645352753	0.0346669055749	0.0111206249916	-0.0282623182267	0.0319811889623	0.00162977841397	0.0600398242557	0.00761625915206	-0.00045646839131	-0.0181279352656	-0.0618542077156	-0.0101761515075	-0.0669750218123	0.0174320453476	-0.0261962020929	0.0134607296002	-0.0254381393368	0.0004763852764	0.0172625086356	-0.0412438225199	0.0129469979355	0.00427679091129	-8.92088819061e-05	0.0541843132542	0.0201152573107	0.00922908625312	-0.0158114299217	0.00139576124975	-0.0355505095827	-0.0129502301718	-0.0131256128099	-0.000535569235371	-0.00208180324365	-0.0034419848163	0.00583528692331	-6.82968070208e-09
Face23.143337	-0.18381742192	-0.0672306202059	0.032509435071	-0.0214724265302	0.13922116966	0.0191327412417	0.0684738404447	0.0521748691016	-0.0690212883923	-0.0903314502571	0.0353545620742	0.154707603559	0.0845775966016	-0.0287366911959	0.103156221617	0.0039818343851	0.0357658062482	-0.065489859148	-0.0490418058901	0.142424970438	0.033702465571	-0.0256913783744	-0.0415672105847	0.0289684036609	0.000838227019047	-0.00927509394795	0.00360999171245	0.0349294192118	0.0492730118889	0.0459021731062	-0.00529182367445	-0.00425982431688	0.0429332540855	-0.00139195246638	-0.00750545188778	0.00343274293026	-0.00699714988809	0.0103495983065	-0.0141832190234	-0.0196975614141	0.0203091467237	0.00099926288547	-0.0088614580974	0.00529922842055	-0.00215621448532	0.000488159858156	-0.0020774294502	-0.0037483920165	-6.82968070209e-09
Face34.143321	-0.0801896257093	0.128820821803	0.0316199820308	0.142739726125	0.0368884842404	0.0356356734024	-0.126159028636	-0.0799040865397	0.160151282748	-0.0630936240518	-0.0614872312172	-0.0649492855956	-0.024934268919	-0.0145099771834	0.0101100077354	0.016451241645	-0.0640397412601	0.0236168300461	0.0345007746677	-0.058765339928	0.0364810891725	0.0430156695654	0.00424968676886	0.0169872424774	-0.00893599550762	0.00405676021554	0.00780971064553	0.0105333722124	0.0695880933619	0.0342740626665	0.00901676454841	0.0597756086312	0.0235166133134	-0.00419136106182	-0.0607023756477	0.00983203743668	0.0147071121058	0.0232846249817	-0.013155903037	0.0191855639687	0.00244289115612	-0.00227796183564	-0.0139262807182	-0.00532680086671	0.0138605243546	-0.00446244180127	-0.000109977866391	-0.00476467862305	-6.82968070209e-09
Face7.143339	-0.00326851442522	-0.172310285671	-0.0248142575336	-0.00322717310763	0.0252561932503	0.033900488831	-0.0903914023597	0.0376090812716	-0.073573877713	0.0567858243551	-0.0726991535259	-0.0884765339756	-0.069830805727	-0.0272012331004	0.047361091942	-0.025199371321	0.0342538848629	-0.0605398526105	-0.0177102442299	0.0585394134955	0.0128349009445	-0.00863341981916	0.0337351926953	-0.00736266061135	-0.0389617161518	0.0406114244382	0.00325596587057	-0.0153250600373	-0.0519160950306	0.0327107378509	0.0163956875753	0.00544696814956	-0.055353407357	-0.0141497655926	-0.0245389686706	-0.00555913507972	0.0269508283033	0.021962597922	-0.00139428016543	0.0037818418022	0.0137604873637	0.00125622490185	0.032402969858	0.0100458547006	0.0223278987376	0.0200452634154	-0.00477370257633	-0.00257750230683	-6.82968070209e-09
Face24.143324	0.0165276116989	-0.14796431054	-0.0579067238603	0.00774352002926	0.0562341160719	0.0162394378786	-0.151599629611	0.0312894053187	0.0745867123477	0.12099118121	0.0574018185351	-0.0646749674269	-0.024711364427	0.0904638447787	0.108320386037	-0.0154943696336	-0.00492223497998	0.0182180854537	-0.0395311958669	0.00577908684076	0.0221447194313	-0.0317716545695	0.0527809670289	0.0125320739592	0.0273354660628	0.0294545177904	0.0416488705248	-0.0208042918449	0.0256043949127	0.0369836449896	0.0286962852589	0.0140568066627	0.030240120813	-0.00490595481587	0.0255530065883	-0.00746642431087	-0.0164075792974	0.0194024928243	0.0339940553811	-0.00965642243486	-0.00659850839064	0.000474720895679	0.0101958230034	0.0265831772156	-0.0139305963472	-0.0172253233395	-0.00276931958911	0.00413760636571	-6.82968070209e-09
