pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94
Stillton4R2	0.127371326228	0.253974542963	-0.0281145865078	-0.021300808933	0.00661133779101	-0.038008333212	0.0728341474901	-0.0192633848533	0.0921469825283	-0.0251796408586	-0.0288320821409	0.000408196121366	-0.0457951648158	0.0401791690312	-0.00408441081354	0.044743345965	-0.045874892988	0.0573652216803	-0.07086576549	0.000510556984605	0.0403350580313	-0.0419456733141	0.0179597736251	-0.017688969465	-0.0067070569514	-0.0344473915876	0.0644236671518	0.0134753827544	-0.0283193016725	-0.00542939901597	0.0267832960802	0.0242233780238	-0.00932513011963	-0.0384457850306	-0.0189374461499	0.026808112402	0.00361477762658	-0.00126656401328	-0.0125832841462	-0.00685511861281	-0.01526165341	-0.0559165476113	0.0397120123254	0.0134586495402	0.0118099546959	-0.033772361279	-0.0059448377344	-0.0149142078964	-0.01418300795	-0.0179026078099	0.0215380698329	0.00476279962509	0.0387366596498	0.0132987053967	-0.0219177352213	-0.00945780018662	-0.0102492165783	-0.0178295831364	0.0383331349846	0.0118850093495	0.00629442432655	0.00998277226461	0.000646053732625	0.0380909409587	-0.0294572393567	-0.0458500971672	-0.00361307708044	-0.0151391388447	0.0382458924802	0.0224712156386	0.0547632012407	0.00258558141829	-0.0343472082658	-0.0463974311745	0.0294902130848	0.00137848132346	0.00586800716889	0.00283653674293	0.0422181729658	-0.0168120312226	-0.0267651689356	-0.0177790338099	0.0185649717151	0.013887569163	0.0140257218021	0.0467103353903	-0.0339893556509	0.0258071266188	-0.0309205976799	-0.0224653770599	0.0245025401214	-0.0104871904258	0.0134255409559	5.39642489839e-09
Stillton4R3	0.113002825941	0.273230825323	0.0199507588919	0.016468297502	-0.0387821105182	-0.0317712166183	0.069064670609	-0.0571013123356	0.117307350247	-0.0617796113455	0.0136484760357	-0.0196305954004	-0.056416611565	0.0361867445079	-0.0277415331285	0.0385479524557	-0.000131415113708	0.0380984506437	-0.0710930388378	-0.00475354809267	0.0377226241405	-0.0339603779596	-0.0212889908897	0.0242885304945	-0.0409465057412	-0.0126972687374	0.0477935815164	-0.0308943696211	0.0403354210044	0.0234471250432	-0.0701944879096	-0.0132350144577	0.00187575623442	0.0343473269106	0.0343623812058	0.027093231942	0.0376723360028	-0.0262153348018	-0.00731475407176	-0.0430824426995	-0.00494113040498	0.0296617883952	0.0280148667519	0.0135366896992	-0.106135611463	0.000814562301283	-0.0141678415756	-0.0140280134962	0.0217534641946	0.00138411064411	-0.00223448838215	0.0108366822165	-0.0422819581206	-0.0291701533378	0.0146065593192	0.0160280040254	-0.00330268476967	-0.0231878035601	0.00786570287094	-0.0341259457671	-0.0140785746399	0.00534658901879	-0.0041687658809	-0.0348369850683	0.0142670861777	0.00690027132843	-0.0049074554126	-0.044647498664	0.00329148542744	-0.00797625196604	-0.023775857048	-0.0277223061728	0.0359788849824	0.0353157000373	-0.0218340076256	-0.00788646860493	-0.016835659434	0.0171764442071	-0.0300300466224	0.0267881624156	0.00841164495594	0.00759027154875	0.0181635413711	-0.0221406495228	0.0116352932148	-0.00318110196233	0.00935411691634	-0.0327370640038	0.0178922709672	-0.0305766016995	-0.00965200797901	-0.00544066953453	0.0120538910097	5.39642489839e-09
Stillton4R1	0.11999760068	0.275563348496	-0.00904098025877	0.00385634686026	-0.0405396213442	-0.0446725711314	0.056289422893	-0.0619323826041	0.113925256363	-0.0540171472266	0.0201826764965	-0.0176368387039	-0.0456606106666	-0.0340600554246	-0.0022317073091	0.0237574040415	-0.0573448955716	0.00164271463519	-0.0327800041031	0.0330357364477	0.00503586487841	0.0286794371727	-0.036494424212	0.0183223544831	0.034251217197	-0.0128386585988	-0.0228628608322	0.0230120929562	0.0558167021532	0.00425455890527	-0.0531665942965	-0.0493064701649	-0.0399623485656	-0.0545949013453	-0.00895037447201	-0.038651779613	0.0151116475864	-0.0254893727546	-0.00019462111839	-0.0428183566887	-0.0171768044013	-0.0349124932719	-0.00334754713665	-0.0172351931124	0.0801688506387	0.0342143710944	0.0310461729498	-0.0259647416948	-0.0182255857057	0.0420472693114	-0.0290321822218	0.0248745769968	-0.0163959363783	0.043368176022	-0.0328956395157	-0.000202157855235	0.00418072367293	0.0184051834848	-0.0556166475161	0.0382104763896	-0.0143173429056	-0.00928123059512	0.00110504222742	-0.0160381069427	-0.0145635661468	0.00874785068066	-0.0176602692886	0.0427843520113	-0.0101322169276	-0.0182234075429	-0.0196586435569	-0.00706382171266	-0.0319036550187	0.00261285688565	0.0192401669638	0.0250953500983	0.0297003081815	-0.0274690715088	-0.018322923473	-0.0281917424876	-0.000420471353469	0.0335249816564	-0.0211563178573	0.010031964641	0.000991513127203	-0.0339586475935	0.0232183542418	-0.0096917999355	-0.0147315630008	0.0217876375259	-0.00916495243234	0.00555088225595	-0.00951035319203	5.39642489839e-09
HCanyon3R3	0.0195801739089	-0.0969964731663	-0.100904952261	0.0506592809235	0.117966209644	-0.0243663222358	-0.0734785895021	-0.0425929433508	0.0506833727815	-0.0318745457897	0.0295054187895	0.0458842534333	0.0275186679146	-0.0134090410867	-0.0104459138181	0.0511579901443	0.0652363831473	0.0168091806489	-0.0389897402619	0.0117936044667	-0.00948897202116	-0.00623648205591	-0.0227920866643	-0.0317168977856	-0.0461350325378	-0.0316285795152	-0.0709965120275	0.00957431184532	0.0128516157374	0.00513150559959	-0.0207680585077	0.00594834509424	-0.0231379492126	-0.00696061371552	-0.00486445618157	0.0102823630819	0.00271954356484	0.0457587774326	-0.0179831023627	0.00180094301504	-0.00308163869352	-0.0219328868123	-0.00321905160822	0.0136947941637	-0.00906595356471	0.0278649929766	0.00771702931804	-0.0298475369321	0.00803364620937	-0.0089238712145	-0.00916371305787	0.0349269503204	0.0127665087345	-0.0129465155449	-0.0191147668916	0.031235898763	-0.0215824962867	-0.0126205052498	-0.00767331659335	0.0388341557113	-0.0299818289959	0.000137487793564	0.0248743707341	0.0307359800118	0.0238802482781	0.0265753835224	0.0203245580204	0.019121058824	-0.023089339631	0.0461765330484	0.0355080828777	-0.0263714878811	0.0159869908866	-0.0164647428636	0.0446373744307	0.0101105668326	-0.07270759659	-0.00395224954126	0.0233031212049	0.0136195438087	0.0439715056083	-0.0600832318657	-0.0312271566483	-0.0336130971371	-0.0105238855764	-0.0167383105594	0.0322870877383	0.00705451103756	-0.00333817794269	-0.0228495873542	0.0048408047119	0.0317584409457	-0.0147179185405	5.39642489839e-09
HCanyon3R2	0.0264153467641	-0.0906615220001	-0.0996616989678	0.0235679826052	0.118040446287	-0.0169722961899	-0.0828117996815	-0.0274497430736	0.0530276325546	-0.0379055010174	0.0279183837963	0.0304603916413	0.0415435411527	0.00876686442438	-0.0156025704125	0.0110474094138	0.0312223690051	-0.00893868718102	-0.0639874352955	0.0419113723269	-0.0234054085404	-0.0229695260731	-0.0129392136438	0.0471771420757	-0.0124983456953	-0.00839245801179	-0.0406984607966	0.000622398032763	-0.0684528500767	0.0107663504416	0.0215976051477	-0.0139511719762	0.00409746042672	0.00903784101137	0.00481875116821	0.03558741637	-0.0498957459583	-0.00738848057558	-0.00717230766907	0.00558212187895	0.00268866114766	0.00213109578949	0.0253685247069	0.00806995713053	-0.00953097574616	0.0274720299848	-0.0264355819574	-0.00493352987421	0.00827596698217	0.02032597384	0.00122588490013	-0.0151906174609	-0.00371344318659	0.00433970818017	-0.023782950354	-0.0411418510373	-0.0234900929064	0.0356662087614	0.0209328558658	0.0199171828972	0.0418903966485	0.00713659298995	0.0449974477881	-0.046525497155	0.0363930196016	-0.0674527149984	0.00866093093474	-0.00470216168929	-0.0150550824074	-0.0480915686331	-0.0129766487589	-0.000860179323779	-0.00570706484777	0.0102662489637	0.0191989069594	0.0078734392336	0.00468328758564	0.0276496635792	-0.00245048500774	0.00430253878735	0.00100239184624	0.0754889573866	0.0250110537675	0.000656811565244	-0.0464692611934	-0.0112090637357	-0.0531231629438	0.00898553845462	-0.0103397781336	-0.00178910658966	-0.00454311779079	0.0402238472026	-0.00399500413346	5.39642489839e-09
HCanyon3R1	0.00922512934289	-0.0839281804956	-0.0982065417243	0.030355677139	0.0961786537847	-0.0415420139335	-0.102245633068	-0.0354577908448	0.0370082369831	-0.0677341787247	0.0210946082002	0.0743691588932	0.0399771504228	-0.0290251598966	-0.0096793483255	0.0625690692799	0.00964509210098	-0.00589144523319	0.0051434164882	-0.0294500460796	-0.0412137738739	-0.0230937907964	0.00472347725953	0.0245574377883	-0.0265729282857	-0.0214464109547	-0.0570067894808	0.0158986135431	-0.00388660321351	0.0567087929593	-0.00794302697313	0.023485388603	-0.00526537967757	-0.0258988856887	-0.0439920394806	0.0421805363188	-0.00512336205671	0.0298633837315	0.0215208112985	-0.00917265405709	-0.0184488525443	0.0204701512947	-0.0608207053787	0.0297175892977	-0.0405344639779	0.0255546078245	-0.00425152689311	-0.0256589772976	0.0120988031662	-0.00076938957479	0.00317578389006	0.00137160807452	0.00168569146742	0.0240021708994	0.00444975445954	0.03599544192	0.0156456862128	-0.0445118816177	-0.0374451066867	0.0186271247914	0.00100489282357	0.00732461266074	-0.0161010776263	0.00286636295991	-0.0291255397345	-0.0067743317751	-0.0246296595199	-0.00328169398053	0.0435382324888	-0.00182743408806	0.00350445482139	0.0290656931742	0.0201638022698	-0.0141783759531	-0.0558678978616	0.00538235015268	0.0465289113736	0.0370474463625	0.0144589557476	-0.00178251058945	-0.0681936994271	-0.00764244168288	0.0193498034486	0.0201126416037	0.0233811635283	0.00568769894649	0.0197286014262	-0.0149381350524	0.00489782759768	0.0404665003369	-0.0048473592705	-0.0332601535195	-0.0128131277403	5.39642489839e-09
Halls9R2	0.10225902602	-0.118084802626	0.0294451483912	-0.0496396784177	0.0365493780554	0.00235512287807	0.0191391589242	0.0577688338891	0.00245027958847	-0.0984189406066	-0.0550052810557	-0.0119764830267	-0.015617707947	-0.0980241190672	0.0387961284313	0.0240940255966	-0.0419595320318	0.0118732791615	0.000221585753188	-0.000654237770216	-0.0458009939872	0.0227100345881	-0.0404515813314	-0.0369954598694	-0.0276726063736	0.0681634212313	0.00969095715246	0.00772231494583	0.0278454454475	-0.0217359933036	0.0355516889129	-0.0587450535527	-0.0114760678327	-0.00740783107513	-0.0221804646943	0.0312523405734	0.0329427122707	-0.0243785149895	-0.024302050087	0.0155704427347	0.00748952893882	-0.0322283466264	-0.0446858682493	-0.0457599912426	-0.00653750578518	-0.0138230980922	-0.00146780197414	0.0213873871129	-0.00216492994381	-0.0485384810012	0.00762397949135	0.00606844957421	0.0220462765844	0.000401736754143	-0.00866564829314	0.0077083198241	-0.0099820729505	-0.0268994794322	0.0247578658858	0.00545894233946	-0.0350604921714	0.0305386925087	-0.0227094046607	-0.0122626558956	0.00495649223042	0.00409756515244	0.00874668109595	0.00648217952416	0.0444836189017	0.00135271831742	-0.0349106404903	-0.037324172746	-0.00638809873041	0.00282440473037	-0.0652552494	0.037942861409	0.0389080001971	-0.0045391022793	-0.011841731375	0.0518994835852	0.0119388658338	-0.0131571762705	-0.0187658513453	-0.009376308202	-0.0182806633731	0.00306861933618	-0.0340759717109	0.0169797771388	-0.0230511329088	-0.0195083127102	0.00465966406506	0.0514074944873	-0.00717747676252	5.39642489839e-09
HCanyon2R2	0.0613290431313	-0.0532017050759	-0.0461733258103	-0.0173932692284	0.0786256396716	-0.0224934982485	-0.0598635087864	-0.0726750666703	0.0438510178618	-0.0270470477091	0.00747266718296	0.0455365960426	0.0364778871784	-0.0717911667136	0.0222032786978	0.0371404347835	-0.037674067585	-0.0853869119508	-0.000994272862964	-0.00319358257574	0.0433979285386	-0.0243486501952	-0.0407624876727	-0.00581569965234	-0.0338287159373	-0.0138577120853	0.0558745249729	0.0643563647984	-0.0119389531354	-0.0137896407217	-0.0113387928395	0.0688236503309	0.0264539499164	0.00152040599083	0.0621059990709	-0.0763371312412	0.00791346077792	0.0246446921319	-0.0143292802165	-0.0404455626984	-0.00438786702491	0.0493720091858	0.0236390531779	-0.0484690418	0.030544830015	-0.0309866827156	-0.0112927656905	0.075346211178	0.0165219697524	-0.0161881097189	0.00774997071047	0.011188774573	0.0146366928536	0.00122762772115	0.00972959939877	0.00883305045694	0.0120675390575	0.0280366245198	0.00261900605865	-0.0612775930494	0.0169400253149	-0.0469253757349	-0.0213384694997	0.0265880394212	0.00475547636726	0.010988671698	0.0178202728272	0.00424300152648	-0.00784496436101	-0.00575493738025	0.0548450540162	-0.022377755581	-0.0121975287729	-0.0231191920509	-0.0289558815634	0.0369276395871	-0.00890925274891	0.00494065860211	-0.0319535460511	-0.00525224933908	-0.0243194924101	0.0132202420052	-0.000607595705651	-0.0329938857059	-0.00256925373735	-0.0141389378907	-0.0039622148433	-0.0026249811625	-0.00393005109732	0.0167689192959	-0.00456875348462	0.00647756611087	0.0192551552448	5.39642489839e-09
HCanyon2R3	0.0606161877822	-0.079439880361	-0.088511656363	-0.0598160583084	0.0917100791954	-0.00442127851189	-0.0664162309412	0.0147736134684	0.0467244063818	-0.0257650979492	0.0255038973275	0.0354733698975	0.0180669835082	-0.0145020169124	0.00824503928938	0.0527188493519	0.0206727095185	-0.0159433975414	0.000327552198854	0.0025188497575	0.0228068043558	0.0390160680164	0.0328127237405	-0.0501804701241	-0.002935617372	-0.0175830276481	0.0191876687714	-0.0183612815059	-0.00814199801311	-0.0356821910742	0.0308941263813	0.0079311211933	-0.0348911756664	0.0229761288142	-0.0157430367102	-0.00376403069009	-0.0210465986272	-0.00930301553663	-0.0567258525525	0.00298564629469	0.00880999002414	-0.0306269741844	0.0428508132832	0.0409393591314	0.0248217706327	0.0184444642259	0.0097151565252	0.00514388352028	-0.018978806841	0.0419351139627	0.00764128976573	-0.0363660933225	-0.0595881074938	0.0283543140052	0.0386781511234	-0.0131398949682	-0.0112072074043	0.0532138906736	-0.00233710759426	-0.0460837350835	-0.0608965152669	0.000974093657809	0.00109821307531	-0.00407918156058	-0.0431235124282	0.0774436214158	-0.0296514717146	-0.0234000351855	-0.00886813633265	-0.0168052483635	-0.0248976459223	0.0324202971579	0.0346704151783	-0.016732840512	-0.00206292625961	-0.04178479157	0.00689837260987	-0.00172899211284	0.000812284442642	0.0205831971571	0.0215125124403	0.000533130535508	-0.00619668243239	0.0234156921827	0.0442940084353	0.00906973788244	-0.028114564755	-0.00501104305168	-0.0465847937129	-0.00370359038428	-0.00998969163901	0.0069012211564	0.0204618663879	5.39642489839e-09
HCanyon2R1	0.0577982902393	-0.12389589464	-0.0777902687711	-0.0240002275223	0.0749501082914	-0.0272482726354	-0.0639238302209	0.00168376981875	0.0318927994453	-0.017673932333	0.0557330114777	0.0703288062854	0.0458004948834	-0.0657491829672	-0.0127224336447	0.0491966022753	-0.0108249601103	-0.0381991356697	-0.011142335588	-0.00948591847092	0.00341421257572	0.0239682450486	-0.000627296810353	0.0139130675637	0.0117646179432	0.00591623840031	0.0321527005349	0.0170222443926	0.0587095171808	-0.0395026490061	0.0574091677829	-0.0227292661443	-0.0450716327034	0.04058189417	-0.032308729186	-0.018435845646	0.026782287701	0.00273148305616	0.0184218873622	-0.0082376295237	-0.025475920543	0.0242662100903	0.0178152196472	-0.00386255099107	-0.00150562302469	-0.00603716929994	0.00759133338963	-0.0318702905973	0.00138855822758	0.00201453299346	0.0100505609567	-0.0321394077098	0.0266880304195	-0.0107032290984	0.0253959561411	-0.0235482549127	-0.020027907368	-0.0343437723784	0.0254749945006	-0.0256402727119	0.00603270575018	-0.0155825427523	-0.0130932881974	-0.0126908802412	-0.0221606432959	-0.0358724883386	0.027888517888	0.0122677829399	0.0286564546784	-0.0170698893128	-0.0440825178436	0.000356755610608	-0.0570555494566	0.03068288206	0.039395331313	-0.00769054977652	0.000976469613351	-0.0534156268958	0.0100667871904	-0.011817567979	0.0378572927525	0.000588515348446	0.0121515368286	0.00924761840471	0.0157587350574	0.0119707489228	0.0165823726027	-0.00776326113097	0.0741575741278	-0.0200661425403	0.0321078239768	-0.0324328211363	0.000173328525781	5.39642489839e-09
