NUMERICSAM	EASTING	NORTHING	ALT	NAG	CBH	AG	BG	BXYL	PHOS	SOIL_H2O	TOTALPLN	TOTALDI	TOTALMON	SLOPE	ASPECT	CURVATURE	HILLSHADE	MeanSnowDe	TDN	MN	DOC	SAND	CLAY	SILT	DOC_N	MBC_N	MBCfuzzed	pH	AcidoGp1	AcidoGp3	AcidoGp4	AcidoGp7	Acidos	ActinAmyc	ActinRubro	Actinos	AProteoRhi	AProteoRho	Aproteo	BProteoBur	Bproteo	Dproteo	Proteo	Unclass	Cyanobacte	Nitrospira	ActinoOt	BacSphCren	BacSphFlex	BacOt	Bacteros	Gemmats	AProteOt	Gproteo	ProteOt	Porder	NChloroflexi	Nchloroplast	NOD1	NG7	NG8	NG12Delta	NG12T1034	NG13c	NG5	NG9	NBacSpheCren	 NGp16	NChloroGs	NCyanobacteria	NActinRubro	NAProtRhizo	NG6	NCyanobacteria	NAcidoGp3	NAcidoGp1	NG12	NAProtRhodo	NBacSphFlex_Cren	Niastella	G25	G15	G10
594	445217	4433739	3831.755615	3.732277592	8.766154832	0.739889796	19.91966567	1.124994446	35.612687	1.01010101	29	1	28	20.6733	125.282	-0.150635	105	56.2458	4.033276631	3.513995589	29.06927177	79	14	7	7.207358787	15.70026348	29.918	3.98	1.807228916	6.626506024	8.43373494	0.301204819	17.1686747	7.831325301	3.614457831	11.74698795	0.903614458	10.54216867	12.95180723	1.807228916	1.807228916	0.301204819	39.45783133	20.48192771	0	0	0.301204819	0.903614458	1.506024096	5.722891566	8.13253012	1.204819277	1.506024096	0	24.39759036	54	0	0	0	0.301204819	0.602409639	2.409638554	4.819277109	0.602409639	0.602409639	1.506024096	6.024096386	3.915662651	0.602409639	0	3.614457831	0.903614458	6.927710843	0	6.626506024	1.807228916	7.228915663	16.56626506	1.807228916	0.903614458	1.030927835	0	3.092783505
595	445250	4433767	3826.134521	2.489527309	3.72022744	0.525152632	7.983562988	0.55532334	19.54785025	3.092783505	21	2	19	19.562	129.12	-0.573975	109	68.3429	4.836686726	1.223437935	35.25107296	87	10	3	7.288268799	36.74394688	19.181	4.06	1.449275362	1.449275362	0	1.449275362	4.347826087	13.04347826	2.898550725	18.84057971	0	17.39130435	20.28985507	0	0	0	53.62318841	13.04347826	0	0	2.898550725	0	0	7.246376812	7.246376812	0	2.898550725	0	33.33333333	55	0	0	0	0	0	2.898550725	5.797101449	0	0	4.347826087	2.898550725	4.347826087	0	0	2.898550725	0	13.04347826	0	1.449275362	1.449275362	8.695652174	20.28985507	0	0	0	0.819672131	1.639344262
597	445355	4433813	3813.303467	1.684617185	7.121154041	1.091334898	15.52900989	0.931612375	20.23472521	0	10	5	5	28.4051	151.248	0.0568848	76	65	4.361405878	3.497996517	32.68889874	86	10	3	7.495037071	32.8276127	89.831	4.58	7.291666667	3.125	10.41666667	0	20.83333333	6.25	5.208333333	12.5	2.083333333	13.54166667	18.75	5.208333333	6.25	0	35.41666667	13.54166667	1.041666667	0	1.041666667	4.166666667	4.166666667	5.208333333	13.54166667	1.041666667	3.125	0	10.41666667	56	0	1.041666667	1.041666667	0	2.083333333	1.041666667	2.083333333	1.041666667	0	1.041666667	6.25	0	1.041666667	0	5.208333333	2.083333333	2.083333333	1.041666667	3.125	7.291666667	3.125	17.70833333	5.208333333	1.041666667	2.272727273	1.515151515	0
598	445411	4433835	3814.261475	27.99444987	49.68464363	9.648158457	105.1195702	19.75395508	91.3374559	3.092783505	114	91	23	34.1181	160.63	0.289551	58	65	12.82849904	3.956440418	74.21989459	86	10	3	5.785547814	55.35315205	141.682	5.04	0.552486188	0.828729282	11.32596685	0.276243094	15.74585635	6.35359116	3.314917127	11.32596685	4.696132597	2.209944751	11.04972376	6.629834254	9.944751381	1.657458564	28.17679558	15.46961326	0.552486188	0.276243094	1.657458564	6.629834254	6.906077348	12.98342541	26.51933702	2.762430939	4.143646409	0.276243094	5.248618785	57	0.276243094	0	0.276243094	0	0.552486188	0	0	0.552486188	0	0.828729282	8.287292818	0.828729282	0.828729282	0.552486188	3.314917127	4.696132597	0	0.552486188	0.828729282	0.552486188	0	2.762430939	8.563535912	1.933701657	2.139037433	1.069518717	0
691	445494	4433834	3789.535889	5.619174639	11.10382518	1.12994828	36.68356103	6.623187291	84.29405093	11.11111111	32	16	16	40.1329	166.369	-0.0302734	38	149.521	9.003831849	8.501742562	57.9769575	37	24	39	6.43914263	26.69414849	199.169	4.65	9.004739336	4.265402844	2.369668246	3.317535545	23.22274882	0.473933649	0.947867299	1.421800948	2.369668246	0.473933649	4.265402844	3.791469194	4.739336493	3.317535545	32.7014218	26.54028436	1.421800948	0	0	3.791469194	2.369668246	6.63507109	12.79620853	2.843601896	1.421800948	0.473933649	19.90521327	58	0.473933649	0.947867299	3.317535545	0.473933649	0.473933649	0	4.739336493	0.947867299	6.161137441	0.473933649	8.530805687	2.843601896	1.421800948	0.473933649	0.947867299	2.843601896	3.317535545	1.421800948	4.265402844	9.004739336	4.739336493	0.947867299	5.213270142	1.421800948	1.169590643	1.169590643	1.754385965
692	445443	4433819	3794.167969	2.463040616	8.842618204	1.112302732	24.77063158	2.942243309	71.99087962	12.35955056	94	68	26	35.9235	159.761	0.447266	49	149.44	15.82043779	5.231483133	97.94487281	59	20	21	6.191034287	43.2107958	197.967	4.4	7.079646018	4.778761062	4.247787611	3.008849558	21.23893805	0.707964602	1.769911504	3.89380531	3.185840708	0.884955752	7.256637168	3.539823009	4.424778761	1.415929204	31.15044248	26.19469027	1.415929204	0	1.415929204	1.946902655	1.769911504	8.849557522	12.56637168	3.362831858	3.185840708	0.353982301	17.69911504	59	0.353982301	0.353982301	2.477876106	1.238938053	0.353982301	2.831858407	5.309734513	0.884955752	3.008849558	0.530973451	5.132743363	3.716814159	1.238938053	2.654867257	1.769911504	3.185840708	4.955752212	3.008849558	4.778761062	7.079646018	8.14159292	1.769911504	2.831858407	0.884955752	0.465116279	0.465116279	0.930232558
695	445276	4433729	3812.261963	36.74331956	64.41593533	16.02014521	122.4285849	15.54013038	118.9358991	12.35955056	72	51	21	20.4775	122.509	0.0583496	107	72.4137	13.18288831	23.60814024	92.88461956	63	14	23	7.045847415	8.78938725	179.411	4.42	6.046511628	4.186046512	6.976744186	1.860465116	23.25581395	3.720930233	1.395348837	6.511627907	0.930232558	1.395348837	4.186046512	4.186046512	4.651162791	1.395348837	25.58139535	20	0.465116279	0	1.395348837	3.720930233	2.325581395	9.76744186	15.81395349	2.790697674	1.860465116	0.465116279	14.88372093	61	0	0	0.930232558	1.395348837	0.465116279	2.325581395	7.441860465	0	0.465116279	0	5.581395349	1.395348837	0	0.465116279	1.395348837	0.930232558	0	0.465116279	4.186046512	6.046511628	9.76744186	3.720930233	5.581395349	1.860465116	0.769230769	0	3.076923077
791	445224	4433582	3792.47998	23.2324262	34.82286144	3.934551378	68.31590404	6.158452789	63.48813417	7.52688172	21	5	16	12.6589	120.448	-1.95288	137	311.365	8.337230387	2.295102154	32.30046255	55	22	23	3.874243729	12.79831053	29.373	4.08	4.287045666	5.591798695	0.093196645	0.745573159	10.90400746	5.49860205	0.838769804	6.896551724	4.566635601	2.050326188	11.46318733	5.964585275	8.387698043	1.584342964	34.38956198	13.42031687	0.279589935	0	0.55917987	2.889095993	1.677539609	17.4277726	21.9944082	9.599254427	4.846225536	5.964585275	6.989748369	62	0.37278658	0.279589935	2.236719478	0.18639329	0.18639329	0	1.211556384	0	0	1.118359739	6.05778192	1.863932898	0.37278658	0	0.838769804	4.753028891	0.093196645	0.279589935	5.591798695	4.287045666	1.211556384	2.609506058	3.448275862	0.55917987	0	1.6	0
796	445506	4433768	3750.332275	3.64391443	7.952821348	1.717454965	24.62141764	3.036244031	57.60341749	11.11111111	0	0	0	25.6271	161.317	-0.51123	92	197.29	7.391775923	6.503135605	66.6250164	83	10	7	9.013397741	23.62282457	125.845	4.49	15.09433962	7.547169811	0	0	26.41509434	5.660377358	0	7.547169811	0	3.773584906	9.433962264	0	0	3.773584906	30.18867925	24.52830189	0	0	1.886792453	0	1.886792453	3.773584906	5.660377358	5.660377358	5.660377358	0	16.98113208	74	0	0	0	0	0	0	13.20754717	1.886792453	0	1.886792453	0	3.773584906	1.886792453	0	0	1.886792453	1.886792453	0	7.547169811	15.09433962	13.20754717	3.773584906	1.886792453	1.886792453	0.980392157	3.921568627	0
797	445585	4433755	3739.827148	2.740574465	4.357706702	0.238340669	13.31004699	0.505131749	27.13032051	1.01010101	21	8	13	22.6089	170.439	-0.163086	109	160.336	2.262626263	0.848484848	19.64223875	70	8	21	8.681168018	68.60675268	32.959	4.44	5.685618729	13.04347826	0	0.668896321	20.06688963	4.347826087	3.344481605	8.695652174	2.341137124	12.37458194	20.06688963	2.675585284	3.010033445	1.003344482	44.48160535	13.71237458	0	0	1.003344482	0	1.337792642	5.685618729	7.023411371	5.351170569	5.351170569	0	20.40133779	75	0.668896321	0	0.334448161	1.337792642	1.003344482	1.003344482	3.344481605	0	0	2.341137124	5.016722408	1.672240803	0.668896321	0	3.344481605	2.341137124	7.357859532	0	13.37792642	5.685618729	4.347826087	19.06354515	1.003344482	1.003344482	0	1.149425287	0.574712644
891	446847	4434413	3758.724365	53.18818192	46.67241486	4.487193684	109.3697209	35.47401002	102.3568822	5.263157895	68	45	23	19.4854	137.41	0.782471	109	115.302	34.01707188	14.94060073	255.1466781	64	14	22	7.500547931	30.46243859	269.338	4.57	14.38848921	7.913669065	2.877697842	1.438848921	28.05755396	8.633093525	4.316546763	15.10791367	5.755395683	0.71942446	7.194244604	7.194244604	7.194244604	0	25.17985612	17.26618705	0	0	2.158273381	0.71942446	5.035971223	5.755395683	11.51079137	0.71942446	0.71942446	1.438848921	9.352517986	76	0.71942446	0	0	0.71942446	0	1.438848921	2.877697842	0	2.158273381	0.71942446	0.71942446	1.438848921	0.71942446	0	4.316546763	5.755395683	6.474820144	0	7.913669065	14.38848921	4.316546763	0.71942446	2.158273381	1.438848921	2.083333333	1.041666667	1.041666667
893	446754	4434370	3769.222656	4.679254677	14.48872095	1.777104343	60.81175283	6.738968431	65.64492979	47.05882353	113	77	36	35.0461	147.521	-2.99048	46	169.397	9.114925592	3.888362619	60.36931604	74	14	12	6.623127686	54.51589991	62.713	4.6	0	6.849315068	4.109589041	0	10.95890411	6.849315068	1.369863014	9.589041096	1.369863014	2.739726027	9.589041096	6.849315068	6.849315068	0	41.09589041	16.43835616	0	0	1.369863014	0	5.479452055	8.219178082	13.69863014	6.849315068	5.479452055	0	24.65753425	77	0	0	0	1.369863014	1.369863014	2.739726027	1.369863014	0	10.95890411	1.369863014	2.739726027	0	0	0	1.369863014	1.369863014	4.109589041	0	6.849315068	0	4.109589041	5.479452055	2.739726027	2.739726027	0	0	0
894	446666	4434351	3784.71167	0	1.437902544	0.00364449	1.730199992	0.358422778	3.488145067	1.01010101	16	12	4	26.8932	176.95	3.92017	100	169.23	5.090909091	1.358585859	29.33847936	65	15	20	5.762915589	207.003265	102.949	4.7	1.265822785	5.063291139	6.329113924	1.265822785	16.4556962	3.797468354	3.797468354	7.594936709	0	5.063291139	5.063291139	0	0	1.265822785	24.05063291	20.25316456	1.265822785	0	0	1.265822785	13.92405063	7.594936709	22.78481013	3.797468354	0	1.265822785	16.4556962	78	0	1.265822785	0	1.265822785	1.265822785	2.53164557	3.797468354	0	1.265822785	0	7.594936709	3.797468354	0	1.265822785	3.797468354	0	0	2.53164557	5.063291139	1.265822785	6.329113924	10.12658228	11.39240506	10.12658228	2.631578947	3.947368421	0
896	446558	4434331	3798.581787	14.06012663	16.10928237	3.391603693	55.61489517	3.963871256	55.98065616	5.263157895	3	3	0	35.1248	150.055	0.733887	47	186.165	6.479396084	9.354115241	52.70158527	54	13	33	8.133718727	52.37043408	304.09	5.43	3.125	1.041666667	7.291666667	5.208333333	16.66666667	3.125	0	6.25	0	1.041666667	5.208333333	9.375	9.375	0	26.04166667	20.83333333	7.291666667	0	3.125	1.041666667	2.083333333	5.208333333	8.333333333	10.41666667	4.166666667	3.125	8.333333333	79	3.125	0	0	0	2.083333333	2.083333333	0	2.083333333	0	0	2.083333333	3.125	5.208333333	7.291666667	0	1.041666667	0	7.291666667	1.041666667	3.125	2.083333333	2.083333333	2.083333333	1.041666667	2.325581395	0	0
898	446442	4434291	3811.16333	7.278169455	15.57431078	2.096408086	76.83894702	8.166004566	79.35536532	3.092783505	92	64	28	37.2181	149.368	-0.30249	37	196.654	8.577386068	2.965660049	79.60615002	64	13	23	9.280933537	112.256432	150.956	5.29	0	1.333333333	20	2.666666667	26.66666667	6.666666667	0	10.66666667	5.333333333	0	10.66666667	9.333333333	9.333333333	1.333333333	28	13.33333333	4	0	4	5.333333333	1.333333333	8	14.66666667	1.333333333	5.333333333	1.333333333	5.333333333	80	1.333333333	1.333333333	1.333333333	0	1.333333333	0	0	1.333333333	0	0	5.333333333	0	2.666666667	4	0	5.333333333	0	5.333333333	1.333333333	0	0	0	5.333333333	0	0	3.305785124	0
991	446449	4434260	3794.465088	2.280395529	6.388531729	1.125655737	27.6183557	2.492843753	32.1387018	2.040816327	55	14	41	35.2856	142.908	1.99194	44	190.603	6.823563066	2.722266989	38.48846432	72	13	15	5.640522986	9.536497263	0.451	4.76	2.352941176	1.176470588	3.529411765	1.176470588	10.58823529	2.352941176	2.352941176	4.705882353	0	5.882352941	10.58823529	1.176470588	3.529411765	1.176470588	32.94117647	21.17647059	10.58823529	0	0	2.352941176	8.235294118	3.529411765	14.11764706	2.352941176	4.705882353	7.058823529	10.58823529	81	1.176470588	1.176470588	1.176470588	2.352941176	1.176470588	0	2.352941176	2.352941176	1.176470588	1.176470588	3.529411765	1.176470588	3.529411765	9.411764706	2.352941176	0	0	10.58823529	1.176470588	2.352941176	2.352941176	5.882352941	5.882352941	3.529411765	0	0.649350649	0
992	446496	4434273	3778.72583	3.308760313	6.42130226	1.336875258	24.17780187	2.758209791	45.72736474	3.092783505	54	12	42	38.2117	151.481	-0.962402	34	190.418	6.487721314	2.941190907	46.23341614	74	14	12	7.126295028	101.6597126	117.042	4.73	4.761904762	7.936507937	1.587301587	1.587301587	15.87301587	1.587301587	0	12.6984127	4.761904762	3.174603175	11.11111111	7.936507937	9.523809524	0	33.33333333	22.22222222	4.761904762	0	11.11111111	1.587301587	0	4.761904762	6.349206349	3.174603175	3.174603175	0	12.6984127	82	0	1.587301587	1.587301587	1.587301587	0	1.587301587	3.174603175	4.761904762	0	3.174603175	3.174603175	3.174603175	4.761904762	3.174603175	0	4.761904762	0	4.761904762	7.936507937	4.761904762	4.761904762	4.761904762	1.587301587	0	0	2.427184466	0
993	446537	4434292	3779.546875	14.22422664	19.25859839	3.481353066	41.74044676	7.497537835	64.09632488	1.01010101	39	13	26	36.4328	154.455	0.474365	44	207.179	11.37218779	5.168970376	74.87739067	70	14	17	6.584255559	12.99186719	41.902	4.61	4.494382022	7.865168539	1.123595506	1.123595506	15.73033708	0	1.123595506	2.247191011	3.370786517	1.123595506	6.741573034	6.741573034	10.11235955	0	34.83146067	12.35955056	5.617977528	0	1.123595506	4.494382022	11.23595506	6.741573034	22.47191011	3.370786517	2.247191011	1.123595506	16.85393258	83	0	0	2.247191011	3.370786517	1.123595506	2.247191011	0	0	0	2.247191011	8.988764045	1.123595506	0	5.617977528	1.123595506	4.494382022	0	5.617977528	7.865168539	4.494382022	2.247191011	4.494382022	11.23595506	6.741573034	0	0	0
995	446646	4434310	3763.769043	4.185852435	7.640481782	1.750135825	23.06115275	2.234589738	51.23867773	2.040816327	32	6	26	33.4547	161.225	-0.00585938	61	179.827	8.422047241	4.054337135	51.79867069	70	12	19	6.150365726	9.439140644	12.759	4.58	2.242152466	3.139013453	6.726457399	1.793721973	14.34977578	5.829596413	4.035874439	13.0044843	4.035874439	4.035874439	13.0044843	3.139013453	4.035874439	0.896860987	28.69955157	22.86995516	3.587443946	0	3.139013453	0	4.484304933	5.829596413	10.31390135	5.829596413	4.932735426	0.896860987	9.865470852	84	0	0.896860987	0.896860987	1.793721973	0.448430493	1.34529148	10.76233184	0.896860987	0.896860987	0.896860987	0.896860987	1.793721973	0.896860987	2.69058296	4.035874439	4.035874439	0	3.587443946	3.139013453	2.242152466	12.10762332	4.932735426	1.34529148	1.34529148	0	1.003344482	0
997	446757	4434336	3755.185791	2.571379019	5.04093875	0.683934745	15.59681135	1.177245297	18.27399966	5.263157895	21	18	3	27.6948	151.151	-0.0478516	79	234.616	3.701279231	3.407720763	30.49583194	67	16	16	8.239268112	11.05825436	11.368	4.67	4.983388704	4.983388704	2.325581395	3.986710963	18.27242525	1.993355482	1.328903654	6.976744186	2.657807309	1.328903654	4.983388704	2.990033223	3.986710963	2.990033223	29.90033223	24.58471761	4.318936877	0	3.65448505	0.664451827	2.325581395	5.980066445	8.970099668	6.976744186	0.996677741	2.657807309	15.28239203	85	0.664451827	1.661129568	1.661129568	0.996677741	1.328903654	0.664451827	4.651162791	1.993355482	0	2.990033223	1.993355482	1.661129568	2.657807309	3.322259136	1.328903654	2.657807309	0.332225914	4.983388704	4.983388704	4.983388704	5.315614618	1.993355482	2.325581395	1.661129568	0.967117988	1.740812379	1.160541586
1096	446516	4434236	3754.761963	2.916757061	6.095564069	1.182024111	26.8022033	3.03828134	34.08815041	1.01010101	131	33	98	32.6353	147.748	0.278809	57	143.168	9.636363636	7.505050505	78.65656566	73	16	11	8.162473795	6.253701211	21.682	4.93	6	8	6	2	28	2	0	2	4	4	10	6	6	0	32	16	6	0	0	2	6	6	14	2	2	6	10	1	0	2	2	0	2	0	2	0	0	2	2	0	0	6	0	4	0	8	8	6	2	4	4	2	0	1.515151515	3.03030303
1192	446567	4434213	3711.345703	7.623986578	6.631473464	0.968013732	32.9522123	2.433604072	18.9554416	5.263157895	17	11	6	35.3992	153.381	-0.902588	47	114.034	4.747368421	14.89473684	48.68421053	78	14	8	10.25498891	7.277385159	82.079	6.2	0	0	10.66666667	0.888888889	14.66666667	2.222222222	0.888888889	4.444444444	2.222222222	0.888888889	10.66666667	3.111111111	4.888888889	3.111111111	35.55555556	17.33333333	4	0	1.333333333	3.555555556	4.888888889	10.22222222	18.66666667	6.666666667	7.555555556	2.222222222	14.66666667	3	0	2.222222222	1.333333333	0	0.888888889	0	0	1.333333333	0	2.666666667	4.444444444	1.333333333	1.333333333	2.222222222	0.888888889	2.222222222	0	4.444444444	0	0	0	0.888888889	4.888888889	1.333333333	1.612903226	0.537634409	0.537634409
1193	446628	4434229	3710.34668	1.045896992	0.834755411	0.235806007	6.453194663	0.638727078	10.0174286	1.01010101	30	11	19	35.4013	169.147	-1.34766	60	123.506	11.97474747	3.33	118.459596	73	15	12	9.892450443	30	100	4.95	2.247191011	6.741573034	8.426966292	3.370786517	24.15730337	3.370786517	2.808988764	7.303370787	2.808988764	3.93258427	8.988764045	3.93258427	5.617977528	1.685393258	28.08988764	19.66292135	3.370786517	0	1.123595506	1.123595506	6.179775281	3.93258427	11.23595506	5.056179775	2.247191011	0.561797753	11.23595506	4	0	1.123595506	0.561797753	1.123595506	0	0	2.808988764	0	0	2.247191011	2.247191011	1.123595506	0	2.247191011	2.808988764	2.808988764	0.561797753	3.370786517	6.741573034	2.247191011	2.808988764	6.179775281	2.808988764	1.685393258	0	2.830188679	0.943396226
1194	446673	4434240	3713.193115	1.465898558	1.976241984	0.491507417	8.038554715	0.675485794	14.87795155	1.01010101	20	13	7	32.3694	166.786	-0.415771	70	124.923	6.383838384	2.46969697	48.73232323	52	21	26	7.633702532	11.29447853	2.641	4.77	1.534526854	5.115089514	3.324808184	5.115089514	21.48337596	2.813299233	1.79028133	7.416879795	3.069053708	1.79028133	7.416879795	2.301790281	3.069053708	0.511508951	21.48337596	14.83375959	9.974424552	0.511508951	2.813299233	3.836317136	4.347826087	7.16112532	15.34526854	7.672634271	2.557544757	0.255754476	10.23017903	5	0.767263427	2.557544757	1.023017903	0.511508951	0	1.023017903	2.813299233	0.255754476	0.255754476	0.767263427	4.859335038	0.255754476	1.023017903	7.672634271	1.79028133	3.069053708	1.023017903	10.23017903	5.115089514	1.534526854	3.836317136	2.813299233	6.393861893	2.557544757	0	0.602409639	0
1195	446725	4434250	3711.2854	11.75849461	19.67117419	2.39348945	40.70686653	6.151744551	46.80952696	2.040816327	148	140	8	33.1885	164.996	-1.18164	65	142.455	8.918367347	15.60714286	56.66836735	58	20	22	6.354118993	7.931677019	98.281	4.73	1.923076923	9.615384615	7.692307692	1.923076923	21.15384615	3.846153846	0	7.692307692	3.846153846	0	9.615384615	11.53846154	11.53846154	1.923076923	40.38461538	3.846153846	0	0	3.846153846	3.846153846	3.846153846	7.692307692	15.38461538	3.846153846	5.769230769	1.923076923	15.38461538	6	0	0	0	3.846153846	1.923076923	3.846153846	1.923076923	1.923076923	0	0	11.53846154	0	1.923076923	0	0	3.846153846	0	0	9.615384615	1.923076923	5.769230769	0	5.769230769	1.923076923	0	0	0
1196	446768	4434265	3716.970703	0.726175682	1.199862277	0.250865957	5.547992023	0.346165257	11.47252855	1.01010101	26	0	26	35.0986	161.999	-1.29321	55	204.426	4.904040404	0.97979798	32.35353535	77	16	8	6.597322348	26.03608247	0.258	4.05	5.281690141	5.985915493	1.17370892	0.234741784	13.2629108	8.215962441	3.873239437	14.43661972	1.17370892	12.08920188	16.1971831	2.230046948	2.9342723	0.938967136	40.49295775	21.59624413	1.877934272	0	2.34741784	1.408450704	0.704225352	4.225352113	6.338028169	1.408450704	2.9342723	0.234741784	20.18779343	7	0.117370892	0.352112676	0.117370892	0.938967136	0.704225352	0.938967136	9.624413144	1.056338028	1.056338028	0.704225352	4.577464789	1.525821596	1.17370892	1.76056338	3.873239437	1.17370892	1.525821596	2.112676056	6.103286385	5.281690141	10.56338028	15.72769953	1.76056338	0.352112676	0	0	0
1197	446820	4434279	3712.693848	0.868554043	2.357212162	0.198729249	6.791346617	0.549438164	15.43803731	1.01010101	43	1	42	32.1691	161.516	-0.156006	66	242.676	7.267676768	0.671717172	61.44444444	79	13	7	8.454482279	31.88721805	21.419	4.42	6.12244898	5.83090379	2.332361516	2.040816327	17.78425656	2.623906706	1.749271137	6.705539359	4.373177843	1.749271137	6.705539359	4.081632653	5.539358601	2.332361516	34.40233236	27.98833819	0.874635569	0	2.332361516	0.583090379	0.874635569	4.664723032	6.12244898	4.956268222	0.583090379	0.29154519	19.5335277	8	0.874635569	0	0.29154519	0.29154519	0	0.583090379	8.746355685	2.040816327	2.040816327	0.874635569	3.498542274	2.915451895	2.915451895	0.874635569	1.749271137	4.373177843	5.83090379	0.874635569	5.83090379	6.12244898	9.329446064	3.790087464	1.457725948	0.874635569	1.104972376	0.276243094	0.276243094
1198	446859	4434292	3709.48877	1.111957441	1.768108815	0.173965592	7.161294927	0.599456267	8.757608044	1.01010101	16	0	16	34.1062	154.643	0.569824	54	283.281	6.601010101	0.025252525	32.90909091	81	13	6	4.985462892	154.2	3.894	3.91	5.102040816	7.142857143	0	0	13.26530612	3.06122449	4.081632653	7.142857143	1.020408163	11.2244898	21.42857143	6.12244898	6.12244898	0	45.91836735	25.51020408	2.040816327	0	0	0	1.020408163	3.06122449	4.081632653	1.020408163	9.183673469	1.020408163	17.34693878	9	0	0	1.020408163	1.020408163	2.040816327	1.020408163	6.12244898	1.020408163	1.020408163	0	2.040816327	1.020408163	1.020408163	2.040816327	4.081632653	1.020408163	3.06122449	2.040816327	7.142857143	5.102040816	7.142857143	19.3877551	1.020408163	1.020408163	0.473933649	0	0.947867299
1291	446779	4434241	3697.876953	1.493043935	2.592398829	1.510968945	9.458949964	0.755702445	16.13344986	3.092783505	82	53	29	30.5583	161.667	0.286621	73	159.848	6.716494845	5.268041237	48.77835052	67	14	19	7.26247122	7.093933464	11.598	4.21	3.03030303	2.02020202	6.060606061	3.03030303	15.15151515	2.02020202	4.04040404	7.070707071	3.03030303	2.02020202	8.080808081	5.050505051	7.070707071	4.04040404	36.36363636	20.2020202	6.060606061	0	1.01010101	0	6.060606061	6.060606061	12.12121212	6.060606061	3.03030303	0	17.17171717	10	0	0	0	2.02020202	1.01010101	0	6.060606061	0	0	1.01010101	5.050505051	3.03030303	0	6.060606061	4.04040404	3.03030303	2.02020202	6.060606061	2.02020202	3.03030303	6.060606061	7.070707071	2.02020202	2.02020202	0.707964602	1.415929204	0.353982301
1292	446738	4434219	3693.483887	6.957662904	16.65125275	2.209637559	41.16941646	9.850125428	43.35392068	3.092783505	204	152	52	31.3849	164.29	0.895752	72	117.004	6.402061856	15.08247423	47.34536082	74	12	13	7.395330113	8.501708817	102.454	5	4.285714286	1.428571429	5	2.142857143	15.71428571	6.428571429	2.857142857	11.42857143	6.428571429	0.714285714	12.14285714	3.571428571	4.285714286	3.571428571	34.28571429	10.71428571	2.857142857	0	2.142857143	3.571428571	3.571428571	14.28571429	21.42857143	5.714285714	5	0.714285714	13.57142857	11	0	0	0.714285714	1.428571429	0	2.857142857	3.571428572	0	0	1.428571429	5	2.857142857	0	2.857142857	2.857142857	6.428571429	0	2.857142857	1.428571429	4.285714286	6.428571429	2.142857143	4.285714286	0.714285714	1.492537313	0	1.492537313
1296	446548	4434163	3691.33252	9.594758472	12.95483716	1.772622139	39.68010028	7.694538392	43.06836492	6.382978723	52	38	14	35.2385	147.785	1.27368	45	109.354	9.255319149	15.30319149	59.52659574	89	7	4	6.431609195	7.610358012	89.867	5.33	1.915322581	3.125	5.544354839	1.814516129	14.91935484	7.963709677	1.713709677	10.58467742	10.68548387	1.915322581	16.63306452	10.68548387	12.90322581	1.209677419	39.91935484	11.18951613	0.705645161	0.403225806	0.907258065	3.225806452	4.233870968	7.762096774	15.22177419	4.838709677	4.032258065	1.108870968	8.064516129	12	0.806451613	0.302419355	0.100806452	0.504032258	0.504032258	0	0.302419355	0.705645161	0.806451613	1.008064516	4.838709677	1.108870968	1.512096774	0.60483871	1.713709677	10.78629032	0.302419355	0.907258065	3.125	1.915322581	0.302419355	2.016129032	5.745967742	2.52016129	0	2.325581395	0
1310	445056	4433673	3879.18042	3.245813451	9.429472997	0.658678782	24.1569934	2.851943532	39.54251782	11.11111111	25	20	5	25.8502	106.011	-0.310547	93	287.729	5.499649803	5.759709847	49.52078926	76	14	10	9.004353192	3.17415911	18.282	4.07	5.263157895	6.315789474	0	0	17.89473684	0	1.052631579	3.157894737	0	3.157894737	7.368421053	3.157894737	4.210526316	0	38.94736842	24.21052632	0	0	2.105263158	2.105263158	1.052631579	3.157894737	6.315789474	7.368421053	4.210526316	7.368421053	20	13	1.052631579	0	0	1.052631579	1.052631579	0	15.78947368	2.105263158	1.052631579	0	2.105263158	2.105263158	3.157894737	0	1.052631579	0	7.368421053	0	6.315789474	5.263157895	15.78947368	6.315789474	3.157894737	1.052631579	0.093196645	0.652376514	1.397949674
2110	445122	4433632	3843.987061	1.725791118	2.953685213	0.247911589	9.484571306	0.445405445	19.85368657	1.01010101	40	10	30	33.642	104.269	-0.842041	64	227.495	4.918167264	0.158233787	26.56612127	78	16	5	5.401630291	849.0992135	109.104	4.2	6.201550388	6.976744186	1.550387597	0.775193798	17.05426357	7.751937984	6.201550388	15.50387597	0	6.201550388	8.527131783	0.775193798	3.100775194	0	35.65891473	20.15503876	0.775193798	1.550387597	1.550387597	1.550387597	1.550387597	3.100775194	6.201550388	1.550387597	2.325581395	0	24.03100775	23	1.550387597	0	0	0	0	3.100775194	3.100775194	0	2.325581395	1.550387597	3.875968992	0.775193798	1.550387597	0.775193798	6.201550388	0	13.95348837	0.775193798	6.976744186	6.201550388	6.201550388	10.07751938	2.325581395	0.775193798	0	0	0
