WAYPOINT	EASTING	NORTHING	ALT	IDNUM	NAG	CBH	AG	BG	BXYL	PHOS	PHENOX	PEROX	DRYWEIGHT	SOIL_H2O	NUMERICSAM	ColorCode	SNOWDEPT
0	445099	4433601	3858.17065430000	28	10.46781996000	21.19211284000	2.81909586800	51.06545986000	3.83502706800	108.78864160000	0.80063711100	1.31301444500	0.84000000000	19.04761905000	392	0	269.16213989
0	445084	4433630	3864.01269531000	29	3.02428796100	5.48198418300	0.41168694400	17.37984007000	0.60201428000	25.00858678000	0.10843465500	0.28790484400	0.95000000000	5.26315789500	393	0	239.84349060
0	445092	4433687	3866.53051758000	30	1.51374110700	2.18165493800	0.80369319300	7.99351532800	0.49656833400	15.02807812000	0.07187081500	0.17794248700	0.97000000000	3.09278350500	394	0	178.57746887
0	445120	4433745	3870.87866211000	31	2.90981651800	5.64079572700	0.67947959200	20.76204962000	0.90388501000	30.45573025000	0.00000000000	0.33541859400	0.93000000000	7.52688172000	395	0	45.74885941
0	445153	4433795	3869.78222656000	32	2.01640433500	2.78558184900	0.49848304300	10.38254337000	0.82821995000	17.71731578000	0.16960373900	0.04653731300	0.93000000000	7.52688172000	396	0	47.10994339
0	445192	4433832	3874.53613281000	33	5.61091964800	18.60256873000	1.86880741200	48.28904810000	2.80200188900	41.62422515000	0.22628485400	0.03983138200	0.94000000000	6.38297872300	397	0	43.11764526
0	445283	4433875	3869.70947266000	34	11.35340285000	22.15360489000	2.04768716300	64.87959332000	5.64289592700	63.55665459000	0.55086985500	0.68981933900	0.86000000000	16.27906977000	398	0	101.02916718
0	445351	4433886	3858.41210938000	35	5.78805825000	8.99724869000	0.91145453700	33.14535740000	2.24934324500	27.51629538000	0.00000000000	0.09367967200	0.94000000000	6.38297872300	399	0	96.95991516
0	445487	4433908	3852.91064453000	36	14.59214558000	31.68359721000	3.26635369000	91.93450545000	17.81758770000	129.67627850000	0.00000000000	0.00000000000	0.81000000000	23.45679012000	491	0	139.44335938
0	445430	4433885	3843.69775391000	38	13.10823990000	24.82418187000	2.69573501100	80.52442555000	12.06370225000	90.15698659000	0.00000000000	0.65943307100	0.86000000000	16.27906977000	492	0	161.22914124
0	445376	4433854	3827.38305664000	39	8.01626538500	16.38539566000	2.07105138000	50.78294237000	5.94827659500	64.69112596000	0.00000000000	1.15876370900	0.86000000000	16.27906977000	493	0	115.31352997
0	445312	4433828	3832.04321289000	40	6.13474613900	19.80554579000	1.32313987700	52.80609938000	5.85986574700	54.69690470000	0.00000000000	0.39947139600	0.89000000000	12.35955056000	494	0	91.65243530
0	445247	4433806	3839.79174805000	41	6.02146888200	13.16576285000	1.23109925000	40.23028480000	2.66930762200	45.17068840000	0.00000000000	0.22172337900	0.93000000000	7.52688172000	495	0	65.40771484
0	445199	4433772	3849.57421875000	42	5.15057733700	8.51330225300	2.18714881200	25.78119191000	1.46263003500	40.95412476000	0.10899584600	0.26199938300	0.94000000000	6.38297872300	496	0	40.47943115
0	445136	4433706	3853.44042969000	43	14.59029649000	20.40316186000	5.33436892100	58.03345060000	5.25684348100	98.96760950000	0.00000000000	0.70070621600	0.86000000000	16.27906977000	497	0	65.04382324
0	445102	4433669	3860.92602539000	44	3.10864666500	12.14994049000	1.21731757700	31.15531991000	2.35331987100	64.25907952000	0.00000000000	0.76670934800	0.89000000000	12.35955056000	498	0	181.94000244
0	445105	4433623	3854.98388672000	45	1.95431796600	5.13678872800	0.78173581900	14.03268314000	0.90948561700	23.60564225000	0.00000000000	0.22570825200	0.96000000000	4.16666666700	499	0	233.05276489
0	445174	4433553	3813.49755859000	46	46.80745723000	60.89955437000	7.25203395700	91.47473027000	15.16460604000	85.72286924000	0.00000000000	1.45468906200	0.81000000000	23.45679012000	591	0	379.04013062
0	445150	4433664	3835.93408203000	47	11.78505234000	20.66233756000	5.18208640200	50.38852916000	5.78129823700	80.55079509000	0.05519109400	0.34286693000	1.00000000000	0.00000000000	592	0	107.15824890
0	445168	4433684	3834.40722656000	48	16.14122868000	33.78869645000	6.21087565000	75.97119397000	8.03760090000	98.72570943000	0.00000000000	1.29740135300	0.98000000000	2.04081632700	593	0	64.33892059
0	445217	4433739	3830.11279297000	49	3.73227759200	8.76615483200	0.73988979600	19.91966567000	1.12499444600	35.61268700000	0.00000000000	0.08646535000	0.99000000000	1.01010101000	594	0	30.73742676
0	445250	4433767	3826.97607422000	50	2.48952730900	3.72022744000	0.52515263200	7.98356298800	0.55532334000	19.54785025000	0.00000000000	0.00000000000	0.97000000000	3.09278350500	595	0	49.81366348
0	445304	4433792	3818.11010742000	51	2.43831922900	7.31772466400	0.51214340300	21.64118093000	1.96069884300	17.42969018000	0.00000000000	0.12202469400	0.99000000000	1.01010101000	596	0	78.09494781
0	445355	4433813	3817.53393555000	52	1.68461718500	7.12115404100	1.09133489800	15.52900989000	0.93161237500	20.23472521000	0.00000000000	0.14947401100	1.00000000000	0.00000000000	597	0	107.73870087
0	445411	4433835	3814.51757813000	53	27.99444987000	49.68464363000	9.64815845700	105.11957020000	19.75395508000	91.33745590000	0.03725398800	0.00000000000	0.97000000000	3.09278350500	598	0	143.33032227
0	445499	4433864	3809.85961914000	54	14.84350537000	40.04757372000	3.57165561900	99.70755019000	38.46957068000	122.04728600000	0.00000000000	0.00000000000	0.76000000000	31.57894737000	599	0	189.73837280
0	445494	4433834	3795.36840820000	55	5.61917463900	11.10382518000	1.12994828000	36.68356103000	6.62318729100	84.29405093000	0.00000000000	0.57543751200	0.90000000000	11.11111111000	691	0	175.18801880
0	445443	4433819	3793.41015625000	56	2.46304061600	8.84261820400	1.11230273200	24.77063158000	2.94224330900	71.99087962000	0.49822505400	1.44283594800	0.89000000000	12.35955056000	692	0	161.02998352
0	445381	4433788	3792.49096680000	58	15.33067945000	73.02183221000	10.63767099000	123.18791460000	30.35458076000	123.67891150000	0.00000000000	0.65340234200	0.87000000000	14.94252874000	693	0	126.22629547
0	445326	4433756	3800.51098633000	59	126.37439380000	216.55499210000	36.46963912000	301.34724240000	126.54551950000	326.85222580000	1.24760631100	1.50387879100	0.68750000000	45.45454545000	694	0	72.05628967
0	445276	4433729	3812.04980469000	60	36.74331956000	64.41593533000	16.02014521000	122.42858490000	15.54013038000	118.93589910000	0.00991026200	0.00000000000	0.89000000000	12.35955056000	695	0	41.38995361
0	445249	4433696	3812.67797852000	61	13.57986548000	24.63597747000	2.87539843400	64.36145887000	6.19120154900	100.03492300000	0.53511759900	0.00000000000	0.88000000000	13.63636364000	696	0	35.23464584
0	445208	4433653	3814.20141602000	62	6.23420880000	9.29503497300	1.11540822900	38.86998681000	5.54684637300	58.95245103000	0.20491219100	0.48012427600	0.90000000000	11.11111111000	697	0	73.40715027
0	445224	4433582	3792.71215820000	63	23.23242620000	34.82286144000	3.93455137800	68.31590404000	6.15845278900	63.48813417000	0.10580218700	0.33656669200	0.93000000000	7.52688172000	791	0	231.72396851
0	445275	4433621	3791.56933594000	67	2.16640332100	7.92798128400	0.97427703800	29.00696582000	2.26591857400	67.50895367000	0.00000000000	0.19601291400	0.91000000000	9.89010989000	792	0	136.58145142
0	445320	4433677	3786.68872070000	68	5.38254852700	12.45478948000	2.28042333600	38.72188704000	3.09438373900	58.46022632000	0.00000000000	0.40586615400	0.96000000000	4.16666666700	793	0	56.11420441
0	445386	4433732	3769.02978516000	69	11.37128976000	21.05110176000	2.12293655600	53.97037632000	4.86379256800	87.55858968000	0.00000000000	0.03377752000	0.95000000000	5.26315789500	794	0	126.84278870
0	445443	4433756	3758.21337891000	70	13.02090174000	29.87482499000	4.81495750200	79.77698232000	10.91028325000	127.27159040000	0.13682025200	0.57883904500	0.90000000000	11.11111111000	795	0	216.50274658
0	445506	4433768	3753.24267578000	71	3.64391443000	7.95282134800	1.71745496500	24.62141764000	3.03624403100	57.60341749000	0.00000000000	0.41617537700	0.90000000000	11.11111111000	796	0	207.74736023
0	445585	4433755	3737.75585938000	72	2.74057446500	4.35770670200	0.23834066900	13.31004699000	0.50513174900	27.13032051000	0.34796249900	0.77920449000	0.99000000000	1.01010101000	797	0	177.66343689
0	445697	4433743	3726.11083984000	73	40.30406920000	101.99465890000	10.11052534000	125.96735660000	31.55571687000	167.80804180000	0.26589660200	1.19003315700	0.70000000000	42.85714286000	798	0	236.12657166
0	446847	4434413	3755.49853516000	99	53.18818192000	46.67241486000	4.48719368400	109.36972090000	35.47401002000	102.35688220000	0.00000000000	0.18558324500	0.95000000000	5.26315789500	891	0	102.09172821
0	446802	4434380	3757.92016602000	100	104.78595770000	156.64830130000	34.87560245000	262.45271130000	148.31362380000	250.24171300000	0.00000000000	0.46913312100	0.86000000000	16.27906977000	892	0	133.08413696
0	446754	4434370	3766.18530273000	101	4.67925467700	14.48872095000	1.77710434300	60.81175283000	6.73896843100	65.64492979000	0.06391094500	0.29551984400	0.68000000000	47.05882353000	893	0	129.09191895
0	446666	4434351	3782.38183594000	102	0.00000000000	1.43790254400	0.00364449000	1.73019999200	0.35842277800	3.48814506700	0.00000000000	0.04622392600	0.99000000000	1.01010101000	894	0	137.94142151
0	446612	4434330	3777.12280273000	103	30.74138120000	106.25180530000	12.96186369000	266.57440980000	63.95042935000	278.57246880000	0.00000000000	0.65722254100	0.77500000000	29.03225806000	895	0	167.45423889
0	446558	4434331	3800.07055664000	104	14.06012663000	16.10928237000	3.39160369300	55.61489517000	3.96387125600	55.98065616000	0.77407755800	1.07312493400	0.95000000000	5.26315789500	896	0	172.08654785
0	446506	4434320	3809.71484375000	105	6.06337441300	12.95231177000	2.07204475000	47.37238593000	3.59298183900	65.40441129000	0.61781495400	0.61713701100	0.95000000000	5.26315789500	897	0	173.69483948
0	446442	4434291	3812.83740234000	106	7.27816945500	15.57431078000	2.09640808600	76.83894702000	8.16600456600	79.35536532000	0.29739498600	0.79163911900	0.97000000000	3.09278350500	898	0	198.59249878
0	446449	4434260	3789.23461914000	134	2.28039552900	6.38853172900	1.12565573700	27.61835570000	2.49284375300	32.13870180000	0.30307770000	0.43916790700	0.98000000000	2.04081632700	991	0	249.22804260
0	446496	4434273	3777.83007813000	135	3.30876031300	6.42130226000	1.33687525800	24.17780187000	2.75820979100	45.72736474000	0.01735417600	0.53617063200	0.97000000000	3.09278350500	992	0	203.85479736
0	446537	4434292	3781.75268555000	136	14.22422664000	19.25859839000	3.48135306600	41.74044676000	7.49753783500	64.09632488000	0.15691229500	0.53079578700	0.99000000000	1.01010101000	993	0	203.80319214
0	446589	4434305	3777.42675781000	137	1.98643644100	5.88855850300	0.97546617800	20.91743388000	2.18599816200	36.84225641000	0.16946527900	0.22762311500	0.98000000000	2.04081632700	994	0	198.77082825
0	446646	4434310	3763.71240234000	138	4.18585243500	7.64048178200	1.75013582500	23.06115275000	2.23458973800	51.23867773000	0.00000000000	0.58134622000	0.98000000000	2.04081632700	995	0	187.82539368
0	446703	4434318	3757.84350586000	139	1.76765917900	3.66695311500	0.53804629400	15.14198444000	1.31700796400	28.07016914000	0.00000000000	0.23325052800	0.98000000000	2.04081632700	996	0	205.03828430
0	446757	4434336	3747.91601563000	140	2.57137901900	5.04093875000	0.68393474500	15.59681135000	1.17724529700	18.27399966000	0.00000000000	1.18914549700	0.95000000000	5.26315789500	997	0	196.77520752
0	446770	4434302	3733.65307617000	141	3.63086069400	6.05559597900	1.16929827800	21.58132357000	2.09824247300	18.15913002000	0.04991277900	0.39125437300	0.98000000000	2.04081632700	1091	0	239.40084839
0	446713	4434274	3726.04565430000	142	10.79609226000	18.47268577000	2.79370641100	36.90205386000	4.31210372900	40.28434689000	0.01063359200	0.28428765900	0.97000000000	3.09278350500	1092	0	185.84060669
0	446659	4434271	3732.40551758000	143	2.74534245700	1.90592280600	0.42374854400	10.70763232000	1.22507331100	20.35447571000	0.50147567100	0.94085522400	0.94000000000	6.38297872300	1093	0	165.87829590
0	446607	4434265	3738.64819336000	144	4.23698751300	8.24395517300	1.19843059400	33.41540296000	5.59856655800	37.01660222000	0.00000000000	0.72258533800	0.99000000000	1.01010101000	1094	0	179.61143494
0	446559	4434249	3744.02343750000	145	5.53951655900	11.29042013000	2.34380812300	34.63933604000	5.60891411700	33.38998104000	0.00000000000	0.78478411100	0.98000000000	2.04081632700	1095	0	169.38818359
0	446516	4434236	3754.71801758000	146	2.91675706100	6.09556406900	1.18202411100	26.80220330000	3.03828134000	34.08815041000	0.00000000000	0.65962592000	0.99000000000	1.01010101000	1096	0	184.00547791
0	446469	4434209	3753.46386719000	147	0.95062804800	1.60763438700	0.15731473500	11.08756180000	1.35762943800	12.38195479000	0.28352628300	0.36904248000	0.98000000000	2.04081632700	1097	0	186.40931702
0	445041	4433688	3891.45898438000	75	15.08986654000	21.92713216000	2.71269572700	54.13443131000	3.77174730300	57.92508044000	0.00000000000	1.24761219000	0.85000000000	17.64705882000	1110	1	272.91937256
0	446503	4434186	3723.69042969000	148	35.55750209000	51.24801938000	7.17895497400	107.91739130000	42.98001354000	105.05783740000	0.05588291900	0.00000000000	0.94000000000	6.38297872300	1191	0	159.34559631
0	446567	4434213	3708.91015625000	149	7.62398657800	6.63147346400	0.96801373200	32.95221230000	2.43360407200	18.95544160000	0.76866259700	0.50072713900	0.95000000000	5.26315789500	1192	0	153.76733398
0	446628	4434229	3709.14575195000	150	1.04589699200	0.83475541100	0.23580600700	6.45319466300	0.63872707800	10.01742860000	0.19036475300	0.19747033700	0.99000000000	1.01010101000	1193	0	142.29835510
0	446673	4434240	3710.14306641000	151	1.46589855800	1.97624198400	0.49150741700	8.03855471500	0.67548579400	14.87795155000	0.31426395400	0.55552984300	0.99000000000	1.01010101000	1194	0	133.94306946
0	446725	4434250	3707.18432617000	152	11.75849461000	19.67117419000	2.39348945000	40.70686653000	6.15174455100	46.80952696000	0.00000000000	0.27843855500	0.98000000000	2.04081632700	1195	0	143.73655701
0	446768	4434265	3712.38159180000	153	0.72617568200	1.19986227700	0.25086595700	5.54799202300	0.34616525700	11.47252855000	0.00000000000	0.23781995600	0.99000000000	1.01010101000	1196	0	185.53485107
0	446820	4434279	3708.71801758000	154	0.86855404300	2.35721216200	0.19872924900	6.79134661700	0.54943816400	15.43803731000	0.00000000000	0.07179688500	0.99000000000	1.01010101000	1197	0	214.26995850
0	446859	4434292	3704.35766602000	155	1.11195744100	1.76810881500	0.17396559200	7.16129492700	0.59945626700	8.75760804400	0.01563214200	0.42141649900	0.99000000000	1.01010101000	1198	0	220.91435242
0	446779	4434241	3693.60034180000	156	1.49304393500	2.59239882900	1.51096894500	9.45894996400	0.75570244500	16.13344986000	0.16533542000	0.27729709800	0.97000000000	3.09278350500	1291	0	158.00372314
0	446738	4434219	3688.99804688000	157	6.95766290400	16.65125275000	2.20963755900	41.16941646000	9.85012542800	43.35392068000	0.02422713400	0.37618006300	0.97000000000	3.09278350500	1292	0	127.17452240
0	446691	4434206	3690.16259766000	158	34.96225848000	45.53104210000	10.93489547000	108.87536040000	27.07681859000	117.64181430000	0.00000000000	0.53213532200	0.87500000000	14.28571429000	1293	0	126.00736237
0	446646	4434195	3689.85327148000	159	3.07119073000	5.14048551500	1.09798352400	22.40772503000	2.16887483200	27.59465200000	0.00000000000	0.00000000000	0.99000000000	1.01010101000	1294	0	139.54553223
0	446548	4434163	3686.03320313000	160	9.59475847200	12.95483716000	1.77262213900	39.68010028000	7.69453839200	43.06836492000	0.08890365100	0.32413758700	0.94000000000	6.38297872300	1296	0	172.45570374
0	445056	4433673	3877.87817383000	78	3.24581345100	9.42947299700	0.65867878200	24.15699340000	2.85194353200	39.54251782000	0.00000000000	1.02637765800	0.90000000000	11.11111111000	1310	1	282.88433838
0	445041	4433672	3889.15844727000	82	7.80307426100	9.73406286500	1.90326896700	25.79521505000	3.43575981300	45.02920279000	0.00000000000	0.41912701700	0.89000000000	12.35955056000	1410	1	300.13897705
0	445358	4433969	3899.66259766000	2	4.76590277300	6.78670462200	1.36013372200	29.74588820000	2.71579615600	67.24354250000	0.08668063300	0.00000000000	0.90000000000	11.11111111000	1910	0	283.10351563
0	445427	4433986	3904.89868164000	3	2.83088783200	7.66909802700	2.21772666800	31.45824332000	2.45286512300	40.60922007000	0.08097844700	0.76935120800	0.94000000000	6.38297872300	1911	0	267.52993774
0	445474	4434001	3914.06665039000	4	3.28655675100	4.74573117200	0.51767493600	19.43381609000	2.16435515800	32.93113372000	0.75920098200	0.54376880000	0.87000000000	14.94252874000	1912	0	234.95651245
0	445122	4433632	3841.46215820000	87	1.72579111800	2.95368521300	0.24791158900	9.48457130600	0.44540544500	19.85368657000	0.13454296600	0.16323703200	0.99000000000	1.01010101000	2110	2	207.13058472
0	445141	4433634	3832.75463867000	85	9.42904874500	38.02454514000	3.06934094400	59.42742892000	6.65861501100	117.07244970000	1.08997881300	1.24403520900	0.96000000000	4.16666666700	2220	2	187.82580566
0	445048	4433626	3877.54248047000	14	3.55583377400	14.73526815000	2.43194826200	30.64799160000	2.88302689500	63.88954727000	0.02091281200	0.65828776500	0.89000000000	12.35955056000	2910	0	260.45645142
0	445066	4433574	3873.76269531000	15	10.12848304000	16.55181029000	2.91038277900	44.26232959000	4.58428427700	65.54432732000	0.00000000000	0.18686797600	0.93000000000	7.52688172000	2911	0	267.65686035
0	445084	4433548	3870.59155273000	16	108.32191070000	90.41444447000	13.50019110000	112.03217680000	18.79319872000	90.11834049000	0.22765825300	2.60131639600	0.69000000000	44.92753623000	2912	0	360.02679443
0	446766	4434310	3738.20068359000	126	2.45500361600	6.78013284800	0.46826529600	22.60392477000	1.62742059800	20.15413762000	1.13594148900	1.13093597600	0.97000000000	3.09278350500	3110	3	234.33641052
0	446775	4434303	3733.65307617000	127	1.29839893100	2.52822194400	0.20913941700	11.40138189000	0.77401632300	20.50226921000	0.00000000000	0.32970716800	0.95000000000	5.26315789500	3210	3	237.93023682
0	446761	4434294	3729.39599609000	125	1.51523368300	3.27834761400	0.51591925600	15.23482027000	0.96899166800	26.25506754000	1.13682958000	1.22583813900	0.96000000000	4.16666666700	3310	3	240.19924927
0	446753	4434302	3735.85644531000	130	3.77940541600	6.50838399100	0.58728920100	20.75296220000	1.54680183900	28.58582670000	0.07990758600	1.03403714500	0.96000000000	4.16666666700	3410	3	244.54078674
0	445408	4433898	3855.35327148000	26	2.59830255300	7.07870972000	0.56428519700	27.63653920000	2.01799097100	38.38176279000	0.47951091100	0.53019091100	0.87000000000	14.94252874000	3910	0	153.32717896
0	445477	4433930	3867.08837891000	27	24.75215383000	63.30929603000	4.59904822200	132.91733300000	26.02122842000	168.46738360000	0.62533315100	1.09200213100	0.66000000000	51.51515152000	3911	0	145.04225159
0	445138	4433565	3833.43310547000	37	37.76031498000	35.27436994000	3.50609316900	65.87031856000	6.66909854800	65.27582909000	0.00000000000	1.41264169800	0.86000000000	16.27906977000	4910	0	392.73403931
0	445168	4433602	3817.22949219000	57	5.48153135000	18.69353921000	2.92016619500	61.82035437000	14.00469651000	91.34067197000	0.00000000000	0.27265531900	0.89000000000	12.35955056000	6922	0	232.14390564
0	445743	4433732	3717.78710938000	64	22.60685753000	33.02220865000	1.17932078800	60.95409592000	9.35685812100	96.86100450000	0.00000000000	0.12999793500	0.81000000000	23.45679012000	7910	0	269.07455444
0	445778	4433723	3706.14477539000	65	14.22623868000	35.06199779000	4.93936099400	66.16440368000	7.51349893700	98.76782670000	0.15997578400	0.39728608500	0.98000000000	2.04081632700	7911	0	282.55569458
0	445862	4433715	3679.61694336000	66	2.72734403000	5.59926341900	0.36110552300	11.77620164000	0.88471065200	30.55722809000	0.38615932200	0.32593117700	0.93000000000	7.52688172000	7912	0	275.02359009
0	445937	4433706	3655.37915039000	110	1.01792431900	6.59569032800	0.70339953500	24.47606189000	1.87067896200	66.07277365000	0.70626455800	1.80190512300	0.92000000000	8.69565217400	7913	0	292.56140137
0	446012	4433749	3647.70507813000	111	3.48984835500	5.23170246600	0.34469702200	21.13504121000	0.80457827600	30.51476521000	0.83519641900	0.80801606600	0.95000000000	5.26315789500	7914	0	375.06640625
0	446062	4433761	3637.67749023000	112	5.73500988800	8.37270541500	0.77248675800	36.92689865000	3.25689975700	49.34894443000	0.61486579800	1.85253852600	0.89000000000	12.35955056000	7915	0	399.07247925
0	446108	4433788	3632.29956055000	113	4.43461505400	10.17599704000	1.38706466400	32.36498373000	3.18605251400	45.04143624000	0.79967516800	0.30478317400	0.98000000000	2.04081632700	7916	0	418.64874268
0	446161	4433795	3615.03833008000	114	14.57810104000	33.58404352000	3.00558396600	85.05677322000	8.05436697700	130.93304380000	0.53369382300	1.81630234300	0.90000000000	11.11111111000	7917	0	303.24090576
0	446182	4433862	3633.14819336000	115	12.32794844000	28.13436547000	3.57220507500	69.61348165000	9.54081890100	86.09636684000	0.00000000000	0.46183336400	0.97000000000	3.09278350500	7918	0	273.05578613
0	446225	4433873	3634.64428711000	116	8.62450573100	23.04834088000	1.81676683400	80.79965961000	8.07985587000	60.39821617000	0.02949011800	0.01102135400	0.96000000000	4.16666666700	7919	0	230.67137146
